comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     1000        1           3           2                                                                                               20.875416            4             10
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     1000        1           3           2                                                                                               20.875416            4             10
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     1000        1           3           2                                                                                               20.875416            4             10
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     1000        1           3           2                                                                                               20.875416            5             10
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     1000        1           3           2                                                                                               20.875416            5             9
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     4000        1           3           2                                                                                               20.875416            4             10
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     4000        1           3           2                                                                                               20.875416            5             8
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     4000        1           3           2                                                                                               20.875416            4             10
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     4000        1           3           2                                                                                               20.875416            4             10
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     4000        1           3           2                                                                                               20.875416            4             10
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     8000        1           3           2                                                                                               20.875416            4             9
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     8000        1           3           2                                                                                               20.875416            3             10
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     8000        1           3           2                                                                                               20.875416            4             8
0.03          3                  1                  0    1        256       14        1         0         12        10000     10000     8000        1           3           2                                                                                               20.875416            7             10
