comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.21;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.007178;NA;.301256;2.342115;2.342111;2.350000;4;12
3.09;300;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.009325;NA;.373074;2.227512;2.227507;2.240000;4;16
3.05;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010319;NA;.353010;2.371048;2.371044;2.380000;4;14
3.33;297;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010271;NA;.326980;2.339182;2.339177;2.350000;4;14
3.02;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.017792;NA;.448232;2.349759;2.349755;2.370000;4;19
3.01;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010733;NA;.271548;2.144301;2.144296;2.150000;4;12
3.04;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010385;NA;.366324;2.196218;2.196211;2.210000;4;16
3.01;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010051;NA;.286443;2.310958;2.310955;2.320000;4;12
3.10;297;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010754;NA;.455958;2.439829;2.439821;2.450000;4;18
3.03;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010353;NA;.293012;2.263958;2.263953;2.270000;4;13
3.05;295;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010453;NA;.347027;2.377908;2.377904;2.390000;4;14
3.19;296;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.008880;NA;.375894;5.814610;5.814605;5.820000;4;6
3.31;296;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.010632;NA;.452548;6.347567;6.347562;6.360000;4;7
3.18;298;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.017748;NA;.337771;5.883006;5.883001;5.900000;4;5
3.02;295;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.014019;NA;.427279;6.073887;6.073882;6.090000;4;7
3.17;296;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.012011;NA;.409237;5.730606;5.730602;5.740000;4;7
3.17;297;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.011811;NA;.393129;6.105695;6.105690;6.120000;4;6
3.17;297;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.018549;NA;.370373;5.989306;5.989303;6.010000;4;6
3.00;295;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.012105;NA;.456046;6.469525;6.469521;6.480000;4;7
3.02;295;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.018292;NA;.360343;5.806387;5.806382;5.820000;4;6
3.19;297;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.018356;NA;.349281;5.902492;5.902488;5.920000;4;5
3.22;296;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.020526;NA;.390093;12.314851;12.314847;12.330000;4;3
3.11;296;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.027217;NA;.392375;12.306826;12.306821;12.330000;4;3
3.19;296;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.025158;NA;.424961;13.511433;13.511428;13.540000;4;3
3.23;296;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.034604;NA;.342079;12.388564;12.388560;12.420000;4;2
3.18;295;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.023161;NA;.392662;12.304393;12.304388;12.330000;4;3
3.06;296;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.023700;NA;.344716;12.695231;12.695225;12.720000;4;2
3.08;296;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.027082;NA;.410946;12.924797;12.924794;12.950000;4;3
3.05;296;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.025447;NA;.536417;17.482534;17.482529;17.510000;4;3
3.05;295;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.022226;NA;.396284;12.318699;12.318693;12.340000;4;3
3.24;295;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.027802;NA;.400678;12.634332;12.634327;12.660000;4;3
3.05;296;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.031305;NA;.379437;15.777217;15.777213;15.810000;4;2
3.02;296;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.036931;NA;.561134;23.497657;23.497652;23.540000;4;2
3.04;296;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.029152;NA;.391134;15.714592;15.714587;15.740000;4;2
3.02;295;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.039513;NA;.370630;16.465383;16.465377;16.500000;4;2
3.22;298;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.028712;NA;.393268;15.733746;15.733741;15.760000;4;2
3.15;297;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.026734;NA;.349917;15.990235;15.990230;16.020000;4;2
3.12;296;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.029238;NA;.414358;17.286873;17.286865;17.320000;4;2
3.23;297;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.036720;NA;.569910;23.570721;23.570716;23.610000;4;2
3.03;297;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.029357;NA;.499853;20.465227;20.465222;20.490000;4;2
3.12;296;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.030172;NA;.467678;19.013026;19.013022;19.040000;4;2
3.10;296;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.039227;NA;.393101;19.146615;19.146611;19.190000;4;2
3.02;295;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.033468;NA;.386164;19.144261;19.144256;19.180000;4;2
3.16;296;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.035728;NA;.390028;19.138599;19.138595;19.170000;4;2
3.22;296;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.032306;NA;.429822;21.241984;21.241980;21.270000;4;2
3.04;295;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.035166;NA;.393807;19.148578;19.148573;19.180000;4;2
3.04;296;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.032814;NA;.365236;19.386147;19.386142;19.420000;4;1
3.00;297;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.035616;NA;.440290;23.161560;23.161556;23.200000;4;1
3.19;295;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.047520;NA;.573016;28.689335;28.689330;28.740000;4;2
3.16;296;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.037920;NA;.385596;19.144302;19.144298;19.180000;4;2
3.20;295;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.036863;NA;.396311;19.150827;19.150822;19.190000;4;2
11.87;518;1;0;1;32;58;1;0;9;10000;10000;1;1;0;0;16;.010099;NA;.840549;3.098395;3.098390;3.110000;4;27
12.04;517;1;0;1;32;58;1;0;9;10000;10000;1;1;0;0;16;.010879;NA;.744085;3.018739;3.018734;3.030000;4;24
11.61;518;1;0;1;32;58;1;0;9;10000;10000;1;1;0;0;16;.010563;NA;.633996;3.035915;3.035910;3.050000;4;20
11.85;517;1;0;1;32;58;1;0;9;10000;10000;1;1;0;0;16;.010462;NA;.915063;3.101290;3.101285;3.110000;4;29
