program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s);Online Phase(s);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
54;BINARY;semihonest;replicated-bin;3;377.87;16895;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.176621;2.55;613;97%;~7;0.412536;1.23761;3.2e-05;2;0.000391793;3.2e-05;2;0.000404501;NA;NA;NA;NA;NA;NA;0.412504;2;0.0250627;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;374.87;16915;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.178829;2.59;615;97%;~7;0.412536;1.23761;3.2e-05;2;0.000479071;3.2e-05;2;0.00116252;NA;NA;NA;NA;NA;NA;0.412504;2;0.0242755;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;375.20;16915;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.209125;2.58;613;82%;~7;0.412536;1.23761;3.2e-05;2;0.000558742;3.2e-05;2;0.000455875;NA;NA;NA;NA;NA;NA;0.412504;2;0.0026198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;377.07;16915;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.153024;2.47;615;98%;~7;0.412536;1.23761;3.2e-05;2;0.000456423;3.2e-05;2;0.0006835;NA;NA;NA;NA;NA;NA;0.412504;2;0.00253246;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;374.47;16913;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.2136;2.56;613;83%;~7;0.412536;1.23761;3.2e-05;2;0.000531021;3.2e-05;2;0.000570459;NA;NA;NA;NA;NA;NA;0.412504;2;0.00386148;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;371.84;16915;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.213954;2.61;617;94%;~7;0.412536;1.23761;3.2e-05;2;0.000162447;3.2e-05;2;0.00123861;NA;NA;NA;NA;NA;NA;0.412504;2;0.0775097;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;372.72;16918;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.163122;2.54;613;97%;~7;0.412536;1.23761;3.2e-05;2;0.000451712;3.2e-05;2;0.000426707;NA;NA;NA;NA;NA;NA;0.412504;2;0.00234148;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;372.41;16915;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.201854;2.59;615;96%;~7;0.412536;1.23761;3.2e-05;2;0.000498377;3.2e-05;2;0.00170086;NA;NA;NA;NA;NA;NA;0.412504;2;0.0508994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;377.58;16917;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.199961;2.24;615;95%;~7;0.412536;1.23761;3.2e-05;2;0.000373111;3.2e-05;2;0.00141378;NA;NA;NA;NA;NA;NA;0.412504;2;0.036788;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;BINARY;semihonest;replicated-bin;3;374.00;16918;149;NA;NA;NA;NA;NA;NA;NA;NA;3200000;2;100000;0.173214;2.60;613;97%;~7;0.412536;1.23761;3.2e-05;2;0.000597964;3.2e-05;2;0.00051154;NA;NA;NA;NA;NA;NA;0.412504;2;0.00251287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
