comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.93          355                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.611006     NA          11.349783         133.699501          133.699493         135.310000           16            9
4.03          355                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.656924     NA          11.405822         164.949959          164.949950         166.610000           17            7
3.94          355                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.637651     NA          11.334431         85.423538           85.423529          87.060000            15            14
3.79          355                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.703052     NA          11.301806         58.432659           58.432651          60.130000            17            21
4.13          356                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.633749     NA          11.328931         119.584719          119.584706         121.220000           19            10
3.89          355                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.658597     NA          11.516338         162.530885          162.530877         164.190000           15            7
4.06          356                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.710808     NA          11.303168         100.264128          100.264119         101.970000           15            12
3.92          356                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.681685     NA          11.307462         62.754966           62.754948          64.440000            17            19
4.31          357                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.651769     NA          11.337906         112.754292          112.754284         114.410000           18            11
4.15          356                1                  0    1        32        526       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.601001     NA          11.408362         165.278631          165.278627         166.880000           19            7
3.91          356                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.631237     NA          11.468235         101.351744          101.351736         102.980000           15            12
3.82          355                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.615044     NA          10.942630         68.662171           68.662167          70.280000            16            17
3.82          356                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.685509     NA          11.434890         116.494085          116.494067         118.180000           17            10
4.05          359                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.713551     NA          11.600467         163.819647          163.819639         165.530000           19            7
3.88          357                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.647965     NA          11.561134         98.915230           98.915221          100.560000           14            13
4.10          356                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.654817     NA          11.187304         57.890579           57.890572          59.550000            18            21
4.13          356                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.692012     NA          11.368523         106.991764          106.991760         108.680000           19            11
4.15          357                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.649208     NA          11.379250         164.922883          164.922874         166.570000           17            7
4.08          356                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.659012     NA          11.586861         108.038404          108.038395         109.700000           18            11
3.83          356                1                  0    1        32        526       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.655230     NA          11.341985         58.778554           58.778535          60.430000            15            21
4.05          355                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.601699     NA          11.515230         90.580506           90.580488          92.180000            16            14
3.91          356                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.650561     NA          11.359904         164.461017          164.461007         166.110000           17            7
3.92          355                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.689461     NA          11.379552         126.424450          126.424443         128.110000           18            10
4.13          355                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.633615     NA          11.332757         64.515480           64.515461          66.150000            17            19
4.09          355                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.690113     NA          11.344208         91.332440           91.332421          93.020000            18            13
3.82          356                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.675176     NA          11.484331         165.593625          165.593616         167.270000           17            7
3.97          355                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.660542     NA          11.478089         125.534211          125.534192         127.190000           18            10
3.95          356                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.608576     NA          11.364766         63.872180           63.872161          65.480000            16            19
4.08          355                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.701908     NA          11.304428         83.731035           83.731026          85.430000            14            15
3.82          356                1                  0    1        32        526       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.648499     NA          11.438223         165.495254          165.495235         167.140000           17            7
3.86          355                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.682086     NA          11.144340         125.687346          125.687342         127.370000           14            9
3.97          356                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.436423     NA          11.035846         64.958132           64.958123          66.390000            16            18
4.40          356                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.694559     NA          11.123143         66.672090           66.672082          68.370000            18            18
3.86          356                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.474362     NA          11.099741         159.158431          159.158423         160.630000           15            7
3.91          356                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.644975     NA          11.096839         137.629962          137.629943         139.270000           18            8
3.91          356                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.661400     NA          11.151802         79.078452           79.078444          80.740000            17            15
3.80          355                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.595990     NA          11.250348         82.513467           82.513457          84.110000            17            14
3.99          355                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.683996     NA          11.196863         165.810290          165.810286         167.490000           17            7
4.03          356                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.404028     NA          11.228500         134.380503          134.380494         135.780000           17            9
3.83          356                1                  0    1        32        526       1         0         5         10000     10000     0              100              300         0           0           0               16            1.559508     NA          10.949516         66.026951           66.026932          67.590000            17            18
3.81          357                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.623453     NA          11.443413         60.997787           60.997768          62.620000            15            20
3.82          355                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.670085     NA          11.467175         161.363770          161.363751         163.030000           15            7
3.80          356                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.615902     NA          11.440435         151.810044          151.810040         153.430000           14            8
4.12          356                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.675850     NA          11.465843         65.504622           65.504603          67.180000            16            19
4.30          356                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.680096     NA          11.446686         62.471474           62.471467          64.150000            14            20
3.85          356                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.659013     NA          11.414152         163.531774          163.531755         165.190000           14            7
3.90          355                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.673026     NA          11.737122         154.576896          154.576877         156.250000           16            8
3.97          356                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.615662     NA          11.595878         63.509600           63.509593          65.130000            14            20
3.92          356                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.605200     NA          11.145745         63.615678           63.615670          65.220000            16            19
4.16          355                1                  0    1        32        527       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.699707     NA          11.525466         159.171734          159.171730         160.870000           15            8
4.38          357                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.673978     NA          11.670124         156.689337          156.689330         158.360000           15            8
3.82          357                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.702902     NA          11.406133         67.903071           67.903053          69.610000            13            18
4.29          357                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.721834     NA          11.573599         67.445768           67.445765          69.170000            13            18
3.91          355                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.541353     NA          11.597247         163.143334          163.143324         164.680000           14            7
4.10          357                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.669707     NA          11.584085         147.315399          147.315395         148.980000           14            8
3.95          355                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.666864     NA          11.606444         72.101861           72.101854          73.770000            17            17
3.81          357                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.686414     NA          11.451734         65.463323           65.463317          67.150000            15            19
3.87          356                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.680635     NA          11.777817         161.073622          161.073604         162.750000           15            8
3.79          356                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.613928     NA          11.539677         155.906692          155.906672         157.520000           16            8
3.90          355                1                  0    1        32        527       1         0         5         10000     10000     0              10000            300         0           0           0               16            1.605265     NA          11.448290         67.768592           67.768574          69.370000            15            18
3.99          360                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.658327     NA          11.390682         61.422658           61.422640          63.080000            14            20
3.91          355                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.620189     NA          11.475704         158.915738          158.915729         160.540000           18            8
3.96          356                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.685689     NA          11.674868         151.112650          151.112631         152.800000           15            8
4.24          357                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.768180     NA          11.440977         70.424929           70.424910          72.190000            15            17
3.85          356                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.650672     NA          10.944510         60.089255           60.089235          61.740000            14            19
3.83          356                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.662731     NA          11.526029         158.490948          158.490930         160.150000           14            8
4.05          356                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.666344     NA          11.415142         156.890334          156.890327         158.560000           16            8
4.20          355                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.524171     NA          11.360811         61.574334           61.574326          63.100000            15            20
4.03          357                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.677998     NA          11.405151         59.239111           59.239107          60.920000            13            21
3.92          355                1                  0    1        32        527       1         0         5         10000     10000     0              1000             300         0           0           0               16            1.648946     NA          11.411809         144.204756          144.204747         145.850000           15            8
3.92          356                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.602414     NA          11.320369         159.557935          159.557931         161.160000           16            7
3.96          355                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.596430     NA          11.243054         86.639458           86.639451          88.230000            14            14
3.93          357                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.678400     NA          11.066825         62.565884           62.565875          64.240000            15            19
4.05          357                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.655123     NA          10.926599         121.372193          121.372174         123.030000           13            10
4.23          358                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.653537     NA          11.187922         164.383017          164.382998         166.040000           14            7
3.84          356                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.692172     NA          11.004945         87.925692           87.925688          89.620000            14            14
4.08          355                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.617680     NA          11.132081         59.294856           59.294847          60.910000            16            20
4.01          355                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.694150     NA          11.061806         96.293124           96.293105          97.990000            15            12
3.90          356                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.666902     NA          11.241559         164.671842          164.671835         166.340000           15            7
3.83          357                1                  0    1        32        527       1         0         5         10000     10000     0              100              300         0           0           0               16            1.748198     NA          11.173050         98.376335           98.376331          100.120000           15            12
4.01          366                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.649131     NA          11.377223         63.045719           63.045710          64.690000            13            19
4.26          365                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.650103     NA          11.283461         87.986839           87.986821          89.640000            16            14
4.06          357                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.549284     NA          11.486598         162.582656          162.582637         164.130000           14            7
4.42          357                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.625420     NA          11.455747         118.431227          118.431223         120.060000           14            10
4.18          365                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.749816     NA          11.567462         60.221471           60.221452          61.970000            13            21
4.08          366                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.461946     NA          11.405425         75.284552           75.284543          76.750000            13            16
4.13          365                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.541122     NA          11.379458         161.939587          161.939579         163.480000           16            7
4.34          362                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.602906     NA          11.669298         143.680660          143.680641         145.280000           14            8
4.06          366                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.522413     NA          11.318779         56.328951           56.328942          57.850000            14            22
4.02          365                1                  0    1        32        528       1         0         5         10000     10000     0              25000            300         0           0           0               16            1.668885     NA          11.303500         73.445762           73.445758          75.120000            13            16
