comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;2;256;2;1;0;6;0;0;10000000;0;2;0;.000084;NA;.002317;.002311;.002310;.003750;308;2949
0.02;3;1;0;2;256;2;1;0;6;0;0;10000000;0;2;1;.000166;NA;.011532;.022829;.022829;.034375;920;1615
0.02;3;1;0;2;256;2;1;0;6;0;0;10000000;0;2;2;.000085;NA;.018408;.043751;.043751;.064166;1530;1381
0.02;3;1;0;2;256;2;1;0;6;0;0;10000000;0;2;3;.000143;NA;.027365;.064773;.064772;.092916;2141;1418
0.01;3;1;0;2;256;2;1;0;6;0;0;10000000;0;2;4;.000051;NA;.032776;.083123;.083122;.121875;2753;1294
0.02;3;1;0;2;256;2;1;0;6;0;0;10000000;0;2;5;.000085;NA;.040432;.105314;.105314;.153333;3361;1270
0.02;3;1;0;2;256;2;1;0;6;0;0;10000000;0;2;6;.000150;NA;.047588;.120084;.120084;.180416;3972;1270
0.01;3;1;0;2;256;2;1;0;6;0;0;10000000;0;2;7;.000085;NA;.054509;.142868;.142868;.211250;4582;1242
0.02;3;1;0;2;256;2;1;0;6;0;10000;10000000;0;2;0;.000086;NA;.002283;.002278;.002278;.003750;308;2858
0.02;3;1;0;2;256;2;1;0;6;0;10000;10000000;0;2;1;.000305;NA;.019286;.022748;.022748;.034375;923;2870
0.02;3;1;0;2;256;2;1;0;6;0;10000;10000000;0;2;2;.000294;NA;.030883;.041474;.041474;.062916;1537;2507
0.02;3;1;0;2;256;2;1;0;6;0;10000;10000000;0;2;3;.000305;NA;.045807;.060702;.060702;.090208;2151;2593
0.02;3;1;0;2;256;2;1;0;6;0;10000;10000000;0;2;4;.000368;NA;.057727;.080386;.080386;.120208;2765;2462
0.02;3;1;0;2;256;2;1;0;6;0;10000;10000000;0;2;5;.000406;NA;.072990;.102533;.102533;.152916;3378;2545
0.02;3;1;0;2;256;2;1;0;6;0;10000;10000000;0;2;6;.000582;NA;.084341;.117828;.117827;.175833;3993;2417
