comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.63          215                1                  0    1        512       2         1         0         1         0         0         1500             1000000     0           0           0             0.007408     NA          0.247138          0.171385            0.171384           0.20                 369           129
1.46          215                1                  0    1        512       2         1         0         1         0         0         1000             1000000     0           0           0             0.008554     NA          0.240498          0.181402            0.181401           0.19                 370           129
1.62          215                1                  0    1        512       2         1         0         1         0         0         500              1000000     0           0           0             0.007354     NA          0.273759          0.179572            0.179571           0.19                 370           144
1.61          217                1                  0    1        512       2         1         0         2         0         0         1500             1000000     0           0           0             0.000010     NA          0.106884          0.123902            0.123901           0.14                 247           80
1.61          216                1                  0    1        512       2         1         0         2         0         0         1000             1000000     0           0           0             0.000011     NA          0.132466          0.135730            0.135729           0.14                 247           93
1.41          215                1                  0    1        512       2         1         0         2         0         0         500              1000000     0           0           0             0.000011     NA          0.118416          0.138879            0.138878           0.15                 247           80
1.47          214                1                  0    1        512       2         1         0         3         0         0         1500             1000000     0           0           0             0.000010     NA          0.085734          0.196598            0.196597           0.21                 125           42
1.74          216                1                  0    1        512       2         1         0         3         0         0         1000             1000000     0           0           0             0.000027     NA          0.093947          0.174251            0.174250           0.18                 125           53
1.46          215                1                  0    1        512       2         1         0         3         0         0         500              1000000     0           0           0             0.000026     NA          0.095074          0.212659            0.212658           0.22                 125           45
1.33          215                1                  0    1        512       2         1         0         5         0         0         1500             1000000     0           0           0             0.000011     NA          0.104128          0.191777            0.191776           0.20                 186           54
1.45          215                1                  0    1        512       2         1         0         5         0         0         1000             1000000     0           0           0             0.000011     NA          0.104442          0.190220            0.190219           0.20                 186           54
1.47          214                1                  0    1        512       2         1         0         5         0         0         500              1000000     0           0           0             0.000025     NA          0.100439          0.176807            0.176805           0.18                 186           56
1.48          218                1                  0    1        512       2         1         0         8         0         0         1500             1000000     0           0           0             0.003508     NA          0.525157          0.966986            0.966985           0.98                 553           54
1.64          216                1                  0    1        512       2         1         0         8         0         0         1000             1000000     0           0           0             0.003508     NA          0.552952          1.093801            1.093800           1.11                 553           50
1.45          217                1                  0    1        512       2         1         0         8         0         0         500              1000000     0           0           0             0.004102     NA          0.483710          1.525769            1.525768           1.54                 553           32
1.48          216                1                  0    1        512       2         1         0         9         0         0         1500             1000000     0           0           0             0.000032     NA          0.023233          0.025007            0.025006           0.03                 64            80
1.64          217                1                  0    1        512       2         1         0         9         0         0         1000             1000000     0           0           0             0.000011     NA          0.019036          0.017766            0.017765           0.03                 64            75
1.47          217                1                  0    1        512       2         1         0         9         0         0         500              1000000     0           0           0             0.000032     NA          0.026909          0.025440            0.025439           0.03                 64            89
1.49          217                1                  0    1        512       2         1         0         10        0         0         1500             1000000     0           0           0             0.003498     NA          0.421195          0.646930            0.646929           0.66                 492           65
1.46          216                1                  0    1        512       2         1         0         10        0         0         1000             1000000     0           0           0             0.003389     NA          0.499942          0.826663            0.826662           0.84                 492           60
1.37          217                1                  0    1        512       2         1         0         10        0         0         500              1000000     0           0           0             0.004021     NA          0.502649          1.283678            1.283677           1.29                 492           39
1.48          217                1                  0    1        512       2         1         0         11        0         0         1500             1000000     0           0           0             0.004171     NA          0.456048          0.612079            0.612078           0.63                 553           73
1.62          216                1                  0    1        512       2         1         0         11        0         0         1000             1000000     0           0           0             0.003652     NA          0.391213          0.568705            0.568704           0.58                 553           68
1.49          216                1                  0    1        512       2         1         0         11        0         0         500              1000000     0           0           0             0.003505     NA          0.485460          0.656912            0.656911           0.67                 553           73
1.52          217                1                  0    1        512       2         1         0         12        0         0         1500             1000000     0           0           0             0.003427     NA          0.435264          0.813558            0.813557           0.82                 492           53
1.49          217                1                  0    1        512       2         1         0         12        0         0         1000             1000000     0           0           0             0.003943     NA          0.539638          1.022152            1.022150           1.03                 492           53
1.64          218                1                  0    1        512       2         1         0         12        0         0         500              1000000     0           0           0             0.003508     NA          0.550829          1.550244            1.550243           1.56                 492           35
