comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.44          232                1                  0    32       256       2         1         0         10        0         0         1000000     0           0           0             .000066      NA          .005210           .020108             .020108            .024062              248           708
1.45          231                1                  0    32       256       2         1         0         10        0         0         1000000     0           0           1             .000066      NA          .003790           .016841             .016841            .020312              187           616
1.43          232                1                  0    32       256       2         1         0         10        0         0         1000000     0           0           3             .000071      NA          .004248           .017760             .017760            .021875              187           639
1.45          233                1                  0    32       256       2         1         0         10        0         100       1000000     0           0           0             .000119      NA          .008791           .017926             .017926            .020312              252           1410
1.41          231                1                  0    32       256       2         1         0         10        0         100       1000000     0           0           1             .000136      NA          .007273           .015792             .015792            .018437              190           1317
1.47          233                1                  0    32       256       2         1         0         10        0         100       1000000     0           0           3             .000114      NA          .007593           .017207             .017207            .019687              190           1264
1.46          233                1                  0    32       256       2         1         0         10        0         1000      1000000     0           0           0             .000096      NA          .006059           .015693             .015693            .018437              247           1082
1.45          232                1                  0    32       256       2         1         0         10        0         1000      1000000     0           0           1             .000102      NA          .004516           .015307             .015307            .017500              188           855
1.44          233                1                  0    32       256       2         1         0         10        0         1000      1000000     0           0           3             .000098      NA          .004859           .015794             .015794            .018750              187           858
1.41          233                1                  0    32       256       2         1         0         10        0         100000    1000000     0           0           0             .000106      NA          .005825           .016846             .016846            .019375              250           985
1.43          232                1                  0    32       256       2         1         0         10        0         100000    1000000     0           0           1             .000099      NA          .004481           .015664             .015664            .018437              187           808
1.45          232                1                  0    32       256       2         1         0         10        0         100000    1000000     0           0           3             .000104      NA          .004861           .016654             .016654            .019062              189           843
1.48          234                1                  0    32       256       2         1         0         10        100       0         1000000     0           0           0             .000093      NA          .009234           .019306             .019306            .022500              250           1341
1.48          233                1                  0    32       256       2         1         0         10        100       0         1000000     0           0           1             .000091      NA          .006915           .014700             .014700            .018437              189           1276
1.45          233                1                  0    32       256       2         1         0         10        100       0         1000000     0           0           3             .000095      NA          .007322           .015827             .015827            .019062              189           1294
1.47          234                1                  0    32       256       2         1         0         10        100       100       1000000     0           0           0             .000136      NA          .012198           .012208             .012208            .015625              254           2566
1.52          234                1                  0    32       256       2         1         0         10        100       100       1000000     0           0           1             .000136      NA          .009967           .010216             .010216            .013125              193           2642
1.49          234                1                  0    32       256       2         1         0         10        100       100       1000000     0           0           3             .000139      NA          .010169           .010300             .010300            .014062              193           2536
1.49          234                1                  0    32       256       2         1         0         10        100       1000      1000000     0           0           0             .000116      NA          .010147           .012637             .012637            .015312              251           2216
1.51          233                1                  0    32       256       2         1         0         10        100       1000      1000000     0           0           1             .000120      NA          .007978           .010172             .010172            .013125              190           2232
1.48          234                1                  0    32       256       2         1         0         10        100       1000      1000000     0           0           3             .000108      NA          .008177           .010204             .010204            .013125              189           2165
1.48          234                1                  0    32       256       2         1         0         10        100       100000    1000000     0           0           0             .000108      NA          .010262           .013850             .013850            .016562              250           2045
1.46          234                1                  0    32       256       2         1         0         10        100       100000    1000000     0           0           1             .000102      NA          .008019           .010593             .010593            .013125              189           2083
