comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
4.38;363;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.060359;NA;.043726;.110879;.110875;.170000;17;55
4.25;364;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.062152;NA;.073981;.145742;.145737;.210000;15;64
4.24;372;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.061981;NA;.068758;.126352;.126347;.190000;16;67
4.14;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.061020;NA;.068953;.101770;.101765;.160000;17;77
4.29;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.059430;NA;.066228;.122554;.122549;.180000;16;68
4.12;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.061371;NA;.068663;.120786;.120781;.180000;15;69
4.15;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.061581;NA;.068562;.119270;.119264;.180000;16;69
4.24;374;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.075223;NA;.042990;.107073;.107070;.180000;16;48
4.34;374;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.059207;NA;.064428;.131103;.131097;.190000;16;63
4.44;374;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;0;2;.062352;NA;.068919;.136299;.136293;.200000;16;64
4.09;364;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;.062464;NA;.071296;.897904;.897899;.960000;16;13
4.43;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;.061785;NA;.045145;.317334;.317329;.380000;17;25
4.31;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;.072145;NA;.065385;1.288740;1.288736;1.360000;17;9
4.22;371;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;1.071099;NA;.073008;.325030;.325022;1.390000;16;9
4.29;372;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;.062258;NA;.064969;.757760;.757754;.820000;16;15
4.15;364;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;1.059437;NA;.048741;.332564;.332556;1.390000;16;6
4.13;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;.061674;NA;.068643;.336222;.336217;.400000;16;32
4.15;372;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;.060159;NA;.044456;.776076;.776071;.840000;16;11
4.19;370;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;.053671;NA;.045023;1.924195;1.924191;1.980000;16;4
4.34;369;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;1;2;.061926;NA;.065153;.576597;.576592;.640000;16;19
4.31;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;2;2;.071907;NA;.064618;1.600363;1.600359;1.670000;18;7
4.28;372;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;2;2;.061632;NA;.067599;1.726004;1.725999;1.790000;16;7
4.31;373;1;0;1;256;525;1;0;5;10000;10000;0;0;1;0;0;2;2;.060232;NA;.068723;1.146647;1.146642;1.210000;17;10
