comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.08          3                  NA                 0    1        256       2         1         0         2         10000     10000     10000000    0           2           0                          NA                                                                   .000416              3             200
0.09          3                  NA                 0    1        256       2         1         0         3         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             242
0.08          3                  NA                 0    1        256       2         1         0         5         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             233
0.08          3                  NA                 0    1        256       2         1         0         6         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             200
0.09          3                  NA                 0    2        256       2         1         0         2         10000     10000     10000000    0           2           0                          NA                                                                   .000208              3             220
0.09          3                  NA                 0    2        256       2         1         0         3         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             237
0.08          3                  NA                 0    2        256       2         1         0         5         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             200
0.08          3                  NA                 0    2        256       2         1         0         6         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             250
0.09          3                  NA                 0    3        256       2         1         0         2         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             225
0.08          3                  NA                 0    3        256       2         1         0         3         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             225
0.08          3                  NA                 0    3        256       2         1         0         5         10000     10000     10000000    0           2           0                          NA                                                                   .000138              3             220
0.09          3                  NA                 0    3        256       2         1         0         6         10000     10000     10000000    0           2           0                          NA                                                                   0                    3             222
