comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    6        256       14        1         0         2         10000     10000     1000        0           1           0             .000153      NA          .000099           .000094             .000128            .000277              3             1066
0.01          3                  1                  0    6        256       14        1         0         2         10000     10000     4000        0           1           0             .000597      NA          .000815           .000922             .001083            .001388              3             2207
0.01          3                  1                  0    6        256       14        1         0         2         10000     10000     8000        0           1           0             .000447      NA          .002599           .003036             .003530            .003888              3             2369
0.02          3                  1                  0    6        256       14        1         0         2         10000     10000     12000       0           1           0             .000398      NA          .005512           .006217             .006811            .007222              4             2742
0.02          3                  1                  0    6        256       14        1         0         2         10000     10000     16000       0           1           0             .000184      NA          .009265           .010413             .011300            .011388              4             2884
0.02          3                  1                  0    6        256       14        1         0         2         10000     10000     20000       0           1           0             .000162      NA          .014326           .015933             .017781            .017777              5             2872
0.01          3                  1                  0    6        256       14        1         0         3         10000     10000     1000        0           1           0             .000169      NA          .000082           .000120             .000147            .000277              3             961
0.01          3                  1                  0    6        256       14        1         0         3         10000     10000     4000        0           1           0             .000301      NA          .000682           .001213             .001600            .001944              3             1287
0.02          3                  1                  0    6        256       14        1         0         3         10000     10000     8000        0           1           0             .000140      NA          .002104           .003895             .004776            .005000              4             1528
0.01          3                  1                  0    6        256       14        1         0         3         10000     10000     12000       0           1           0             .000163      NA          .004591           .008392             .009823            .010000              4             1640
0.02          3                  1                  0    6        256       14        1         0         3         10000     10000     16000       0           1           0             .000158      NA          .007805           .013496             .015836            .016111              5             1747
0.01          3                  1                  0    6        256       14        1         0         3         10000     10000     20000       0           1           0             .000164      NA          .012352           .020218             .023613            .023888              5             1866
0.03          3                  1                  0    6        256       14        1         0         5         10000     10000     1000        0           1           0             .000305      NA          .000082           .000160             .000201            .000555              3             684
0.02          3                  1                  0    6        256       14        1         0         5         10000     10000     4000        0           1           0             .000453      NA          .000789           .001456             .002118            .002500              3             1112
0.02          3                  1                  0    6        256       14        1         0         5         10000     10000     8000        0           1           0             .000142      NA          .002478           .004809             .006129            .006388              4             1406
0.01          3                  1                  0    6        256       14        1         0         5         10000     10000     12000       0           1           0             .000232      NA          .005079           .009388             .010576            .010833              4             1701
0.01          3                  1                  0    6        256       14        1         0         5         10000     10000     16000       0           1           0             .000166      NA          .009005           .015110             .016970            .017222              5             1882
0.01          3                  1                  0    6        256       14        1         0         5         10000     10000     20000       0           1           0             .000442      NA          .014138           .022422             .025344            .025833              8             1977
0.02          3                  1                  0    6        256       14        1         0         6         10000     10000     1000        0           1           0             .000445      NA          .000051           .000049             .000072            .000555              3             532
0.01          3                  1                  0    6        256       14        1         0         6         10000     10000     4000        0           1           0             .000652      NA          .000524           .000552             .000767            .001111              3             1673
0.02          3                  1                  0    6        256       14        1         0         6         10000     10000     8000        0           1           0             .000169      NA          .001461           .001573             .001895            .002222              3             2467
0.02          3                  1                  0    6        256       14        1         0         6         10000     10000     12000       0           1           0             .000449      NA          .002938           .003238             .003846            .004444              3             2421
0.01          3                  1                  0    6        256       14        1         0         6         10000     10000     16000       0           1           0             .000162      NA          .004970           .005287             .006403            .006666              3             2679
0.02          3                  1                  0    6        256       14        1         0         6         10000     10000     20000       0           1           0             .000444      NA          .007300           .007595             .009148            .009444              3             2753
