comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.228333             3             0
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.661333             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.362000             4             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.160000             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.228666             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.126333             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.369666             9             0
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.364333             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.563333             3             0
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.763666             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.229000             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.229000             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.228333             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.228333             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.229000             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.664000             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.661000             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.228333             6             0
0.01          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.664000             3             0
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.367333             3             0
