comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.39          230                1                  0    20       256       2         1         0         2         0         0         1000000     0           0           .000002      NA          .003670           .011027             .011027            .012500              125           605
1.40          228                1                  0    20       256       2         1         0         2         0         10        1000000     0           0           .000405      NA          .013307           .010213             .010213            .012500              151           2255
1.36          229                1                  0    20       256       2         1         0         2         0         100       1000000     0           0           .000103      NA          .006421           .010298             .010298            .011500              128           1215
1.40          228                1                  0    20       256       2         1         0         2         0         1000      1000000     0           0           .000083      NA          .004439           .009913             .009913            .011000              125           846
1.38          230                1                  0    20       256       2         1         0         2         0         10000     1000000     0           0           .000071      NA          .004491           .009965             .009965            .012000              126           813
1.39          229                1                  0    20       256       2         1         0         2         0         100000    1000000     0           0           .000077      NA          .004010           .009897             .009897            .011000              125           749
1.39          228                1                  0    20       256       2         1         0         2         10        0         1000000     0           0           .000246      NA          .014283           .012928             .012928            .016000              149           1805
1.39          229                1                  0    20       256       2         1         0         2         10        10        1000000     0           0           .000628      NA          .019590           .010523             .010523            .013500              176           3002
1.41          229                1                  0    20       256       2         1         0         2         10        100       1000000     0           0           .000404      NA          .015071           .010534             .010534            .014000              152           2277
1.36          229                1                  0    20       256       2         1         0         2         10        1000      1000000     0           0           .000325      NA          .013059           .010294             .010294            .013000              150           2078
1.34          229                1                  0    20       256       2         1         0         2         10        10000     1000000     0           0           .000331      NA          .013606           .010885             .010885            .014500              150           1964
1.41          229                1                  0    20       256       2         1         0         2         10        100000    1000000     0           0           .000350      NA          .013439           .011060             .011060            .014000              154           2010
1.40          229                1                  0    20       256       2         1         0         2         100       0         1000000     0           0           .000119      NA          .007530           .011562             .011562            .014000              127           1132
1.40          230                1                  0    20       256       2         1         0         2         100       10        1000000     0           0           .000450      NA          .015041           .010115             .010115            .013000              153           2441
1.37          230                1                  0    20       256       2         1         0         2         100       100       1000000     0           0           .000235      NA          .009016           .009985             .009985            .013000              129           1497
1.36          229                1                  0    20       256       2         1         0         2         100       1000      1000000     0           0           .000204      NA          .007576           .009864             .009864            .013000              127           1272
1.40          229                1                  0    20       256       2         1         0         2         100       10000     1000000     0           0           .000174      NA          .007539           .009792             .009792            .012500              129           1323
1.36          230                1                  0    20       256       2         1         0         2         100       100000    1000000     0           0           .000210      NA          .007430           .010035             .010035            .012000              128           1307
1.39          229                1                  0    20       256       2         1         0         2         1000      0         1000000     0           0           .000097      NA          .004712           .010989             .010989            .013000              126           808
1.37          230                1                  0    20       256       2         1         0         2         1000      10        1000000     0           0           .000511      NA          .013828           .009905             .009905            .013000              151           2300
1.41          229                1                  0    20       256       2         1         0         2         1000      100       1000000     0           0           .000164      NA          .007529           .009906             .009906            .012500              127           1353
1.38          230                1                  0    20       256       2         1         0         2         1000      1000      1000000     0           0           .000170      NA          .005132           .009761             .009761            .012500              125           978
1.38          230                1                  0    20       256       2         1         0         2         1000      10000     1000000     0           0           .000161      NA          .005267           .009379             .009379            .011500              126           1031
1.39          230                1                  0    20       256       2         1         0         2         1000      100000    1000000     0           0           .000164      NA          .004888           .009897             .009897            .012000              126           947
1.37          229                1                  0    20       256       2         1         0         2         10000     0         1000000     0           0           .000078      NA          .004258           .010754             .010754            .012000              126           750
1.40          230                1                  0    20       256       2         1         0         2         10000     10        1000000     0           0           .000485      NA          .015068           .010058             .010058            .013500              150           2498
1.40          233                1                  0    20       256       2         1         0         2         10000     100       1000000     0           0           .000183      NA          .006916           .010083             .010083            .013000              129           1326
1.41          230                1                  0    20       256       2         1         0         2         10000     1000      1000000     0           0           .000169      NA          .005171           .009804             .009804            .012000              125           1023
1.38          229                1                  0    20       256       2         1         0         2         10000     10000     1000000     0           0           .000155      NA          .005436           .009964             .009963            .012500              125           1095
1.40          230                1                  0    20       256       2         1         0         2         10000     100000    1000000     0           0           .000153      NA          .005135           .009655             .009655            .011500              126           983
1.41          228                1                  0    20       256       2         1         0         2         100000    0         1000000     0           0           .000102      NA          .004062           .010606             .010606            .012000              126           709
1.38          229                1                  0    20       256       2         1         0         2         100000    10        1000000     0           0           .000477      NA          .013031           .009942             .009942            .012500              151           2231
1.39          230                1                  0    20       256       2         1         0         2         100000    100       1000000     0           0           .000182      NA          .006754           .010014             .010014            .012000              127           1287
1.40          230                1                  0    20       256       2         1         0         2         100000    1000      1000000     0           0           .000172      NA          .005013           .009773             .009773            .011500              125           983
1.38          229                1                  0    20       256       2         1         0         2         100000    10000     1000000     0           0           .000147      NA          .004761           .009652             .009652            .011500              126           915
1.41          230                1                  0    20       256       2         1         0         2         100000    100000    1000000     0           0           .000159      NA          .004499           .009762             .009762            .012000              125           846
1.33          230                1                  0    20       256       2         1         0         3         0         0         1000000     0           0           .000002      NA          .002488           .013038             .013038            .015500              64            332
1.38          230                1                  0    20       256       2         1         0         3         0         10        1000000     0           0           .000377      NA          .016009           .016308             .016308            .019000              89            1753
1.35          229                1                  0    20       256       2         1         0         3         0         100       1000000     0           0           .000061      NA          .005226           .013426             .013426            .015500              66            688
1.40          230                1                  0    20       256       2         1         0         3         0         1000      1000000     0           0           .000041      NA          .003431           .012117             .012117            .014500              64            504
1.40          230                1                  0    20       256       2         1         0         3         0         10000     1000000     0           0           .000031      NA          .003107           .012313             .012313            .014500              64            458
1.37          230                1                  0    20       256       2         1         0         3         0         100000    1000000     0           0           .000039      NA          .002707           .011901             .011901            .014500              64            405
1.40          229                1                  0    20       256       2         1         0         3         10        0         1000000     0           0           .000002      NA          .003078           .016147             .016147            .019000              64            333
1.40          230                1                  0    20       256       2         1         0         3         10        10        1000000     0           0           .000405      NA          .015259           .011909             .011909            .015500              89            2004
1.41          230                1                  0    20       256       2         1         0         3         10        100       1000000     0           0           .000068      NA          .005655           .011839             .011839            .016000              66            740
1.37          230                1                  0    20       256       2         1         0         3         10        1000      1000000     0           0           .000039      NA          .003188           .012246             .012245            .015000              64            452
1.38          229                1                  0    20       256       2         1         0         3         10        10000     1000000     0           0           .000033      NA          .003453           .012918             .012918            .017000              64            426
1.36          229                1                  0    20       256       2         1         0         3         10        100000    1000000     0           0           .000033      NA          .002761           .012673             .012673            .015000              64            385
1.39          232                1                  0    20       256       2         1         0         3         100       0         1000000     0           0           .000002      NA          .002672           .011615             .011615            .014000              64            388
1.38          232                1                  0    20       256       2         1         0         3         100       10        1000000     0           0           .000428      NA          .015065           .010235             .010235            .014000              90            2232
1.38          229                1                  0    20       256       2         1         0         3         100       100       1000000     0           0           .000073      NA          .005476           .009960             .009960            .013000              66            885
1.39          230                1                  0    20       256       2         1         0         3         100       1000      1000000     0           0           .000037      NA          .003126           .009962             .009962            .012500              65            535
1.40          229                1                  0    20       256       2         1         0         3         100       10000     1000000     0           0           .000035      NA          .002774           .010132             .010132            .013000              64            469
1.40          230                1                  0    20       256       2         1         0         3         100       100000    1000000     0           0           .000036      NA          .003168           .010619             .010619            .013000              64            505
1.38          229                1                  0    20       256       2         1         0         3         1000      0         1000000     0           0           .000003      NA          .003324           .011781             .011781            .014500              63            471
1.39          230                1                  0    20       256       2         1         0         3         1000      10        1000000     0           0           .000392      NA          .014893           .010570             .010570            .013000              89            2324
1.41          229                1                  0    20       256       2         1         0         3         1000      100       1000000     0           0           .000064      NA          .005800           .009975             .009975            .012500              66            970
1.39          228                1                  0    20       256       2         1         0         3         1000      1000      1000000     0           0           .000036      NA          .003443           .009877             .009877            .012000              64            612
1.38          230                1                  0    20       256       2         1         0         3         1000      10000     1000000     0           0           .000033      NA          .003237           .010027             .010027            .011500              64            594
1.39          229                1                  0    20       256       2         1         0         3         1000      100000    1000000     0           0           .000035      NA          .002905           .010054             .010054            .012500              64            496
1.37          229                1                  0    20       256       2         1         0         3         10000     0         1000000     0           0           .000002      NA          .002906           .011501             .011501            .013000              64            453
1.38          229                1                  0    20       256       2         1         0         3         10000     10        1000000     0           0           .000360      NA          .015945           .010851             .010851            .015500              89            2133
1.41          229                1                  0    20       256       2         1         0         3         10000     100       1000000     0           0           .000074      NA          .005034           .010045             .010045            .012500              66            820
1.37          229                1                  0    20       256       2         1         0         3         10000     1000      1000000     0           0           .000036      NA          .003461           .010596             .010596            .013000              64            578
1.39          229                1                  0    20       256       2         1         0         3         10000     10000     1000000     0           0           .000033      NA          .003129           .009941             .009940            .012500              66            524
1.38          229                1                  0    20       256       2         1         0         3         10000     100000    1000000     0           0           .000037      NA          .003267           .010244             .010244            .013000              64            523
1.38          229                1                  0    20       256       2         1         0         3         100000    0         1000000     0           0           .000002      NA          .002911           .011533             .011533            .013500              64            435
1.41          230                1                  0    20       256       2         1         0         3         100000    10        1000000     0           0           .000340      NA          .015157           .010908             .010908            .014000              90            2179
1.38          230                1                  0    20       256       2         1         0         3         100000    100       1000000     0           0           .000065      NA          .005433           .010671             .010670            .014000              66            792
1.40          229                1                  0    20       256       2         1         0         3         100000    1000      1000000     0           0           .000039      NA          .003375           .009809             .009809            .012500              64            557
1.40          229                1                  0    20       256       2         1         0         3         100000    10000     1000000     0           0           .000036      NA          .003187           .010731             .010731            .013000              64            521
1.39          229                1                  0    20       256       2         1         0         3         100000    100000    1000000     0           0           .000031      NA          .003072           .010395             .010395            .012500              64            515
1.39          230                1                  0    20       256       2         1         0         5         0         0         1000000     0           0           .000002      NA          .003094           .012756             .012756            .015000              95            417
1.38          229                1                  0    20       256       2         1         0         5         0         10        1000000     0           0           .000339      NA          .015506           .016312             .016312            .019000              120           1698
