comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.62          216                1                  0    1        512       2         1         0         1         0         0         1500             1000000     0           0           0             0.007075     NA          0.287114          0.493392            0.493391           0.51                 370           58
1.44          215                1                  0    1        512       2         1         0         1         0         0         1000             1000000     0           0           0             0.007468     NA          0.296524          0.639577            0.639576           0.65                 370           47
1.58          216                1                  0    1        512       2         1         0         1         0         0         500              1000000     0           0           0             0.007039     NA          0.361955          1.160501            1.160500           1.17                 369           31
1.33          216                1                  0    1        512       2         1         0         2         0         0         1500             1000000     0           0           0             0.000011     NA          0.140518          0.382279            0.382278           0.39                 247           36
1.34          216                1                  0    1        512       2         1         0         2         0         0         1000             1000000     0           0           0             0.000028     NA          0.148391          0.562949            0.562948           0.57                 247           27
1.60          214                1                  0    1        512       2         1         0         2         0         0         500              1000000     0           0           0             0.000011     NA          0.152038          1.072363            1.072362           1.08                 247           14
1.62          216                1                  0    1        512       2         1         0         3         0         0         1500             1000000     0           0           0             0.000010     NA          0.081472          0.176082            0.176081           0.19                 125           43
1.33          215                1                  0    1        512       2         1         0         3         0         0         1000             1000000     0           0           0             0.000011     NA          0.092093          0.189528            0.189527           0.19                 125           48
1.58          215                1                  0    1        512       2         1         0         3         0         0         500              1000000     0           0           0             0.000027     NA          0.083305          0.173764            0.173763           0.19                 125           45
1.53          216                1                  0    1        512       2         1         0         5         0         0         1500             1000000     0           0           0             0.000010     NA          0.093395          0.149022            0.149021           0.16                 186           57
1.58          216                1                  0    1        512       2         1         0         5         0         0         1000             1000000     0           0           0             0.000011     NA          0.101540          0.179621            0.179620           0.19                 186           55
1.43          215                1                  0    1        512       2         1         0         5         0         0         500              1000000     0           0           0             0.000011     NA          0.103613          0.185963            0.185962           0.19                 186           54
1.47          217                1                  0    1        512       2         1         0         8         0         0         1500             1000000     0           0           0             0.003731     NA          0.405254          0.597156            0.597155           0.61                 553           67
1.66          217                1                  0    1        512       2         1         0         8         0         0         1000             1000000     0           0           0             0.003529     NA          0.343560          0.556674            0.556673           0.57                 553           61
1.47          218                1                  0    1        512       2         1         0         8         0         0         500              1000000     0           0           0             0.003507     NA          0.436594          0.642350            0.642350           0.65                 553           67
1.49          217                1                  0    1        512       2         1         0         9         0         0         1500             1000000     0           0           0             0.000013     NA          0.031755          0.031888            0.031887           0.04                 64            88
1.48          216                1                  0    1        512       2         1         0         9         0         0         1000             1000000     0           0           0             0.000009     NA          0.016256          0.033321            0.033320           0.04                 64            41
1.45          220                1                  0    1        512       2         1         0         9         0         0         500              1000000     0           0           0             0.000012     NA          0.019522          0.027190            0.027189           0.03                 64            68
1.45          217                1                  0    1        512       2         1         0         10        0         0         1500             1000000     0           0           0             0.003449     NA          0.388252          0.514372            0.514371           0.54                 492           73
1.37          216                1                  0    1        512       2         1         0         10        0         0         1000             1000000     0           0           0             0.003365     NA          0.406617          0.497841            0.497840           0.51                 492           81
1.64          217                1                  0    1        512       2         1         0         10        0         0         500              1000000     0           0           0             0.003500     NA          0.382873          0.477312            0.477311           0.50                 492           78
1.62          217                1                  0    1        512       2         1         0         11        0         0         1500             1000000     0           0           0             0.003478     NA          0.456682          0.625376            0.625375           0.63                 553           72
1.45          217                1                  0    1        512       2         1         0         11        0         0         1000             1000000     0           0           0             0.003439     NA          0.462073          0.614868            0.614867           0.64                 553           73
1.46          216                1                  0    1        512       2         1         0         11        0         0         500              1000000     0           0           0             0.003917     NA          0.417608          0.594894            0.594893           0.61                 553           70
1.37          217                1                  0    1        512       2         1         0         12        0         0         1500             1000000     0           0           0             0.003512     NA          0.450249          0.601251            0.601250           0.61                 492           74
1.67          216                1                  0    1        512       2         1         0         12        0         0         1000             1000000     0           0           0             0.003870     NA          0.430896          0.566460            0.566459           0.58                 492           75
1.68          217                1                  0    1        512       2         1         0         12        0         0         500              1000000     0           0           0             0.003510     NA          0.439675          0.603346            0.603345           0.61                 492           72
