comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;512;2;1;0;2;0;0;1000000;0;2;0;NA;.010448;.012213;.012213;.013888;247;1387
0.01;3;1;0;1;512;2;1;0;2;0;50;1000000;0;2;.000175;NA;.021068;.011787;.011787;.013333;255;2947
0.02;3;1;0;1;512;2;1;0;2;0;100;1000000;0;2;.000177;NA;.018969;.011371;.011371;.012777;251;2734
0.01;3;1;0;1;512;2;1;0;2;0;200;1000000;0;2;.000184;NA;.016688;.010300;.010300;.011666;249;2613
0.01;3;1;0;1;512;2;1;0;2;0;1000;1000000;0;2;.000178;NA;.014149;.009313;.009312;.010555;248;2434
0.02;3;1;0;1;512;2;1;0;2;50;0;1000000;0;2;.000158;NA;.016068;.012019;.012019;.014444;253;2085
0.01;3;1;0;1;512;2;1;0;2;50;50;1000000;0;2;.000343;NA;.023703;.012108;.012107;.014444;259;3078
0.01;3;1;0;1;512;2;1;0;2;50;100;1000000;0;2;.000344;NA;.021434;.010998;.010998;.013333;260;3070
0.02;3;1;0;1;512;2;1;0;2;50;200;1000000;0;2;.000335;NA;.019413;.010039;.010039;.013333;255;2905
0.01;3;1;0;1;512;2;1;0;2;50;1000;1000000;0;2;.000347;NA;.018549;.009423;.009423;.012222;253;2990
0.02;3;1;0;1;512;2;1;0;2;100;0;1000000;0;2;.000160;NA;.014526;.011518;.011518;.013888;250;1909
0.02;3;1;0;1;512;2;1;0;2;100;50;1000000;0;2;.000337;NA;.022942;.011885;.011885;.015000;256;2970
0.02;3;1;0;1;512;2;1;0;2;100;100;1000000;0;2;.000345;NA;.020710;.011024;.011023;.013333;253;2936
0.02;3;1;0;1;512;2;1;0;2;100;200;1000000;0;2;.000342;NA;.018236;.009943;.009943;.012777;255;2823
0.01;3;1;0;1;512;2;1;0;2;100;1000;1000000;0;2;.000334;NA;.017488;.009094;.009094;.011666;251;2861
0.02;3;1;0;1;512;2;1;0;2;200;0;1000000;0;2;.000180;NA;.013048;.011381;.011380;.012777;251;1919
0.02;3;1;0;1;512;2;1;0;2;200;50;1000000;0;2;.000327;NA;.022044;.011665;.011664;.014444;254;2928
0.02;3;1;0;1;512;2;1;0;2;200;100;1000000;0;2;.000331;NA;.019415;.010652;.010652;.013333;252;2802
0.01;3;1;0;1;512;2;1;0;2;200;200;1000000;0;2;.000336;NA;.017636;.009745;.009745;.012222;250;2809
0.01;3;1;0;1;512;2;1;0;2;200;1000;1000000;0;2;.000323;NA;.016390;.009068;.009068;.011666;249;2788
0.02;3;1;0;1;512;2;1;0;2;1000;0;1000000;0;2;.000157;NA;.011100;.011302;.011302;.013888;248;1543
0.02;3;1;0;1;512;2;1;0;2;1000;50;1000000;0;2;.000320;NA;.021674;.011395;.011395;.013888;253;2989
0.02;3;1;0;1;512;2;1;0;2;1000;100;1000000;0;2;.000313;NA;.019201;.010649;.010649;.013333;252;2823
0.02;3;1;0;1;512;2;1;0;2;1000;200;1000000;0;2;.000283;NA;.017252;.009791;.009791;.012222;249;2747
0.01;3;1;0;1;512;2;1;0;2;1000;1000;1000000;0;2;.000296;NA;.015588;.008915;.008915;.011111;252;2656
0.02;3;1;0;1;512;2;1;0;3;0;0;1000000;0;2;.000065;NA;.008628;.013771;.013771;.017222;309;928
0.02;3;1;0;1;512;2;1;0;3;0;50;1000000;0;2;.000130;NA;.020173;.016586;.016586;.018888;314;1973
0.02;3;1;0;1;512;2;1;0;3;0;100;1000000;0;2;.000107;NA;.016827;.014642;.014642;.017222;311;1799
0.02;3;1;0;1;512;2;1;0;3;0;200;1000000;0;2;.000112;NA;.012940;.012486;.012486;.013888;311;1726
0.02;3;1;0;1;512;2;1;0;3;0;1000;1000000;0;2;.000093;NA;.010635;.010906;.010906;.012777;309;1584
0.02;3;1;0;1;512;2;1;0;3;50;0;1000000;0;2;.000123;NA;.014867;.017315;.017315;.020555;319;1322
0.02;3;1;0;1;512;2;1;0;3;50;50;1000000;0;2;.000177;NA;.023754;.012604;.012604;.015000;325;2963
0.01;3;1;0;1;512;2;1;0;3;50;100;1000000;0;2;.000138;NA;.019918;.011047;.011047;.013888;322;2762
0.01;3;1;0;1;512;2;1;0;3;50;200;1000000;0;2;.000150;NA;.018394;.010239;.010239;.012777;321;2702
0.01;3;1;0;1;512;2;1;0;3;50;1000;1000000;0;2;.000137;NA;.016742;.010196;.010196;.012222;320;2521
0.01;3;1;0;1;512;2;1;0;3;100;0;1000000;0;2;.000113;NA;.012330;.014992;.014992;.018888;314;1228
0.02;3;1;0;1;512;2;1;0;3;100;50;1000000;0;2;.000170;NA;.023022;.012256;.012255;.014444;321;2929
0.02;3;1;0;1;512;2;1;0;3;100;100;1000000;0;2;.000155;NA;.020143;.011133;.011133;.013333;317;2787
0.02;3;1;0;1;512;2;1;0;3;100;200;1000000;0;2;.000135;NA;.017692;.009926;.009926;.012222;315;2770
0.02;3;1;0;1;512;2;1;0;3;100;1000;1000000;0;2;.000134;NA;.015474;.009263;.009263;.011666;314;2544
0.02;3;1;0;1;512;2;1;0;3;200;0;1000000;0;2;.000104;NA;.012133;.014207;.014207;.018333;311;1258
0.01;3;1;0;1;512;2;1;0;3;200;50;1000000;0;2;.000160;NA;.022505;.012076;.012076;.014444;317;2900
0.02;3;1;0;1;512;2;1;0;3;200;100;1000000;0;2;.000126;NA;.019447;.010974;.010974;.013333;314;2747
0.02;3;1;0;1;512;2;1;0;3;200;200;1000000;0;2;.000125;NA;.017402;.010000;.010000;.012222;313;2644
0.02;3;1;0;1;512;2;1;0;3;200;1000;1000000;0;2;.000120;NA;.014984;.008729;.008729;.011111;312;2494
0.02;3;1;0;1;512;2;1;0;3;1000;0;1000000;0;2;.000100;NA;.010679;.012951;.012950;.016111;309;1253
0.02;3;1;0;1;512;2;1;0;3;1000;50;1000000;0;2;.000157;NA;.021512;.011642;.011642;.013888;316;2937
0.01;3;1;0;1;512;2;1;0;3;1000;100;1000000;0;2;.000129;NA;.019278;.010928;.010928;.013333;312;2765
0.02;3;1;0;1;512;2;1;0;3;1000;200;1000000;0;2;.000127;NA;.016502;.009597;.009597;.012222;311;2587
0.01;3;1;0;1;512;2;1;0;3;1000;1000;1000000;0;2;.000118;NA;.014286;.008606;.008606;.011111;309;2438
0.02;3;1;0;1;512;2;1;0;5;0;0;1000000;0;2;.000075;NA;.008989;.013985;.013985;.016666;248;985
0.02;3;1;0;1;512;2;1;0;5;0;50;1000000;0;2;.000130;NA;.019237;.016168;.016168;.020000;253;1779
0.02;3;1;0;1;512;2;1;0;5;0;100;1000000;0;2;.000119;NA;.016133;.014046;.014046;.016666;250;1786
0.01;3;1;0;1;512;2;1;0;5;0;200;1000000;0;2;.000104;NA;.013230;.012248;.012248;.015000;249;1656
0.01;3;1;0;1;512;2;1;0;5;0;1000;1000000;0;2;.000094;NA;.010771;.010759;.010759;.012777;249;1555
0.02;3;1;0;1;512;2;1;0;5;50;0;1000000;0;2;.000123;NA;.013434;.016250;.016250;.021111;260;1182
0.01;3;1;0;1;512;2;1;0;5;50;50;1000000;0;2;.000157;NA;.023633;.011989;.011989;.015000;264;2957
0.02;3;1;0;1;512;2;1;0;5;50;100;1000000;0;2;.000138;NA;.020316;.010493;.010493;.013888;261;2722
0.02;3;1;0;1;512;2;1;0;5;50;200;1000000;0;2;.000146;NA;.018470;.009657;.009657;.012222;260;2885
0.02;3;1;0;1;512;2;1;0;5;50;1000;1000000;0;2;.000147;NA;.016947;.009440;.009440;.012222;259;2690
0.02;3;1;0;1;512;2;1;0;5;100;0;1000000;0;2;.000106;NA;.012036;.015487;.015487;.020000;253;1132
0.02;3;1;0;1;512;2;1;0;5;100;50;1000000;0;2;.000161;NA;.023241;.012020;.012020;.015000;260;2958
0.02;3;1;0;1;512;2;1;0;5;100;100;1000000;0;2;.000142;NA;.020256;.010716;.010716;.013333;257;2878
0.02;3;1;0;1;512;2;1;0;5;100;200;1000000;0;2;.000145;NA;.017990;.009654;.009654;.012222;254;2852
0.02;3;1;0;1;512;2;1;0;5;100;1000;1000000;0;2;.000130;NA;.016112;.008890;.008889;.011111;253;2699
0.02;3;1;0;1;512;2;1;0;5;200;0;1000000;0;2;.000098;NA;.012290;.014444;.014444;.018333;250;1248
0.02;3;1;0;1;512;2;1;0;5;200;50;1000000;0;2;.000164;NA;.022004;.011583;.011583;.013888;256;2938
0.01;3;1;0;1;512;2;1;0;5;200;100;1000000;0;2;.000142;NA;.019927;.010741;.010741;.013333;254;2909
0.02;3;1;0;1;512;2;1;0;5;200;200;1000000;0;2;.000135;NA;.017399;.009599;.009599;.012222;252;2748
0.02;3;1;0;1;512;2;1;0;5;200;1000;1000000;0;2;.000123;NA;.014386;.008343;.008343;.011111;252;2536
0.02;3;1;0;1;512;2;1;0;5;1000;0;1000000;0;2;.000083;NA;.010555;.013058;.013058;.016666;248;1213
0.02;3;1;0;1;512;2;1;0;5;1000;50;1000000;0;2;.000139;NA;.021558;.011572;.011572;.014444;255;2813
0.02;3;1;0;1;512;2;1;0;5;1000;100;1000000;0;2;.000124;NA;.019170;.010532;.010532;.012777;251;2850
0.02;3;1;0;1;512;2;1;0;5;1000;200;1000000;0;2;.000134;NA;.016421;.009407;.009407;.011666;250;2675
0.02;3;1;0;1;512;2;1;0;5;1000;1000;1000000;0;2;.000129;NA;.013849;.008184;.008184;.010555;248;2590
0.01;3;1;0;5;512;2;1;0;2;0;0;1000000;0;2;0;NA;.003668;.009628;.009628;.010666;247;3111
0.01;3;1;0;5;512;2;1;0;2;0;50;1000000;0;2;.000053;NA;.006496;.012634;.012634;.014333;253;4285
0.01;3;1;0;5;512;2;1;0;2;0;100;1000000;0;2;.000041;NA;.005499;.010419;.010419;.011777;250;4638
0.01;3;1;0;5;512;2;1;0;2;0;200;1000000;0;2;.000041;NA;.004822;.009236;.009236;.010555;249;4609
0.01;3;1;0;5;512;2;1;0;2;0;1000;1000000;0;2;.000035;NA;.004355;.008420;.008420;.009666;248;4532
0.01;3;1;0;5;512;2;1;0;2;50;0;1000000;0;2;.000046;NA;.004566;.009814;.009814;.011222;252;3863
0.02;3;1;0;5;512;2;1;0;2;50;50;1000000;0;2;.000090;NA;.006854;.013281;.013281;.015888;258;4542
0.01;3;1;0;5;512;2;1;0;2;50;100;1000000;0;2;.000081;NA;.005568;.010942;.010942;.013333;255;4536
0.01;3;1;0;5;512;2;1;0;2;50;200;1000000;0;2;.000085;NA;.004906;.009669;.009669;.012000;254;4584
0.01;3;1;0;5;512;2;1;0;2;50;1000;1000000;0;2;.000080;NA;.004639;.009145;.009145;.011222;252;4562
0.02;3;1;0;5;512;2;1;0;2;100;0;1000000;0;2;.000042;NA;.004280;.009775;.009775;.011000;250;3684
0.01;3;1;0;5;512;2;1;0;2;100;50;1000000;0;2;.000092;NA;.007013;.013553;.013553;.016222;255;4574
0.01;3;1;0;5;512;2;1;0;2;100;100;1000000;0;2;.000082;NA;.005662;.010946;.010946;.013555;252;4630
0.01;3;1;0;5;512;2;1;0;2;100;200;1000000;0;2;.000083;NA;.004844;.009475;.009475;.011777;251;4571
0.02;3;1;0;5;512;2;1;0;2;100;1000;1000000;0;2;.000076;NA;.004421;.008723;.008723;.010777;250;4464
0.02;3;1;0;5;512;2;1;0;2;200;0;1000000;0;2;.000041;NA;.003991;.009771;.009771;.011111;248;3447
0.01;3;1;0;5;512;2;1;0;2;200;50;1000000;0;2;.000094;NA;.006815;.013237;.013237;.015777;253;4493
0.01;3;1;0;5;512;2;1;0;2;200;100;1000000;0;2;.000075;NA;.005385;.010766;.010766;.013333;251;4258
0.01;3;1;0;5;512;2;1;0;2;200;200;1000000;0;2;.000077;NA;.004739;.009377;.009377;.011888;250;4337
0.01;3;1;0;5;512;2;1;0;2;200;1000;1000000;0;2;.000077;NA;.004397;.008656;.008656;.010666;248;4544
0.02;3;1;0;5;512;2;1;0;2;1000;0;1000000;0;2;.000039;NA;.003744;.009617;.009616;.011111;247;3201
0.01;3;1;0;5;512;2;1;0;2;1000;50;1000000;0;2;.000095;NA;.006782;.013083;.013083;.015666;252;4570
0.02;3;1;0;5;512;2;1;0;2;1000;100;1000000;0;2;.000075;NA;.005484;.010650;.010650;.013111;250;4592
0.02;3;1;0;5;512;2;1;0;2;1000;200;1000000;0;2;.000075;NA;.004715;.009276;.009276;.011777;248;4439
0.01;3;1;0;5;512;2;1;0;2;1000;1000;1000000;0;2;.000074;NA;.004342;.008576;.008576;.010666;247;4511
0.01;3;1;0;5;512;2;1;0;3;0;0;1000000;0;2;.000013;NA;.003160;.008415;.008415;.010777;309;2672
0.02;3;1;0;5;512;2;1;0;3;0;50;1000000;0;2;.000038;NA;.005246;.010412;.010412;.011888;313;4228
0.01;3;1;0;5;512;2;1;0;3;0;100;1000000;0;2;.000033;NA;.004530;.008965;.008965;.010333;310;4297
0.01;3;1;0;5;512;2;1;0;3;0;200;1000000;0;2;.000028;NA;.004172;.008224;.008224;.009444;310;4360
0.02;3;1;0;5;512;2;1;0;3;0;1000;1000000;0;2;.000027;NA;.003492;.007471;.007471;.009333;309;3493
0.02;3;1;0;5;512;2;1;0;3;50;0;1000000;0;2;.000031;NA;.004199;.008295;.008295;.010222;319;3830
0.01;3;1;0;5;512;2;1;0;3;50;50;1000000;0;2;.000065;NA;.006502;.012527;.012527;.015000;324;4494
0.02;3;1;0;5;512;2;1;0;3;50;100;1000000;0;2;.000051;NA;.005227;.010252;.010252;.013000;321;4327
0.01;3;1;0;5;512;2;1;0;3;50;200;1000000;0;2;.000050;NA;.004719;.009197;.009196;.011444;320;4494
0.01;3;1;0;5;512;2;1;0;3;50;1000;1000000;0;2;.000046;NA;.004406;.008665;.008665;.010777;319;4389
0.01;3;1;0;5;512;2;1;0;3;100;0;1000000;0;2;.000027;NA;.003941;.008370;.008370;.010111;313;3676
0.02;3;1;0;5;512;2;1;0;3;100;50;1000000;0;2;.000053;NA;.006457;.012668;.012668;.015111;320;4432
0.01;3;1;0;5;512;2;1;0;3;100;100;1000000;0;2;.000043;NA;.005185;.010236;.010236;.012777;316;4357
0.01;3;1;0;5;512;2;1;0;3;100;200;1000000;0;2;.000041;NA;.004557;.008908;.008908;.011111;314;4512
0.02;3;1;0;5;512;2;1;0;3;100;1000;1000000;0;2;.000042;NA;.004297;.008435;.008435;.010555;313;4384
0.02;3;1;0;5;512;2;1;0;3;200;0;1000000;0;2;.000025;NA;.003730;.008232;.008232;.009888;311;3544
0.02;3;1;0;5;512;2;1;0;3;200;50;1000000;0;2;.000055;NA;.006575;.012702;.012702;.015555;316;4458
0.01;3;1;0;5;512;2;1;0;3;200;100;1000000;0;2;.000041;NA;.005134;.010122;.010122;.012888;313;4296
0.02;3;1;0;5;512;2;1;0;3;200;200;1000000;0;2;.000040;NA;.004492;.008898;.008898;.011000;312;4469
0.01;3;1;0;5;512;2;1;0;3;200;1000;1000000;0;2;.000040;NA;.004245;.008360;.008360;.010444;311;4407
0.02;3;1;0;5;512;2;1;0;3;1000;0;1000000;0;2;.000023;NA;.003458;.008191;.008191;.010000;308;3237
0.01;3;1;0;5;512;2;1;0;3;1000;50;1000000;0;2;.000053;NA;.006452;.012214;.012214;.014888;315;4566
0.02;3;1;0;5;512;2;1;0;3;1000;100;1000000;0;2;.000041;NA;.004989;.009951;.009951;.012222;311;4504
0.01;3;1;0;5;512;2;1;0;3;1000;200;1000000;0;2;.000041;NA;.004516;.008875;.008875;.011111;310;4505
0.01;3;1;0;5;512;2;1;0;3;1000;1000;1000000;0;2;.000039;NA;.004141;.008180;.008180;.010222;309;4376
0.02;3;1;0;5;512;2;1;0;5;0;0;1000000;0;2;.000014;NA;.003337;.008948;.008948;.010888;248;2806
0.02;3;1;0;5;512;2;1;0;5;0;50;1000000;0;2;.000044;NA;.005301;.010210;.010210;.011444;253;4512
0.02;3;1;0;5;512;2;1;0;5;0;100;1000000;0;2;.000030;NA;.004489;.008756;.008756;.010111;251;4287
0.02;3;1;0;5;512;2;1;0;5;0;200;1000000;0;2;.000028;NA;.004148;.008096;.008095;.009555;252;4226
0.02;3;1;0;5;512;2;1;0;5;0;1000;1000000;0;2;.000024;NA;.003837;.007551;.007551;.009333;249;3916
0.01;3;1;0;5;512;2;1;0;5;50;0;1000000;0;2;.000033;NA;.004125;.008616;.008616;.010555;258;3686
0.01;3;1;0;5;512;2;1;0;5;50;50;1000000;0;2;.000055;NA;.006491;.012495;.012495;.015555;265;4322
0.01;3;1;0;5;512;2;1;0;5;50;100;1000000;0;2;.000051;NA;.005217;.010136;.010136;.012777;260;4417
0.02;3;1;0;5;512;2;1;0;5;50;200;1000000;0;2;.000051;NA;.004789;.009258;.009258;.011555;259;4539
0.02;3;1;0;5;512;2;1;0;5;50;1000;1000000;0;2;.000043;NA;.004420;.008692;.008692;.010666;258;4387
0.02;3;1;0;5;512;2;1;0;5;100;0;1000000;0;2;.000027;NA;.003819;.008550;.008550;.010444;252;3419
0.02;3;1;0;5;512;2;1;0;5;100;50;1000000;0;2;.000058;NA;.006338;.012339;.012338;.014777;259;4543
0.02;3;1;0;5;512;2;1;0;5;100;100;1000000;0;2;.000048;NA;.005296;.010206;.010206;.012666;255;4513
0.01;3;1;0;5;512;2;1;0;5;100;200;1000000;0;2;.000044;NA;.004535;.008946;.008946;.011111;253;4447
0.02;3;1;0;5;512;2;1;0;5;100;1000;1000000;0;2;.000037;NA;.004338;.008507;.008507;.010666;252;4320
0.01;3;1;0;5;512;2;1;0;5;200;0;1000000;0;2;.000025;NA;.003557;.008425;.008425;.010333;250;3210
0.01;3;1;0;5;512;2;1;0;5;200;50;1000000;0;2;.000058;NA;.006212;.012019;.012019;.014777;255;4448
0.01;3;1;0;5;512;2;1;0;5;200;100;1000000;0;2;.000045;NA;.005133;.009952;.009952;.012444;252;4449
0.01;3;1;0;5;512;2;1;0;5;200;200;1000000;0;2;.000041;NA;.004546;.008922;.008922;.011222;253;4466
0.01;3;1;0;5;512;2;1;0;5;200;1000;1000000;0;2;.000037;NA;.004120;.008239;.008239;.010222;250;4395
0.01;3;1;0;5;512;2;1;0;5;1000;0;1000000;0;2;.000023;NA;.003385;.008583;.008582;.010333;248;3143
0.01;3;1;0;5;512;2;1;0;5;1000;50;1000000;0;2;.000054;NA;.006074;.011653;.011653;.014111;255;4562
0.02;3;1;0;5;512;2;1;0;5;1000;100;1000000;0;2;.000041;NA;.005047;.009758;.009758;.012333;250;4450
0.02;3;1;0;5;512;2;1;0;5;1000;200;1000000;0;2;.000038;NA;.004400;.008712;.008712;.010888;249;4468
0.01;3;1;0;5;512;2;1;0;5;1000;1000;1000000;0;2;.000035;NA;.004062;.008096;.008096;.010222;248;4395
0.02;3;1;0;7;512;2;1;0;2;0;0;1000000;0;2;0;NA;.002615;.009842;.009842;.010793;248;3078
0.01;3;1;0;7;512;2;1;0;2;0;50;1000000;0;2;.000037;NA;.005016;.013572;.013572;.015476;253;4423
0.01;3;1;0;7;512;2;1;0;2;0;100;1000000;0;2;.000029;NA;.004045;.011010;.011010;.012777;250;4393
0.01;3;1;0;7;512;2;1;0;2;0;200;1000000;0;2;.000029;NA;.003622;.009790;.009790;.011349;249;4580
0.02;3;1;0;7;512;2;1;0;2;0;1000;1000000;0;2;.000026;NA;.003166;.008691;.008691;.010158;248;4414
0.01;3;1;0;7;512;2;1;0;2;50;0;1000000;0;2;.000035;NA;.003449;.009868;.009868;.011428;252;3993
0.01;3;1;0;7;512;2;1;0;2;50;50;1000000;0;2;.000068;NA;.005410;.014823;.014823;.018095;262;4244
0.01;3;1;0;7;512;2;1;0;2;50;100;1000000;0;2;.000061;NA;.004405;.011979;.011979;.015079;255;4507
0.01;3;1;0;7;512;2;1;0;2;50;200;1000000;0;2;.000060;NA;.003757;.010266;.010266;.012857;256;4632
0.01;3;1;0;7;512;2;1;0;2;50;1000;1000000;0;2;.000059;NA;.003385;.009234;.009234;.011507;254;4577
0.01;3;1;0;7;512;2;1;0;2;100;0;1000000;0;2;.000031;NA;.003192;.009748;.009748;.011190;251;3871
0.01;3;1;0;7;512;2;1;0;2;100;50;1000000;0;2;.000065;NA;.005463;.014574;.014574;.017460;255;4658
0.02;3;1;0;7;512;2;1;0;2;100;100;1000000;0;2;.000056;NA;.004254;.011834;.011834;.014761;252;4396
0.01;3;1;0;7;512;2;1;0;2;100;200;1000000;0;2;.000057;NA;.003621;.010036;.010036;.012619;251;4559
0.01;3;1;0;7;512;2;1;0;2;100;1000;1000000;0;2;.000054;NA;.003290;.009061;.009061;.011190;250;4577
0.01;3;1;0;7;512;2;1;0;2;200;0;1000000;0;2;.000028;NA;.002968;.009725;.009725;.011190;248;3589
0.01;3;1;0;7;512;2;1;0;2;200;50;1000000;0;2;.000066;NA;.005271;.014446;.014446;.017777;255;4294
0.01;3;1;0;7;512;2;1;0;2;200;100;1000000;0;2;.000055;NA;.004144;.011512;.011512;.014682;251;4368
0.02;3;1;0;7;512;2;1;0;2;200;200;1000000;0;2;.000057;NA;.003547;.009854;.009854;.012460;250;4490
0.02;3;1;0;7;512;2;1;0;2;200;1000;1000000;0;2;.000052;NA;.003260;.009017;.009017;.011190;248;4549
0.02;3;1;0;7;512;2;1;0;2;1000;0;1000000;0;2;.000028;NA;.002768;.009595;.009595;.011031;247;3339
0.01;3;1;0;7;512;2;1;0;2;1000;50;1000000;0;2;.000068;NA;.005318;.013980;.013980;.016984;252;4627
