comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.31;309;1;0;1;32;58;1;0;2;10000;10000;10;1;0;0;16;.031153;NA;.576657;26.122029;26.122020;26.150000;4;2
3.27;308;1;0;1;32;58;1;0;2;10000;10000;10;1;0;0;16;.033222;NA;.571150;26.109952;26.109947;26.140000;4;2
3.29;307;1;0;1;32;58;1;0;2;10000;10000;10;1;0;0;16;.032871;NA;.574846;26.142019;26.142015;26.180000;4;2
3.23;309;1;0;1;32;58;1;0;2;10000;10000;10;1;0;0;16;.044749;NA;.566864;26.119117;26.119112;26.160000;4;2
3.28;308;1;0;1;32;58;1;0;2;10000;10000;10;1;0;0;16;.029817;NA;.579476;26.132058;26.132053;26.160000;4;2
3.12;308;1;0;1;32;58;1;0;2;10000;10000;20;1;0;0;16;.060897;NA;.578894;51.720106;51.720101;51.780000;4;1
3.22;309;1;0;1;32;58;1;0;2;10000;10000;20;1;0;0;16;.059893;NA;.573590;51.725491;51.725488;51.790000;4;1
3.39;308;1;0;1;32;58;1;0;2;10000;10000;20;1;0;0;16;.062875;NA;.572201;51.689354;51.689349;51.750000;4;1
3.34;307;1;0;1;32;58;1;0;2;10000;10000;20;1;0;0;16;.062797;NA;.503155;51.707957;51.707952;51.770000;4;0
3.23;307;1;0;1;32;58;1;0;2;10000;10000;20;1;0;0;16;.060802;NA;.588654;51.717210;51.717204;51.780000;4;1
3.36;308;1;0;1;32;58;1;0;2;10000;10000;30;1;0;0;16;.089423;NA;.580167;77.362781;77.362776;77.450000;4;0
3.50;307;1;0;1;32;58;1;0;2;10000;10000;30;1;0;0;16;.091104;NA;.583559;77.282082;77.282078;77.370000;4;0
3.46;308;1;0;1;32;58;1;0;2;10000;10000;30;1;0;0;16;.092462;NA;.578681;77.284080;77.284073;77.380000;4;0
3.23;308;1;0;1;32;58;1;0;2;10000;10000;30;1;0;0;16;.104161;NA;.578223;77.319764;77.319760;77.420000;4;0
3.22;308;1;0;1;32;58;1;0;2;10000;10000;30;1;0;0;16;.094417;NA;.574872;77.333668;77.333663;77.430000;4;0
3.25;308;1;0;1;32;58;1;0;2;10000;10000;40;1;0;0;16;.117435;NA;.503360;92.821219;92.821216;92.940000;4;0
3.28;309;1;0;1;32;58;1;0;2;10000;10000;40;1;0;0;16;.122615;NA;.595422;102.870895;102.870888;102.990000;4;0
3.50;308;1;0;1;32;58;1;0;2;10000;10000;40;1;0;0;16;.122290;NA;.573092;102.914518;102.914514;103.040000;4;0
3.44;308;1;0;1;32;58;1;0;2;10000;10000;40;1;0;0;16;.121991;NA;.575891;102.921070;102.921066;103.040000;4;0
3.23;307;1;0;1;32;58;1;0;2;10000;10000;40;1;0;0;16;.123761;NA;.533189;102.896360;102.896356;103.020000;4;0
3.26;311;1;0;1;32;58;1;0;2;10000;10000;50;1;0;0;16;.149712;NA;.509371;128.521394;128.521389;128.670000;4;0
3.28;309;1;0;1;32;58;1;0;2;10000;10000;50;1;0;0;16;.150563;NA;.575838;128.524445;128.524439;128.680000;4;0
3.40;308;1;0;1;32;58;1;0;2;10000;10000;50;1;0;0;16;.154041;NA;.477623;122.875877;122.875873;123.030000;4;0
3.26;307;1;0;1;32;58;1;0;2;10000;10000;50;1;0;0;16;.164138;NA;.573707;128.542155;128.542151;128.710000;4;0
3.26;309;1;0;1;32;58;1;0;2;10000;10000;50;1;0;0;16;.156072;NA;.573569;128.519022;128.519017;128.670000;4;0
3.39;307;1;0;1;32;58;1;0;2;10000;10000;60;1;0;0;16;.185088;NA;.576463;154.162359;154.162351;154.350000;4;0
3.22;307;1;0;1;32;58;1;0;2;10000;10000;60;1;0;0;16;.183793;NA;.579943;154.082671;154.082663;154.270000;4;0
3.21;308;1;0;1;32;58;1;0;2;10000;10000;60;1;0;0;16;.179729;NA;.560342;151.328178;151.328174;151.510000;4;0
3.26;308;1;0;1;32;58;1;0;2;10000;10000;60;1;0;0;16;.183892;NA;.577422;154.157814;154.157810;154.340000;4;0
3.20;311;1;0;1;32;58;1;0;2;10000;10000;60;1;0;0;16;.177016;NA;.571763;154.088821;154.088817;154.270000;4;0
2.81;298;1;0;1;32;58;1;0;3;10000;10000;10;1;0;0;16;.026710;NA;.008252;26.165286;26.165282;26.190000;4;0
2.74;300;1;0;1;32;58;1;0;3;10000;10000;10;1;0;0;16;.028170;NA;.010454;26.126287;26.126282;26.150000;4;0
2.81;299;1;0;1;32;58;1;0;3;10000;10000;10;1;0;0;16;.029850;NA;.008926;26.160976;26.160972;26.190000;4;0
3.05;299;1;0;1;32;58;1;0;3;10000;10000;10;1;0;0;16;.031090;NA;.011242;26.163379;26.163374;26.190000;4;0
3.05;298;1;0;1;32;58;1;0;3;10000;10000;10;1;0;0;16;.034650;NA;.009945;26.160597;26.160592;26.190000;4;0
2.86;299;1;0;1;32;58;1;0;3;10000;10000;20;1;0;0;16;.061108;NA;.013131;51.760369;51.760364;51.820000;4;0
3.11;299;1;0;1;32;58;1;0;3;10000;10000;20;1;0;0;16;.060994;NA;.009246;51.761214;51.761210;51.820000;4;0
3.07;299;1;0;1;32;58;1;0;3;10000;10000;20;1;0;0;16;.061420;NA;.013922;51.749460;51.749456;51.810000;4;0
3.02;298;1;0;1;32;58;1;0;3;10000;10000;20;1;0;0;16;.054507;NA;.007548;51.763262;51.763258;51.820000;4;0
2.84;299;1;0;1;32;58;1;0;3;10000;10000;20;1;0;0;16;.063453;NA;.010052;51.763452;51.763445;51.830000;4;0
2.99;299;1;0;1;32;58;1;0;3;10000;10000;30;1;0;0;16;.095599;NA;.013431;77.289918;77.289914;77.380000;4;0
3.01;299;1;0;1;32;58;1;0;3;10000;10000;30;1;0;0;16;.090274;NA;.015496;77.368657;77.368652;77.460000;4;0
3.00;299;1;0;1;32;58;1;0;3;10000;10000;30;1;0;0;16;.094741;NA;.011588;77.371580;77.371576;77.460000;4;0
2.87;298;1;0;1;32;58;1;0;3;10000;10000;30;1;0;0;16;.090923;NA;.016368;77.355580;77.355576;77.450000;4;0
2.98;298;1;0;1;32;58;1;0;3;10000;10000;30;1;0;0;16;.086334;NA;.007845;77.368666;77.368663;77.460000;4;0
2.93;299;1;0;1;32;58;1;0;3;10000;10000;40;1;0;0;16;.119901;NA;.012057;102.888969;102.888964;103.010000;4;0
2.95;299;1;0;1;32;58;1;0;3;10000;10000;40;1;0;0;16;.120365;NA;.010803;102.962080;102.962075;103.080000;4;0
2.99;299;1;0;1;32;58;1;0;3;10000;10000;40;1;0;0;16;.120736;NA;.014096;102.967750;102.967745;103.090000;4;0
2.96;299;1;0;1;32;58;1;0;3;10000;10000;40;1;0;0;16;.121014;NA;.016422;102.966802;102.966797;103.090000;4;0
3.06;299;1;0;1;32;58;1;0;3;10000;10000;40;1;0;0;16;.117528;NA;.011718;102.944348;102.944343;103.060000;4;0
2.87;299;1;0;1;32;58;1;0;3;10000;10000;50;1;0;0;16;.152039;NA;.012937;128.565269;128.565265;128.720000;4;0
2.86;298;1;0;1;32;58;1;0;3;10000;10000;50;1;0;0;16;.149836;NA;.012735;128.502963;128.502958;128.650000;4;0
2.80;298;1;0;1;32;58;1;0;3;10000;10000;50;1;0;0;16;.150980;NA;.009499;128.490222;128.490217;128.640000;4;0
2.88;298;1;0;1;32;58;1;0;3;10000;10000;50;1;0;0;16;.152253;NA;.008515;128.491786;128.491783;128.640000;4;0
3.02;299;1;0;1;32;58;1;0;3;10000;10000;50;1;0;0;16;.153218;NA;.010159;128.561100;128.561095;128.710000;4;0
3.03;298;1;0;1;32;58;1;0;3;10000;10000;60;1;0;0;16;.181910;NA;.011020;154.166449;154.166444;154.350000;6;0
2.88;298;1;0;1;32;58;1;0;3;10000;10000;60;1;0;0;16;.184900;NA;.008046;154.164701;154.164694;154.350000;4;0
2.86;298;1;0;1;32;58;1;0;3;10000;10000;60;1;0;0;16;.183502;NA;.009699;154.086842;154.086836;154.270000;4;0
2.86;298;1;0;1;32;58;1;0;3;10000;10000;60;1;0;0;16;.187648;NA;.017121;154.118922;154.118917;154.310000;4;0
2.85;299;1;0;1;32;58;1;0;3;10000;10000;60;1;0;0;16;.180303;NA;.008029;154.164966;154.164962;154.340000;4;0
3.06;303;1;0;1;32;58;1;0;5;10000;10000;10;1;0;0;16;.032943;NA;.010093;26.160566;26.160561;26.190000;4;0
3.27;304;1;0;1;32;58;1;0;5;10000;10000;10;1;0;0;16;.039038;NA;.006570;26.159666;26.159662;26.200000;4;0
3.06;304;1;0;1;32;58;1;0;5;10000;10000;10;1;0;0;16;.035811;NA;.012489;26.172348;26.172343;26.210000;4;0
3.06;304;1;0;1;32;58;1;0;5;10000;10000;10;1;0;0;16;.034268;NA;.010126;26.163161;26.163157;26.200000;4;0
3.07;303;1;0;1;32;58;1;0;5;10000;10000;10;1;0;0;16;.031902;NA;.009434;26.168782;26.168777;26.200000;4;0
3.07;304;1;0;1;32;58;1;0;5;10000;10000;20;1;0;0;16;.062516;NA;.009806;51.744510;51.744506;51.810000;4;0
3.38;304;1;0;1;32;58;1;0;5;10000;10000;20;1;0;0;16;.058302;NA;.009767;51.755338;51.755333;51.810000;4;0
3.32;303;1;0;1;32;58;1;0;5;10000;10000;20;1;0;0;16;.057454;NA;.015293;51.767148;51.767140;51.820000;4;0
3.28;303;1;0;1;32;58;1;0;5;10000;10000;20;1;0;0;16;.058986;NA;.013447;51.757776;51.757771;51.820000;4;0
3.05;304;1;0;1;32;58;1;0;5;10000;10000;20;1;0;0;16;.065660;NA;.012213;51.715758;51.715753;51.780000;4;0
3.22;303;1;0;1;32;58;1;0;5;10000;10000;30;1;0;0;16;.093150;NA;.009115;77.356401;77.356396;77.450000;4;0
