comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
4.16;356;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.161442;NA;.108652;.149065;.149044;.310000;35;78
3.82;357;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.166611;NA;.155313;.154066;.154052;.320000;35;98
3.96;357;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.156961;NA;.110447;.109598;.109589;.270000;35;90
3.96;356;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.162222;NA;.156569;.155286;.155271;.320000;34;99
3.81;355;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.163948;NA;.154448;.153850;.153837;.320000;34;98
3.97;357;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.163085;NA;.153871;.152734;.152719;.320000;34;98
3.82;355;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.162611;NA;.156971;.155725;.155713;.320000;35;99
3.93;357;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.163385;NA;.141379;.148063;.148049;.310000;34;96
4.09;357;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.164015;NA;.153115;.151802;.151789;.320000;34;99
3.87;356;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.163439;NA;.155846;.154999;.154986;.320000;35;98
4.24;357;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.163507;NA;.155511;.154231;.154218;.320000;36;98
4.14;355;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.171937;NA;.156411;.158690;.158678;.330000;36;94
3.97;355;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.165496;NA;.109440;.150724;.150716;.310000;34;72
4.03;355;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.164673;NA;.110115;.148137;.148128;.310000;37;73
3.83;355;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.164032;NA;.156380;.155034;.155028;.320000;35;99
3.97;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.162598;NA;.132799;.131632;.131619;.290000;35;99
4.08;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.163628;NA;.153773;.152781;.152769;.320000;34;99
3.82;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.164867;NA;.153356;.153564;.153551;.320000;36;98
4.12;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.163958;NA;.155388;.154202;.154180;.320000;34;98
4.03;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.167372;NA;.110066;.109083;.109075;.270000;34;81
4.00;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.161035;NA;.153678;.154014;.154004;.320000;35;99
3.97;355;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.165130;NA;.155709;.154479;.154465;.320000;35;98
4.15;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.164353;NA;.141669;.148392;.148386;.310000;37;96
4.07;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.164139;NA;.148889;.149145;.149139;.310000;35;98
3.96;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.161647;NA;.153680;.152439;.152426;.320000;35;99
4.01;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.162825;NA;.110753;.111293;.111285;.270000;35;84
4.04;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.164580;NA;.155100;.153807;.153793;.320000;35;98
3.96;357;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.178987;NA;.110026;.138180;.138176;.320000;36;70
3.91;355;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.165624;NA;.154516;.153108;.153094;.320000;34;98
3.84;359;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.175444;NA;.110309;.115236;.115228;.290000;35;77
3.83;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.176831;NA;.154708;.153565;.153550;.330000;35;94
3.99;357;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.162983;NA;.107660;.110183;.110179;.270000;35;85
3.99;357;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.161793;NA;.109993;.136868;.136861;.300000;36;75
4.23;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.165671;NA;.155350;.154181;.154176;.320000;36;98
4.09;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.166212;NA;.130740;.149006;.149000;.310000;35;92
3.87;362;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.172463;NA;.156893;.155492;.155479;.330000;37;95
4.11;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.156115;NA;.110277;.153688;.153680;.310000;35;73
4.09;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.167602;NA;.110578;.150227;.150219;.320000;34;70
4.03;357;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.161112;NA;.153525;.152256;.152243;.310000;35;100
3.83;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.159911;NA;.155442;.154275;.154261;.310000;35;99
