program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;latencies(ms);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s);Online Phase(s);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
62;RING;semihonest;replicated-ring;3;16.02;469;4;NA;NA;NA;NA;NA;NA;NA;10000;1560000;820;0;100;0.159178;0.36;50;86%;~828;0.282336;0.847008;0.04096;7;0.00141845;0.04096;7;0.00202591;NA;NA;NA;NA;NA;NA;0.241376;814;0.129625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.384536;0.58;51;83%;~828;0.282336;0.847008;0.04096;7;0.00166013;0.04096;7;0.00135804;NA;NA;NA;NA;NA;NA;0.241376;814;0.342909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.304734;0.50;51;84%;~828;0.282336;0.847008;0.04096;7;0.00136214;0.04096;7;0.00223917;NA;NA;NA;NA;NA;NA;0.241376;814;0.268716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.401132;0.59;52;86%;~828;0.282336;0.847008;0.04096;7;0.00129188;0.04096;7;0.00261322;NA;NA;NA;NA;NA;NA;0.241376;814;0.356386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.411778;0.61;50;86%;~828;0.282336;0.847008;0.04096;7;0.00140963;0.04096;7;0.00189306;NA;NA;NA;NA;NA;NA;0.241376;814;0.3687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.34804;0.54;49;88%;~828;0.282336;0.847008;0.04096;7;0.00143119;0.04096;7;0.00227466;NA;NA;NA;NA;NA;NA;0.241376;814;0.309673;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.39857;0.59;49;89%;~828;0.282336;0.847008;0.04096;7;0.00156667;0.04096;7;0.0019719;NA;NA;NA;NA;NA;NA;0.241376;814;0.353884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.406616;0.60;51;90%;~828;0.282336;0.847008;0.04096;7;0.00142632;0.04096;7;0.00189761;NA;NA;NA;NA;NA;NA;0.241376;814;0.366378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.397041;0.59;51;88%;~828;0.282336;0.847008;0.04096;7;0.00160801;0.04096;7;0.0022255;NA;NA;NA;NA;NA;NA;0.241376;814;0.352712;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;100;0.406178;0.60;49;87%;~828;0.282336;0.847008;0.04096;7;0.00145033;0.04096;7;0.00174259;NA;NA;NA;NA;NA;NA;0.241376;814;0.364422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1422;23.28;49;3%;~828;0.282336;0.847008;0.04096;7;0.00180565;0.04096;7;0.227154;NA;NA;NA;NA;NA;NA;0.241376;814;20.8611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1428;23.24;49;3%;~828;0.282336;0.847008;0.04096;7;0.00179199;0.04096;7;0.227638;NA;NA;NA;NA;NA;NA;0.241376;814;20.8622;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1484;23.27;50;3%;~828;0.282336;0.847008;0.04096;7;0.00180925;0.04096;7;0.224354;NA;NA;NA;NA;NA;NA;0.241376;814;20.8705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1409;23.26;49;3%;~828;0.282336;0.847008;0.04096;7;0.00178042;0.04096;7;0.229379;NA;NA;NA;NA;NA;NA;0.241376;814;20.859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1444;23.28;51;3%;~828;0.282336;0.847008;0.04096;7;0.00182636;0.04096;7;0.227413;NA;NA;NA;NA;NA;NA;0.241376;814;20.8636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1539;23.28;49;3%;~828;0.282336;0.847008;0.04096;7;0.00175045;0.04096;7;0.224891;NA;NA;NA;NA;NA;NA;0.241376;814;20.8698;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1451;23.27;52;3%;~828;0.282336;0.847008;0.04096;7;0.00182537;0.04096;7;0.229737;NA;NA;NA;NA;NA;NA;0.241376;814;20.8611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1287;23.26;49;3%;~828;0.282336;0.847008;0.04096;7;0.00179419;0.04096;7;0.226933;NA;NA;NA;NA;NA;NA;0.241376;814;20.8486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1451;23.28;49;3%;~828;0.282336;0.847008;0.04096;7;0.00183344;0.04096;7;0.22754;NA;NA;NA;NA;NA;NA;0.241376;814;20.8639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;100;21.1347;23.26;49;3%;~828;0.282336;0.847008;0.04096;7;0.00176406;0.04096;7;0.227094;NA;NA;NA;NA;NA;NA;0.241376;814;20.8539;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;100;41.799;45.75;49;1%;~828;0.282336;0.847008;0.04096;7;0.00175718;0.04096;7;0.448194;NA;NA;NA;NA;NA;NA;0.241376;814;41.2909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;100;41.7966;45.74;51;1%;~828;0.282336;0.847008;0.04096;7;0.00181605;0.04096;7;0.452093;NA;NA;NA;NA;NA;NA;0.241376;814;41.2904;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;RING;semihonest;replicated-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;100;41.7863;45.74;49;1%;~828;0.282336;0.847008;0.04096;7;0.00175463;0.04096;7;0.452611;NA;NA;NA;NA;NA;NA;0.241376;814;41.2801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
