comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.663333             3             0
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.228333             3             0
0.03          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.229000             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.229000             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.364666             4             0
0.03          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.160000             3             0
0.01          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.663333             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.229000             7             0
0.03          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.561000             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.364333             3             0
0.01          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.228333             4             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.364333             3             0
0.01          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.229000             5             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.228666             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.364333             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.229000             7             0
0.01          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.229000             3             0
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           1           2                                                                                               1.229000             3             0
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           1           2                                                                                               1.126333             3             0
