comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;512;2;1;0;5;50;100;1000000;0;2;.000154;NA;.021462;.010766;.010766;.013333;261;3073
0.02;3;1;0;1;512;2;1;0;5;50;200;1000000;0;2;.000158;NA;.019128;.009831;.009831;.012222;260;2980
0.02;3;1;0;1;512;2;1;0;5;50;1000;1000000;0;2;.000150;NA;.017376;.009376;.009376;.012222;259;2778
0.02;3;1;0;1;512;2;1;0;5;100;0;1000000;0;2;.000099;NA;.012834;.015091;.015091;.018333;253;1290
0.02;3;1;0;1;512;2;1;0;5;100;50;1000000;0;2;.000158;NA;.023091;.011752;.011752;.014444;260;3082
0.02;3;1;0;1;512;2;1;0;5;100;100;1000000;0;2;.000131;NA;.020500;.010761;.010761;.013333;260;2911
0.02;3;1;0;1;512;2;1;0;5;100;200;1000000;0;2;.000143;NA;.018063;.009459;.009458;.011666;254;2902
0.02;3;1;0;1;512;2;1;0;5;100;1000;1000000;0;2;.000134;NA;.015879;.008693;.008693;.011111;255;2758
0.02;3;1;0;1;512;2;1;0;5;200;0;1000000;0;2;.000095;NA;.011949;.014437;.014437;.017777;250;1242
0.02;3;1;0;1;512;2;1;0;5;200;50;1000000;0;2;.000157;NA;.022454;.011640;.011640;.013888;256;3012
0.02;3;1;0;1;512;2;1;0;5;200;100;1000000;0;2;.000132;NA;.019756;.010745;.010745;.013333;253;2847
0.02;3;1;0;1;512;2;1;0;5;200;200;1000000;0;2;.000144;NA;.016901;.009450;.009450;.012222;252;2637
0.02;3;1;0;1;512;2;1;0;5;200;1000;1000000;0;2;.000137;NA;.014978;.008332;.008332;.010555;251;2723
0.01;3;1;0;1;512;2;1;0;5;1000;0;1000000;0;2;.000097;NA;.010568;.012408;.012408;.015000;248;1303
0.02;3;1;0;1;512;2;1;0;5;1000;50;1000000;0;2;.000170;NA;.022014;.011669;.011669;.014444;255;2932
0.02;3;1;0;1;512;2;1;0;5;1000;100;1000000;0;2;.000125;NA;.018948;.010419;.010419;.012777;251;2817
0.02;3;1;0;1;512;2;1;0;5;1000;200;1000000;0;2;.000133;NA;.016577;.009435;.009435;.011666;250;2721
0.02;3;1;0;1;512;2;1;0;5;1000;1000;1000000;0;2;.000121;NA;.013753;.008249;.008249;.010555;248;2535
0.02;3;1;0;5;512;2;1;0;2;0;0;1000000;0;2;0;NA;.003703;.009632;.009632;.010666;247;3158
0.02;3;1;0;5;512;2;1;0;2;0;50;1000000;0;2;.000052;NA;.006530;.012446;.012446;.014000;253;4476
0.02;3;1;0;5;512;2;1;0;2;0;100;1000000;0;2;.000042;NA;.005424;.010317;.010317;.011666;250;4642
0.01;3;1;0;5;512;2;1;0;2;0;200;1000000;0;2;.000041;NA;.004798;.009220;.009220;.010444;249;4590
0.01;3;1;0;5;512;2;1;0;2;0;1000;1000000;0;2;.000037;NA;.004388;.008506;.008506;.009666;248;4580
0.01;3;1;0;5;512;2;1;0;2;50;0;1000000;0;2;.000048;NA;.004613;.009806;.009806;.011555;252;3875
0.02;3;1;0;5;512;2;1;0;2;50;50;1000000;0;2;.000098;NA;.007048;.013303;.013303;.016000;258;4635
0.02;3;1;0;5;512;2;1;0;2;50;100;1000000;0;2;.000087;NA;.005737;.011001;.011001;.013666;255;4638
0.01;3;1;0;5;512;2;1;0;2;50;200;1000000;0;2;.000087;NA;.004982;.009661;.009661;.012111;254;4616
0.02;3;1;0;5;512;2;1;0;2;50;1000;1000000;0;2;.000081;NA;.004606;.009016;.009016;.011222;252;4555
0.01;3;1;0;5;512;2;1;0;2;100;0;1000000;0;2;.000045;NA;.004283;.009798;.009798;.011222;250;3676
0.02;3;1;0;5;512;2;1;0;2;100;50;1000000;0;2;.000089;NA;.006966;.013332;.013332;.016111;255;4565
0.01;3;1;0;5;512;2;1;0;2;100;100;1000000;0;2;.000080;NA;.005628;.010922;.010922;.013444;252;4588
0.02;3;1;0;5;512;2;1;0;2;100;200;1000000;0;2;.000079;NA;.004907;.009590;.009590;.011888;251;4591
0.02;3;1;0;5;512;2;1;0;2;100;1000;1000000;0;2;.000075;NA;.004478;.008771;.008771;.010888;250;4551
0.01;3;1;0;5;512;2;1;0;2;200;0;1000000;0;2;.000042;NA;.003891;.009709;.009709;.011111;248;3294
0.01;3;1;0;5;512;2;1;0;2;200;50;1000000;0;2;.000097;NA;.006778;.013014;.013014;.016222;255;4433
0.01;3;1;0;5;512;2;1;0;2;200;100;1000000;0;2;.000078;NA;.005394;.010616;.010616;.013444;251;4348
0.01;3;1;0;5;512;2;1;0;2;200;200;1000000;0;2;.000078;NA;.004735;.009298;.009298;.011555;250;4485
0.01;3;1;0;5;512;2;1;0;2;200;1000;1000000;0;2;.000079;NA;.004400;.008599;.008599;.010666;248;4571
0.01;3;1;0;5;512;2;1;0;2;1000;0;1000000;0;2;.000039;NA;.003664;.009670;.009670;.011111;247;3125
0.02;3;1;0;5;512;2;1;0;2;1000;50;1000000;0;2;.000094;NA;.006791;.013137;.013137;.016111;254;4435
0.02;3;1;0;5;512;2;1;0;2;1000;100;1000000;0;2;.000079;NA;.005600;.010725;.010725;.013444;250;4614
0.01;3;1;0;5;512;2;1;0;2;1000;200;1000000;0;2;.000077;NA;.004761;.009426;.009426;.011666;248;4565
0.01;3;1;0;5;512;2;1;0;2;1000;1000;1000000;0;2;.000076;NA;.004334;.008516;.008516;.010555;247;4561
0.01;3;1;0;5;512;2;1;0;3;0;0;1000000;0;2;.000014;NA;.003412;.008652;.008652;.010222;308;3068
0.02;3;1;0;5;512;2;1;0;3;0;50;1000000;0;2;.000045;NA;.005258;.010340;.010340;.011777;313;4341
0.01;3;1;0;5;512;2;1;0;3;0;100;1000000;0;2;.000032;NA;.004540;.008979;.008979;.010333;310;4348
0.02;3;1;0;5;512;2;1;0;3;0;200;1000000;0;2;.000027;NA;.004133;.008215;.008215;.009444;310;4285
0.01;3;1;0;5;512;2;1;0;3;0;1000;1000000;0;2;.000025;NA;.003842;.007694;.007694;.009222;308;4048
0.01;3;1;0;5;512;2;1;0;3;50;0;1000000;0;2;.000033;NA;.004179;.008434;.008434;.010444;319;3755
0.01;3;1;0;5;512;2;1;0;3;50;50;1000000;0;2;.000067;NA;.006708;.012881;.012881;.015555;324;4490
0.01;3;1;0;5;512;2;1;0;3;50;100;1000000;0;2;.000048;NA;.005303;.010347;.010347;.012666;321;4552
0.02;3;1;0;5;512;2;1;0;3;50;200;1000000;0;2;.000049;NA;.004759;.009159;.009159;.011444;320;4495
0.02;3;1;0;5;512;2;1;0;3;50;1000;1000000;0;2;.000047;NA;.004463;.008648;.008648;.010777;319;4386
0.02;3;1;0;5;512;2;1;0;3;100;0;1000000;0;2;.000027;NA;.004023;.008397;.008397;.010333;315;3711
0.01;3;1;0;5;512;2;1;0;3;100;50;1000000;0;2;.000059;NA;.006750;.012605;.012605;.015444;320;4543
0.01;3;1;0;5;512;2;1;0;3;100;100;1000000;0;2;.000047;NA;.005391;.010368;.010368;.012888;318;4539
0.01;3;1;0;5;512;2;1;0;3;100;200;1000000;0;2;.000044;NA;.004623;.009015;.009015;.011333;314;4469
0.01;3;1;0;5;512;2;1;0;3;100;1000;1000000;0;2;.000039;NA;.004313;.008393;.008393;.010444;313;4326
0.01;3;1;0;5;512;2;1;0;3;200;0;1000000;0;2;.000026;NA;.003748;.008241;.008241;.010000;311;3507
0.02;3;1;0;5;512;2;1;0;3;200;50;1000000;0;2;.000053;NA;.006496;.012507;.012507;.015000;316;4554
0.01;3;1;0;5;512;2;1;0;3;200;100;1000000;0;2;.000044;NA;.005204;.010137;.010137;.012555;313;4529
0.01;3;1;0;5;512;2;1;0;3;200;200;1000000;0;2;.000045;NA;.004500;.008953;.008953;.011111;312;4497
0.01;3;1;0;5;512;2;1;0;3;200;1000;1000000;0;2;.000039;NA;.004182;.008146;.008146;.010333;311;4452
0.01;3;1;0;5;512;2;1;0;3;1000;0;1000000;0;2;.000025;NA;.003538;.008266;.008266;.010333;308;3194
0.01;3;1;0;5;512;2;1;0;3;1000;50;1000000;0;2;.000052;NA;.006277;.012159;.012158;.014666;315;4548
0.02;3;1;0;5;512;2;1;0;3;1000;100;1000000;0;2;.000043;NA;.005144;.010005;.010005;.012444;311;4524
0.02;3;1;0;5;512;2;1;0;3;1000;200;1000000;0;2;.000042;NA;.004491;.008820;.008820;.011111;310;4474
0.01;3;1;0;5;512;2;1;0;3;1000;1000;1000000;0;2;.000037;NA;.004153;.008330;.008330;.010333;309;4466
0.01;3;1;0;5;512;2;1;0;5;0;0;1000000;0;2;.000013;NA;.003307;.008844;.008844;.010333;250;2920
0.01;3;1;0;5;512;2;1;0;5;0;50;1000000;0;2;.000043;NA;.005259;.010076;.010076;.011666;254;4367
0.02;3;1;0;5;512;2;1;0;5;0;100;1000000;0;2;.000030;NA;.004503;.008823;.008823;.010000;250;4375
0.02;3;1;0;5;512;2;1;0;5;0;200;1000000;0;2;.000027;NA;.004129;.008073;.008073;.009555;249;4305
0.01;3;1;0;5;512;2;1;0;5;0;1000;1000000;0;2;.000027;NA;.003445;.007523;.007523;.009777;248;3264
0.01;3;1;0;5;512;2;1;0;5;50;0;1000000;0;2;.000034;NA;.004155;.008668;.008668;.010666;258;3621
0.02;3;1;0;5;512;2;1;0;5;50;50;1000000;0;2;.000069;NA;.006653;.012750;.012750;.015333;263;4541
0.02;3;1;0;5;512;2;1;0;5;50;100;1000000;0;2;.000050;NA;.005295;.010314;.010314;.012777;261;4462
0.02;3;1;0;5;512;2;1;0;5;50;200;1000000;0;2;.000048;NA;.004697;.009094;.009094;.011333;259;4522
0.02;3;1;0;5;512;2;1;0;5;50;1000;1000000;0;2;.000047;NA;.004557;.008631;.008631;.010888;259;4384
0.01;3;1;0;5;512;2;1;0;5;100;0;1000000;0;2;.000028;NA;.003817;.008700;.008700;.010555;252;3403
0.01;3;1;0;5;512;2;1;0;5;100;50;1000000;0;2;.000056;NA;.006379;.012311;.012311;.014777;261;4525
0.01;3;1;0;5;512;2;1;0;5;100;100;1000000;0;2;.000047;NA;.005187;.009977;.009977;.012444;255;4486
0.02;3;1;0;5;512;2;1;0;5;100;200;1000000;0;2;.000045;NA;.004558;.008957;.008957;.011222;253;4392
0.01;3;1;0;5;512;2;1;0;5;100;1000;1000000;0;2;.000037;NA;.004276;.008485;.008485;.010555;253;4383
0.01;3;1;0;5;512;2;1;0;5;200;0;1000000;0;2;.000025;NA;.003628;.008620;.008619;.010555;250;3247
0.02;3;1;0;5;512;2;1;0;5;200;50;1000000;0;2;.000051;NA;.006145;.012080;.012080;.014333;255;4397
0.01;3;1;0;5;512;2;1;0;5;200;100;1000000;0;2;.000042;NA;.005066;.009845;.009845;.012222;253;4497
0.01;3;1;0;5;512;2;1;0;5;200;200;1000000;0;2;.000041;NA;.004520;.008934;.008934;.011333;252;4432
0.01;3;1;0;5;512;2;1;0;5;200;1000;1000000;0;2;.000037;NA;.004196;.008227;.008227;.010333;250;4346
0.01;3;1;0;5;512;2;1;0;5;1000;0;1000000;0;2;.000023;NA;.003372;.008567;.008567;.010222;248;3099
0.01;3;1;0;5;512;2;1;0;5;1000;50;1000000;0;2;.000052;NA;.005981;.011552;.011552;.014000;255;4511
0.01;3;1;0;5;512;2;1;0;5;1000;100;1000000;0;2;.000040;NA;.004930;.009618;.009618;.012000;251;4489
0.02;3;1;0;5;512;2;1;0;5;1000;200;1000000;0;2;.000038;NA;.004423;.008713;.008713;.010888;253;4477
0.02;3;1;0;5;512;2;1;0;5;1000;1000;1000000;0;2;.000037;NA;.004083;.008084;.008084;.010111;248;4422
0.02;3;1;0;7;512;2;1;0;2;0;0;1000000;0;2;0;NA;.002541;.009742;.009742;3.333333;248;9
