comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.36;225;1;0;15;256;2;1;0;2;0;0;1000000;0;0;.000209;NA;.004603;.010989;.010989;.012666;125;560
1.34;227;1;0;15;256;2;1;0;2;0;0;10000000;0;0;.001755;NA;.037507;.110767;.110767;.125333;1223;472
1.34;226;1;0;15;256;2;1;0;2;0;0;100000000;0;0;.010680;NA;.247206;.247194;.247194;.266000;9160;1464
1.36;225;1;0;15;256;2;1;0;2;0;0;1000000000;0;0;;NA;;;;1.773333;92097;1318
1.35;227;1;0;15;256;2;1;0;3;0;0;1000000;0;0;.000056;NA;.003668;.009827;.009827;.013333;64;430
1.34;226;1;0;15;256;2;1;0;3;0;0;10000000;0;0;.000494;NA;.026608;.108210;.108210;.126666;613;323
1.36;227;1;0;15;256;2;1;0;3;0;0;100000000;0;0;.003694;NA;.218517;.218490;.218490;.238000;6106;1403
1.36;227;1;0;15;256;2;1;0;3;0;0;1000000000;0;0;.014791;NA;1.155099;1.308386;1.308386;2.561333;61038;1113
1.34;226;1;0;15;256;2;1;0;4;0;0;1000000;0;0;.000105;NA;.005346;.019735;.019735;.024666;94;338
1.37;227;1;0;15;256;2;1;0;4;0;0;10000000;0;0;.001242;NA;.039687;.207103;.207103;.239333;918;257
1.36;225;1;0;15;256;2;1;0;4;0;0;100000000;0;0;.007086;NA;.337315;.874076;.874076;1.000000;9158;518
1.35;226;1;0;15;256;2;1;0;4;0;0;1000000000;0;0;.018796;NA;1.016030;1.024854;1.024854;3.177333;91555;1066
1.35;227;1;0;15;256;2;1;0;5;0;0;1000000;0;0;.000053;NA;.004551;.011065;.011065;.014666;94;467
1.35;225;1;0;15;256;2;1;0;5;0;0;10000000;0;0;.000515;NA;.028646;.105300;.105300;.128666;918;342
1.35;227;1;0;15;256;2;1;0;5;0;0;100000000;0;0;.003747;NA;.239211;.239193;.239193;.261333;9158;1403
1.37;226;1;0;15;256;2;1;0;5;0;0;1000000000;0;0;.008322;NA;.775767;.836706;.836706;2.628666;91555;972
1.34;226;1;0;15;256;2;1;0;6;0;0;1000000;0;0;.000003;NA;.000532;.000501;.000500;.000666;33;768
1.35;225;1;0;15;256;2;1;0;6;0;0;10000000;0;0;.000004;NA;.004655;.004625;.004625;.005333;308;1223
1.31;225;1;0;15;256;2;1;0;6;0;0;100000000;0;0;.000004;NA;.043060;.043026;.043026;.045333;3054;1447
1.32;226;1;0;15;256;2;1;0;6;0;0;1000000000;0;0;.000003;NA;.424758;.424781;.424781;.446666;30520;1445
1.33;226;1;0;25;256;2;1;0;2;0;0;1000000;0;0;.000114;NA;.002881;.010394;.010394;.012000;126;625
1.36;227;1;0;25;256;2;1;0;2;0;0;10000000;0;0;.001173;NA;.026975;.105317;.105317;.119200;1224;593
1.35;226;1;0;25;256;2;1;0;2;0;0;100000000;0;0;.006320;NA;.222284;.222277;.222277;.243600;9160;2369
1.32;225;1;0;25;256;2;1;0;2;0;0;1000000000;0;0;;NA;;;;1.227200;91555;1766
1.34;226;1;0;25;256;2;1;0;3;0;0;1000000;0;0;.000033;NA;.002085;.009205;.009205;.012000;65;455
1.32;226;1;0;25;256;2;1;0;3;0;0;10000000;0;0;.000291;NA;.017365;.096816;.096816;.118400;613;374
1.35;225;1;0;25;256;2;1;0;3;0;0;100000000;0;0;.002230;NA;.149137;.149127;.149127;.157200;6106;2418
1.33;226;1;0;25;256;2;1;0;3;0;0;1000000000;0;0;.005046;NA;.449971;.505423;.505423;1.662000;61038;1508
1.35;226;1;0;25;256;2;1;0;4;0;0;1000000;0;0;.000069;NA;.002958;.017577;.017577;.022800;95;338
1.37;227;1;0;25;256;2;1;0;4;0;0;10000000;0;0;.000661;NA;.025993;.190993;.190993;.228000;918;293
1.36;226;1;0;25;256;2;1;0;4;0;0;100000000;0;0;.004186;NA;.223245;.736253;.736253;.884800;9158;644
1.35;226;1;0;25;256;2;1;0;4;0;0;1000000000;0;0;.006716;NA;.382465;.388927;.388927;2.009200;91555;1374
1.34;225;1;0;25;256;2;1;0;5;0;0;1000000;0;0;.000033;NA;.002301;.009517;.009517;.012400;94;474
1.34;226;1;0;25;256;2;1;0;5;0;0;10000000;0;0;.000306;NA;.019496;.101231;.101231;.120000;918;415
1.36;226;1;0;25;256;2;1;0;5;0;0;100000000;0;0;.002074;NA;.171550;.171547;.171547;.189200;9158;2305
1.37;227;1;0;25;256;2;1;0;5;0;0;1000000000;0;0;.003126;NA;.301014;.321265;.321265;1.682800;91555;1282
1.35;225;1;0;25;256;2;1;0;6;0;0;1000000;0;0;.000002;NA;.000454;.000435;.000435;.000800;33;1246
1.30;225;1;0;25;256;2;1;0;6;0;0;10000000;0;0;.000001;NA;.004180;.004162;.004162;.005200;308;1938
1.35;226;1;0;25;256;2;1;0;6;0;0;100000000;0;0;.000002;NA;.040960;.040962;.040962;.047200;3054;2189
1.35;225;1;0;25;256;2;1;0;6;0;0;1000000000;0;0;.000001;NA;.277426;.286256;.286256;.450000;30520;2163
