comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;1;256;2;1;0;2;0;0;1000000;0;2;0;NA;.004057;.005555;.005555;.006666;125;1111
0.02;3;1;0;1;256;2;1;0;2;0;50;1000000;0;2;.000128;NA;.009846;.005294;.005294;.006666;132;2691
0.02;3;1;0;1;256;2;1;0;2;0;100;1000000;0;2;.000115;NA;.009276;.004865;.004864;.006111;128;2707
0.02;3;1;0;1;256;2;1;0;2;0;200;1000000;0;2;.000101;NA;.007050;.004584;.004584;.005555;128;2247
0.02;3;1;0;1;256;2;1;0;2;0;1000;1000000;0;2;.000079;NA;.006091;.004722;.004722;.006111;127;1875
0.02;3;1;0;1;256;2;1;0;2;50;0;1000000;0;2;.000132;NA;.008272;.006557;.006557;.008333;130;1798
0.02;3;1;0;1;256;2;1;0;2;50;50;1000000;0;2;.000242;NA;.012127;.005308;.005308;.007222;136;3242
0.02;3;1;0;1;256;2;1;0;2;50;100;1000000;0;2;.000268;NA;.011494;.005110;.005109;.007222;133;3117
0.02;3;1;0;1;256;2;1;0;2;50;200;1000000;0;2;.000254;NA;.010453;.004988;.004988;.007222;136;2933
0.02;3;1;0;1;256;2;1;0;2;50;1000;1000000;0;2;.000244;NA;.009242;.004874;.004874;.006666;130;2579
0.02;3;1;0;1;256;2;1;0;2;100;0;1000000;0;2;.000132;NA;.006916;.005698;.005698;.007777;129;1732
0.02;3;1;0;1;256;2;1;0;2;100;50;1000000;0;2;.000270;NA;.011968;.005136;.005136;.006666;134;3303
0.02;3;1;0;1;256;2;1;0;2;100;100;1000000;0;2;.000258;NA;.010787;.004947;.004947;.006666;131;3048
0.02;3;1;0;1;256;2;1;0;2;100;200;1000000;0;2;.000247;NA;.009315;.004747;.004747;.006666;130;2800
0.02;3;1;0;1;256;2;1;0;2;100;1000;1000000;0;2;.000227;NA;.009387;.004912;.004912;.007222;130;2587
0.02;3;1;0;1;256;2;1;0;2;200;0;1000000;0;2;.000128;NA;.006908;.005749;.005749;.007777;127;1694
0.02;3;1;0;1;256;2;1;0;2;200;50;1000000;0;2;.000237;NA;.011666;.005200;.005200;.007222;133;3176
0.02;3;1;0;1;256;2;1;0;2;200;100;1000000;0;2;.000230;NA;.010772;.004919;.004919;.007222;129;2955
0.01;3;1;0;1;256;2;1;0;2;200;200;1000000;0;2;.000210;NA;.009587;.004570;.004570;.006111;129;2954
0.02;3;1;0;1;256;2;1;0;2;200;1000;1000000;0;2;.000213;NA;.008730;.004826;.004826;.006666;127;2596
0.02;3;1;0;1;256;2;1;0;2;1000;0;1000000;0;2;.000109;NA;.004905;.005442;.005442;.007222;127;1324
0.01;3;1;0;1;256;2;1;0;2;1000;50;1000000;0;2;.000241;NA;.011249;.005176;.005176;.007222;131;2986
0.02;3;1;0;1;256;2;1;0;2;1000;100;1000000;0;2;.000230;NA;.010362;.004882;.004882;.007222;129;2835
0.02;3;1;0;1;256;2;1;0;2;1000;200;1000000;0;2;.000209;NA;.008688;.004553;.004553;.006111;129;2748
0.02;3;1;0;1;256;2;1;0;2;1000;1000;1000000;0;2;.000165;NA;.008266;.004589;.004589;.006111;128;2600
0.02;3;1;0;1;256;2;1;0;3;0;0;1000000;0;2;.000025;NA;.003991;.007200;.007200;.008888;157;828
0.02;3;1;0;1;256;2;1;0;3;0;50;1000000;0;2;.000105;NA;.011099;.009713;.009713;.012222;161;1661
0.02;3;1;0;1;256;2;1;0;3;0;100;1000000;0;2;.000083;NA;.009055;.008368;.008368;.011111;158;1512
0.01;3;1;0;1;256;2;1;0;3;0;200;1000000;0;2;.000060;NA;.006385;.006970;.006970;.008888;157;1304
0.02;3;1;0;1;256;2;1;0;3;0;1000;1000000;0;2;.000051;NA;.004657;.005801;.005801;.008888;156;1021
0.02;3;1;0;1;256;2;1;0;3;50;0;1000000;0;2;.000086;NA;.007908;.009074;.009074;.013333;167;1129
0.02;3;1;0;1;256;2;1;0;3;50;50;1000000;0;2;.000194;NA;.013205;.006029;.006029;.007777;171;3154
0.02;3;1;0;1;256;2;1;0;3;50;100;1000000;0;2;.000163;NA;.011273;.005316;.005316;.007222;168;2918
0.01;3;1;0;1;256;2;1;0;3;50;200;1000000;0;2;.000129;NA;.009814;.004911;.004911;.006666;167;2691
0.02;3;1;0;1;256;2;1;0;3;50;1000;1000000;0;2;.000130;NA;.008742;.004866;.004866;.006666;166;2430
0.02;3;1;0;1;256;2;1;0;3;100;0;1000000;0;2;.000077;NA;.006676;.008002;.008002;.011666;161;1107
0.02;3;1;0;1;256;2;1;0;3;100;50;1000000;0;2;.000154;NA;.013318;.006091;.006090;.008333;166;2992
0.02;3;1;0;1;256;2;1;0;3;100;100;1000000;0;2;.000137;NA;.011755;.005440;.005440;.007777;163;2955
0.02;3;1;0;1;256;2;1;0;3;100;200;1000000;0;2;.000123;NA;.009511;.004981;.004981;.006666;166;2725
0.02;3;1;0;1;256;2;1;0;3;100;1000;1000000;0;2;.000110;NA;.008328;.004644;.004644;.007222;161;2275
0.02;3;1;0;1;256;2;1;0;3;200;0;1000000;0;2;.000064;NA;.006067;.007351;.007351;.010555;158;1107
0.02;3;1;0;1;256;2;1;0;3;200;50;1000000;0;2;.000149;NA;.012876;.006185;.006184;.008333;163;2824
0.02;3;1;0;1;256;2;1;0;3;200;100;1000000;0;2;.000120;NA;.010606;.005196;.005196;.006666;161;2938
0.02;3;1;0;1;256;2;1;0;3;200;200;1000000;0;2;.000099;NA;.009249;.004758;.004758;.006666;160;2602
0.02;3;1;0;1;256;2;1;0;3;200;1000;1000000;0;2;.000096;NA;.006850;.004764;.004764;.006666;160;1887
0.02;3;1;0;1;256;2;1;0;3;1000;0;1000000;0;2;.000055;NA;.004990;.006733;.006733;.008888;156;1057
0.02;3;1;0;1;256;2;1;0;3;1000;50;1000000;0;2;.000148;NA;.012366;.005987;.005987;.008333;161;2715
0.02;3;1;0;1;256;2;1;0;3;1000;100;1000000;0;2;.000122;NA;.010124;.005173;.005173;.006666;159;2876
0.01;3;1;0;1;256;2;1;0;3;1000;200;1000000;0;2;.000094;NA;.009059;.004786;.004785;.006666;158;2545
0.02;3;1;0;1;256;2;1;0;3;1000;1000;1000000;0;2;.000083;NA;.006740;.004265;.004265;.006111;157;2279
0.02;3;1;0;1;256;2;1;0;5;0;0;1000000;0;2;.000020;NA;.003717;.006928;.006927;.010000;125;706
0.02;3;1;0;1;256;2;1;0;5;0;50;1000000;0;2;.000120;NA;.010830;.009551;.009550;.012222;130;1643
0.02;3;1;0;1;256;2;1;0;5;0;100;1000000;0;2;.000097;NA;.008634;.008047;.008047;.010555;128;1503
0.02;3;1;0;1;256;2;1;0;5;0;200;1000000;0;2;.000078;NA;.006392;.007134;.007134;.009444;127;1237
0.02;3;1;0;1;256;2;1;0;5;0;1000;1000000;0;2;.000057;NA;.004711;.005983;.005983;.007777;126;1100
0.02;3;1;0;1;256;2;1;0;5;50;0;1000000;0;2;.000095;NA;.007607;.009281;.009281;.012777;135;1123
