comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;1;256;2;1;0;5;50;50;1000000;0;2;.000181;NA;.013587;.006013;.006013;.007777;140;3174
0.02;3;1;0;1;256;2;1;0;5;50;100;1000000;0;2;.000146;NA;.012115;.005421;.005421;.007222;138;3114
0.02;3;1;0;1;256;2;1;0;5;50;200;1000000;0;2;.000120;NA;.009809;.004765;.004765;.006666;136;2930
0.02;3;1;0;1;256;2;1;0;5;50;1000;1000000;0;2;.000125;NA;.009211;.004693;.004693;.007222;135;2478
0.02;3;1;0;1;256;2;1;0;5;100;0;1000000;0;2;.000074;NA;.006344;.008577;.008577;.012222;130;972
0.02;3;1;0;1;256;2;1;0;5;100;50;1000000;0;2;.000168;NA;.013193;.005998;.005998;.008333;137;3076
0.02;3;1;0;1;256;2;1;0;5;100;100;1000000;0;2;.000141;NA;.010696;.005098;.005098;.006666;137;2895
0.02;3;1;0;1;256;2;1;0;5;100;200;1000000;0;2;.000128;NA;.009333;.004637;.004637;.006666;132;2668
0.02;3;1;0;1;256;2;1;0;5;100;1000;1000000;0;2;.000111;NA;.007859;.004378;.004378;.006111;130;2485
0.02;3;1;0;1;256;2;1;0;5;200;0;1000000;0;2;.000068;NA;.006022;.007655;.007655;.011111;128;1007
0.02;3;1;0;1;256;2;1;0;5;200;50;1000000;0;2;.000158;NA;.012988;.005945;.005945;.008333;135;3005
0.02;3;1;0;1;256;2;1;0;5;200;100;1000000;0;2;.000139;NA;.010966;.005314;.005314;.007222;130;2880
0.02;3;1;0;1;256;2;1;0;5;200;200;1000000;0;2;.000123;NA;.009203;.004596;.004596;.006111;129;2782
0.01;3;1;0;1;256;2;1;0;5;200;1000;1000000;0;2;.000114;NA;.008048;.004330;.004330;.006111;128;2592
0.02;3;1;0;1;256;2;1;0;5;1000;0;1000000;0;2;.000067;NA;.004880;.006704;.006704;.009444;127;1007
0.02;3;1;0;1;256;2;1;0;5;1000;50;1000000;0;2;.000174;NA;.012043;.006149;.006149;.009444;132;2364
0.02;3;1;0;1;256;2;1;0;5;1000;100;1000000;0;2;.000134;NA;.010102;.005272;.005272;.007222;129;2714
0.02;3;1;0;1;256;2;1;0;5;1000;200;1000000;0;2;.000123;NA;.008217;.004514;.004514;.006111;127;2524
0.02;3;1;0;1;256;2;1;0;5;1000;1000;1000000;0;2;.000117;NA;.007108;.004164;.004164;.006111;126;2278
0.02;3;1;0;5;256;2;1;0;2;0;0;1000000;0;2;0;NA;.001826;.005475;.005475;.006222;128;2661
0.02;3;1;0;5;256;2;1;0;2;0;50;1000000;0;2;.000049;NA;.002422;.005104;.005104;.006222;130;3808
0.02;3;1;0;5;256;2;1;0;2;0;100;1000000;0;2;.000032;NA;.002265;.005137;.005137;.006222;131;3482
0.01;3;1;0;5;256;2;1;0;2;0;200;1000000;0;2;.000025;NA;.002175;.005463;.005463;.006333;127;3230
0.02;3;1;0;5;256;2;1;0;2;0;1000;1000000;0;2;.000025;NA;.002019;.005050;.005050;.006000;126;3406
0.02;3;1;0;5;256;2;1;0;2;50;0;1000000;0;2;.000039;NA;.002579;.005189;.005189;.006333;130;4052
0.01;3;1;0;5;256;2;1;0;2;50;50;1000000;0;2;.000076;NA;.003139;.005455;.005455;.007111;135;4432
0.02;3;1;0;5;256;2;1;0;2;50;100;1000000;0;2;.000059;NA;.002930;.005571;.005571;.007111;132;4085
0.01;3;1;0;5;256;2;1;0;2;50;200;1000000;0;2;.000056;NA;.002863;.005301;.005301;.006777;131;4287
0.01;3;1;0;5;256;2;1;0;2;50;1000;1000000;0;2;.000051;NA;.002716;.005292;.005292;.006666;130;4157
0.02;3;1;0;5;256;2;1;0;2;100;0;1000000;0;2;.000034;NA;.002553;.005184;.005184;.006333;128;4100
0.02;3;1;0;5;256;2;1;0;2;100;50;1000000;0;2;.000070;NA;.002944;.005746;.005746;.007444;133;4275
0.02;3;1;0;5;256;2;1;0;2;100;100;1000000;0;2;.000053;NA;.002834;.005625;.005625;.007111;130;4032
0.02;3;1;0;5;256;2;1;0;2;100;200;1000000;0;2;.000052;NA;.002771;.005799;.005799;.007444;129;4156
0.02;3;1;0;5;256;2;1;0;2;100;1000;1000000;0;2;.000056;NA;.002620;.005504;.005504;.007000;128;3692
0.02;3;1;0;5;256;2;1;0;2;200;0;1000000;0;2;.000031;NA;.002310;.005153;.005153;.006333;128;3592
0.02;3;1;0;5;256;2;1;0;2;200;50;1000000;0;2;.000063;NA;.002879;.005653;.005653;.007333;133;4476
0.02;3;1;0;5;256;2;1;0;2;200;100;1000000;0;2;.000047;NA;.002689;.005460;.005460;.007000;129;4245
0.02;3;1;0;5;256;2;1;0;2;200;200;1000000;0;2;.000053;NA;.002617;.005220;.005220;.006555;129;4129
0.02;3;1;0;5;256;2;1;0;2;200;1000;1000000;0;2;.000054;NA;.002557;.005308;.005308;.006888;127;4224
0.02;3;1;0;5;256;2;1;0;2;1000;0;1000000;0;2;.000029;NA;.002139;.005112;.005112;.006222;126;3386
0.02;3;1;0;5;256;2;1;0;2;1000;50;1000000;0;2;.000062;NA;.002791;.005447;.005447;.007000;130;3845
0.02;3;1;0;5;256;2;1;0;2;1000;100;1000000;0;2;.000047;NA;.002604;.005815;.005815;.007444;127;3660
0.02;3;1;0;5;256;2;1;0;2;1000;200;1000000;0;2;.000056;NA;.002460;.005786;.005786;.007444;128;3478
0.01;3;1;0;5;256;2;1;0;2;1000;1000;1000000;0;2;.000053;NA;.002336;.005499;.005499;.007000;126;3316
0.02;3;1;0;5;256;2;1;0;3;0;0;1000000;0;2;.000004;NA;.001223;.004554;.004554;.006555;156;1725
0.02;3;1;0;5;256;2;1;0;3;0;50;1000000;0;2;.000045;NA;.002059;.004221;.004221;.006222;165;3115
0.02;3;1;0;5;256;2;1;0;3;0;100;1000000;0;2;.000023;NA;.001867;.004122;.004122;.005777;158;3034
0.01;3;1;0;5;256;2;1;0;3;0;200;1000000;0;2;.000014;NA;.001658;.004272;.004272;.006000;157;2595
0.02;3;1;0;5;256;2;1;0;3;0;1000;1000000;0;2;.000015;NA;.001468;.004149;.004149;.005888;155;2366
0.02;3;1;0;5;256;2;1;0;3;50;0;1000000;0;2;.000019;NA;.001934;.004215;.004215;.005777;165;3269
0.02;3;1;0;5;256;2;1;0;3;50;50;1000000;0;2;.000062;NA;.003000;.004531;.004531;.006555;171;4957
0.02;3;1;0;5;256;2;1;0;3;50;100;1000000;0;2;.000042;NA;.002634;.004441;.004441;.005777;167;4911
0.02;3;1;0;5;256;2;1;0;3;50;200;1000000;0;2;.000038;NA;.002478;.004826;.004826;.006666;166;3955
0.02;3;1;0;5;256;2;1;0;3;50;1000;1000000;0;2;.000039;NA;.002276;.004585;.004585;.006555;165;3698
0.02;3;1;0;5;256;2;1;0;3;100;0;1000000;0;2;.000019;NA;.001766;.004311;.004311;.005666;163;2946
0.02;3;1;0;5;256;2;1;0;3;100;50;1000000;0;2;.000058;NA;.002958;.004403;.004403;.006444;166;4936
0.02;3;1;0;5;256;2;1;0;3;100;100;1000000;0;2;.000043;NA;.002614;.004389;.004389;.005777;163;4824
0.02;3;1;0;5;256;2;1;0;3;100;200;1000000;0;2;.000041;NA;.002265;.004616;.004616;4.666666;161;4
