comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     1000        0           2           2                          NA                                                                   0                    3             222
0.02          3                  NA                 0    1        156       14        1         0         7         10000     10000     1000        0           2           2                          NA                                                                   0                    3             233
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     1000        0           2           2                          NA                                                                   0                    3             233
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     4000        0           2           2                          NA                                                                   0                    3             233
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     4000        0           2           2                          NA                                                                   0                    3             233
0.03          3                  NA                 0    1        156       14        1         0         7         10000     10000     4000        0           2           2                          NA                                                                   0                    3             233
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     8000        0           2           2                          NA                                                                   0                    3             316
0.02          3                  NA                 0    1        156       14        1         0         7         10000     10000     8000        0           2           2                          NA                                                                   0                    3             316
0.02          3                  NA                 0    1        156       14        1         0         7         10000     10000     8000        0           2           2                          NA                                                                   0                    3             233
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     12000       0           2           2                          NA                                                                   0                    3             233
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     12000       0           2           2                          NA                                                                   0                    3             237
0.02          3                  NA                 0    1        156       14        1         0         7         10000     10000     12000       0           2           2                          NA                                                                   0                    3             233
0.02          3                  NA                 0    1        156       14        1         0         7         10000     10000     16000       0           2           2                          NA                                                                   0                    3             233
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     16000       0           2           2                          NA                                                                   0                    3             233
0.02          3                  NA                 0    1        156       14        1         0         7         10000     10000     16000       0           2           2                          NA                                                                   0                    3             212
0.02          3                  NA                 0    1        156       14        1         0         7         10000     10000     20000       0           2           2                          NA                                                                   0                    3             250
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     20000       0           2           2                          NA                                                                   0                    3             222
0.01          3                  NA                 0    1        156       14        1         0         7         10000     10000     20000       0           2           2                          NA                                                                   0                    3             225
0.01          3                  NA                 0    1        156       14        1         0         8         10000     10000     1000        0           2           2                          NA                                                                   0                    3             222
0.01          3                  NA                 0    1        156       14        1         0         8         10000     10000     1000        0           2           2                          NA                                                                   0                    3             222
0.03          3                  NA                 0    1        156       14        1         0         8         10000     10000     1000        0           2           2                          NA                                                                   0                    3             262
0.02          3                  NA                 0    1        156       14        1         0         8         10000     10000     4000        0           2           2                          NA                                                                   0                    3             250
0.01          3                  NA                 0    1        156       14        1         0         8         10000     10000     4000        0           2           2                          NA                                                                   0                    3             225
0.03          3                  NA                 0    1        156       14        1         0         8         10000     10000     4000        0           2           2                          NA                                                                   0                    3             233
