comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.28          319                1                  0    1        32        58        1         0         5         10000     10000     1              1           1           0           16            .016159      .000954     .007075           2.896267            2.896263           2.910000             4             0
3.29          317                1                  0    1        32        58        1         0         5         10000     10000     1              1           1           0           16            .015417      .000936     .007199           3.021213            3.021209           3.040000             4             0
3.35          316                1                  0    1        32        58        1         0         5         10000     10000     1              1           1           0           16            .020404      .000937     .007086           3.039888            3.039885           3.060000             4             0
3.30          316                1                  0    1        32        58        1         0         5         10000     10000     1              1           1           0           16            .020642      .000986     .006898           3.048686            3.048683           3.070000             4             0
3.27          317                1                  0    1        32        58        1         0         5         10000     10000     3              1           1           0           16            .028204      .000919     .005162           8.131466            8.131463           8.160000             4             0
3.48          317                1                  0    1        32        58        1         0         5         10000     10000     3              1           1           0           16            .037875      .001149     .005839           8.216867            8.216865           8.260000             4             0
3.43          315                1                  0    1        32        58        1         0         5         10000     10000     3              1           1           0           16            .035909      .001245     .008668           8.174117            8.174111           8.210000             4             0
3.26          317                1                  0    1        32        58        1         0         5         10000     10000     3              1           1           0           16            .027755      .000961     .006698           8.193200            8.193197           8.220000             4             0
3.50          316                1                  0    1        32        58        1         0         5         10000     10000     5              1           1           0           16            .056886      .000898     .006827           13.246550           13.246547          13.300000            4             0
3.34          317                1                  0    1        32        58        1         0         5         10000     10000     5              1           1           0           16            .040690      .000579     .006691           13.257971           13.257969          13.300000            4             0
3.26          317                1                  0    1        32        58        1         0         5         10000     10000     5              1           1           0           16            .046201      .000977     .007934           13.279406           13.279402          13.330000            4             0
3.21          317                1                  0    1        32        58        1         0         5         10000     10000     5              1           1           0           16            .042867      .000944     .007654           13.267434           13.267431          13.310000            4             0
3.46          315                1                  0    1        32        58        1         0         5         10000     10000     7              1           1           0           16            .057270      .000942     .007465           18.370929           18.370926          18.430000            4             0
3.36          316                1                  0    1        32        58        1         0         5         10000     10000     7              1           1           0           16            .061090      .000564     .007387           18.375304           18.375301          18.430000            4             0
3.25          316                1                  0    1        32        58        1         0         5         10000     10000     7              1           1           0           16            .061121      .001064     .009083           18.385061           18.385055          18.450000            4             0
3.25          316                1                  0    1        32        58        1         0         5         10000     10000     7              1           1           0           16            .060953      .000941     .009146           18.471493           18.471491          18.530000            4             0
3.25          321                1                  0    1        32        58        1         0         5         10000     10000     9              1           1           0           16            .083078      .000846     .010673           23.516517           23.516513          23.600000            4             0
3.36          316                1                  0    1        32        58        1         0         5         10000     10000     9              1           1           0           16            .072259      .000926     .011252           23.590544           23.590539          23.660000            4             0
3.45          316                1                  0    1        32        58        1         0         5         10000     10000     9              1           1           0           16            .072519      .000982     .007020           23.594331           23.594329          23.670000            4             0
3.29          315                1                  0    1        32        58        1         0         5         10000     10000     9              1           1           0           16            .067451      .001196     .011000           23.501588           23.501583          23.570000            4             0
3.46          317                1                  0    1        32        58        1         0         5         10000     10000     11             1           1           0           16            .086302      .000939     .008242           28.719853           28.719850          28.810000            4             0
3.54          316                1                  0    1        32        58        1         0         5         10000     10000     11             1           1           0           16            .083841      .000972     .009720           28.643249           28.643245          28.730000            4             0
3.48          316                1                  0    1        32        58        1         0         5         10000     10000     11             1           1           0           16            .087443      .000900     .010103           28.647704           28.647701          28.730000            4             0
3.37          316                1                  0    1        32        58        1         0         5         10000     10000     11             1           1           0           16            .085927      .000981     .008626           28.656080           28.656075          28.740000            4             0
3.20          303                1                  0    1        32        58        1         0         11        10000     10000     1              1           1           0           16            .020172      .001025     .320467           3.057809            3.057806           3.080000             4             10
3.33          302                1                  0    1        32        58        1         0         11        10000     10000     1              1           1           0           16            .015816      .002199     .581661           2.786082            2.786079           2.800000             4             20
3.23          303                1                  0    1        32        58        1         0         11        10000     10000     1              1           1           0           16            .020815      .003882     .665880           2.876633            2.876630           2.900000             4             23
3.21          303                1                  0    1        32        58        1         0         11        10000     10000     1              1           1           0           16            .020017      .000939     .462104           3.028397            3.028395           3.050000             4             15
3.21          302                1                  0    1        32        58        1         0         11        10000     10000     3              1           1           0           16            .033774      .001447     .717673           8.093950            8.093947           8.130000             4             8
3.38          302                1                  0    1        32        58        1         0         11        10000     10000     3              1           1           0           16            .034146      .001191     .642267           8.186774            8.186771           8.220000             4             7
3.38          302                1                  0    1        32        58        1         0         11        10000     10000     3              1           1           0           16            .030244      .003938     .671531           8.203483            8.203478           8.240000             4             8
3.28          302                1                  0    1        32        58        1         0         11        10000     10000     3              1           1           0           16            .027269      .005109     .585183           8.231084            8.231080           8.260000             4             7
3.50          303                1                  0    1        32        58        1         0         11        10000     10000     5              1           1           0           16            .044873      .006408     .683622           13.348611           13.348608          13.400000            4             5
3.43          303                1                  0    1        32        58        1         0         11        10000     10000     5              1           1           0           16            .046838      .011101     .701501           13.352704           13.352701          13.410000            4             5
3.21          302                1                  0    1        32        58        1         0         11        10000     10000     5              1           1           0           16            .047601      .001181     .686346           13.291368           13.291364          13.340000            4             5
3.20          303                1                  0    1        32        58        1         0         11        10000     10000     5              1           1           0           16            .052553      .011475     .703659           13.355330           13.355327          13.420000            4             5
3.28          302                1                  0    1        32        58        1         0         11        10000     10000     7              1           1           0           16            .065579      .000431     .710104           18.417335           18.417333          18.480000            4             3
3.22          301                1                  0    1        32        58        1         0         11        10000     10000     7              1           1           0           16            .059010      .008255     .701700           18.457820           18.457817          18.520000            4             3
3.23          302                1                  0    1        32        58        1         0         11        10000     10000     7              1           1           0           16            .068707      .003452     .714378           18.473894           18.473889          18.540000            4             3
3.25          302                1                  0    1        32        58        1         0         11        10000     10000     7              1           1           0           16            .058192      .008385     .689451           18.418271           18.418268          18.490000            4             3
3.20          302                1                  0    1        32        58        1         0         11        10000     10000     9              1           1           0           16            .069254      .011117     .702395           23.593643           23.593640          23.670000            4             3
3.33          302                1                  0    1        32        58        1         0         11        10000     10000     9              1           1           0           16            .068538      .012103     .703549           23.600246           23.600243          23.680000            4             3
3.27          302                1                  0    1        32        58        1         0         11        10000     10000     9              1           1           0           16            .069434      .010933     .706533           23.599299           23.599294          23.680000            4             3
3.19          304                1                  0    1        32        58        1         0         11        10000     10000     9              1           1           0           16            .069301      .010916     .703683           23.593250           23.593244          23.670000            4             3
3.51          302                1                  0    1        32        58        1         0         11        10000     10000     11             1           1           0           16            .087952      .012510     .709955           28.738496           28.738493          28.840000            4             2
3.20          303                1                  0    1        32        58        1         0         11        10000     10000     11             1           1           0           16            .086195      .011794     .713538           28.731773           28.731770          28.830000            4             2
3.20          302                1                  0    1        32        58        1         0         11        10000     10000     11             1           1           0           16            .081262      .015485     .706421           28.736879           28.736874          28.830000            4             2
3.51          302                1                  0    1        32        58        1         0         11        10000     10000     11             1           1           0           16            .088409      .009137     .710854           28.733650           28.733644          28.830000            4             2
3.50          304                1                  0    1        32        58        1         0         12        10000     10000     1              1           1           0           16            .019577      .001415     .501809           3.084705            3.084702           3.100000             4             16
3.38          303                1                  0    1        32        58        1         0         12        10000     10000     1              1           1           0           16            .020374      .004707     .437271           3.096783            3.096779           3.120000             4             14
3.25          303                1                  0    1        32        58        1         0         12        10000     10000     1              1           1           0           16            .016487      .001055     .694165           3.038976            3.038972           3.060000             4             22
