comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.93          254                1                  0    45       256       2         1         0         8         1000000   1000      12000            1000000     0           0           1             .000639      NA          .002937           .022839             .027965            .028222              186           480
1.94          254                1                  0    45       256       2         1         0         8         1000000   1000      11000            1000000     0           0           1             .000253      NA          .002887           .023388             .029519            .029777              186           451
1.95          253                1                  0    45       256       2         1         0         8         1000000   1000      10000            1000000     0           0           1             .000425      NA          .002777           .025383             .030862            .031111              186           416
1.92          253                1                  0    45       256       2         1         0         8         1000000   1000      9000             1000000     0           0           1             .000529      NA          .002859           .028454             .035888            .036222              186           366
1.94          254                1                  0    45       256       2         1         0         8         1000000   1000      8000             1000000     0           0           1             .000458      NA          .002850           .028847             .036770            .037111              186           356
1.95          252                1                  0    45       256       2         1         0         8         1000000   1000      7000             1000000     0           0           1             .000373      NA          .002795           .033242             .039450            .039555              187           327
1.94          252                1                  0    45       256       2         1         0         8         1000000   1000      6000             1000000     0           0           1             .000431      NA          .002760           .037618             .046167            .046444              187           277
1.93          253                1                  0    45       256       2         1         0         8         1000000   1000      5000             1000000     0           0           1             .000418      NA          .002807           .045958             .054977            .055333              187           235
1.90          254                1                  0    45       256       2         1         0         8         1000000   1000      4000             1000000     0           0           1             .000481      NA          .002790           .057434             .067631            .067777              186           191
1.95          254                1                  0    45       256       2         1         0         8         1000000   1000      3000             1000000     0           0           1             .000431      NA          .002860           .080980             .088717            .089111              186           148
1.94          252                1                  0    45       256       2         1         0         8         1000000   1000      2000             1000000     0           0           1             .000574      NA          .002974           .130751             .136355            .136666              186           101
1.94          252                1                  0    45       256       2         1         0         8         1000000   1000      1000             1000000     0           0           1             .000529      NA          .002852           .232987             .260139            .260444              186           51
1.95          253                1                  0    45       256       2         1         0         9         1000000   1000      12000            1000000     0           0           1             .000958      NA          .006074           .019351             .021867            .022666              247           1252
1.90          253                1                  0    45       256       2         1         0         9         1000000   1000      11000            1000000     0           0           1             .000652      NA          .005838           .021185             .023770            .024444              249           1122
1.94          253                1                  0    45       256       2         1         0         9         1000000   1000      10000            1000000     0           0           1             .001012      NA          .006049           .024062             .026077            .026666              247           1062
1.94          253                1                  0    45       256       2         1         0         9         1000000   1000      9000             1000000     0           0           1             .000815      NA          .005888           .026667             .028884            .029777              247           931
1.93          253                1                  0    45       256       2         1         0         9         1000000   1000      8000             1000000     0           0           1             .000827      NA          .005827           .029655             .032459            .033111              247           828
1.96          254                1                  0    45       256       2         1         0         9         1000000   1000      7000             1000000     0           0           1             .000747      NA          .005863           .034342             .037109            .037555              247           731
1.97          253                1                  0    45       256       2         1         0         9         1000000   1000      6000             1000000     0           0           1             .000893      NA          .005754           .039659             .043155            .043777              247           613
1.94          254                1                  0    45       256       2         1         0         9         1000000   1000      5000             1000000     0           0           1             .000924      NA          .005601           .048434             .051886            .052444              247           503
1.94          253                1                  0    45       256       2         1         0         9         1000000   1000      4000             1000000     0           0           1             .000713      NA          .005639           .060786             .064487            .065111              249           406
1.94          254                1                  0    45       256       2         1         0         9         1000000   1000      3000             1000000     0           0           1             .001045      NA          .005683           .082201             .086155            .087111              247           307
1.96          254                1                  0    45       256       2         1         0         9         1000000   1000      2000             1000000     0           0           1             .000884      NA          .005429           .128674             .129940            .130888              247           203
1.94          253                1                  0    45       256       2         1         0         9         1000000   1000      1000             1000000     0           0           1             .000992      NA          .005451           .245823             .258668            .259111              248           99
1.96          252                1                  0    45       256       2         1         0         10        1000000   1000      12000            1000000     0           0           1             .000482      NA          .003149           .020069             .021826            .022222              157           673
1.94          253                1                  0    45       256       2         1         0         10        1000000   1000      11000            1000000     0           0           1             .000441      NA          .003033           .019479             .023399            .023777              157           604
1.95          254                1                  0    45       256       2         1         0         10        1000000   1000      10000            1000000     0           0           1             .000535      NA          .003099           .021628             .025943            .026444              157           561
1.93          252                1                  0    45       256       2         1         0         10        1000000   1000      9000             1000000     0           0           1             .000520      NA          .003065           .022092             .028594            .029111              156           495
1.93          253                1                  0    45       256       2         1         0         10        1000000   1000      8000             1000000     0           0           1             .000623      NA          .002974           .026211             .032211            .032666              159           431
1.94          253                1                  0    45       256       2         1         0         10        1000000   1000      7000             1000000     0           0           1             .000491      NA          .002941           .028892             .036856            .037111              157           374
1.93          252                1                  0    45       256       2         1         0         10        1000000   1000      6000             1000000     0           0           1             .000480      NA          .002966           .035399             .042863            .043111              157           325
1.94          254                1                  0    45       256       2         1         0         10        1000000   1000      5000             1000000     0           0           1             .000397      NA          .002985           .042086             .051453            .051777              157           272
1.93          254                1                  0    45       256       2         1         0         10        1000000   1000      4000             1000000     0           0           1             .000465      NA          .002962           .051376             .064272            .064666              156           216
1.93          252                1                  0    45       256       2         1         0         10        1000000   1000      3000             1000000     0           0           1             .000596      NA          .003043           .071415             .085867            .086000              157           167
1.93          252                1                  0    45       256       2         1         0         10        1000000   1000      2000             1000000     0           0           1             .000620      NA          .003247           .119774             .129084            .129555              157           119
1.93          253                1                  0    45       256       2         1         0         10        1000000   1000      1000             1000000     0           0           1             .000606      NA          .003075           .203643             .257303            .258000              157           56
1.93          253                1                  0    45       256       2         1         0         11        1000000   1000      12000            1000000     0           0           1             .000348      NA          .003207           .024110             .029451            .029777              157           509
1.95          253                1                  0    45       256       2         1         0         11        1000000   1000      11000            1000000     0           0           1             .000301      NA          .003328           .023726             .028370            .028666              156           543
1.93          252                1                  0    45       256       2         1         0         11        1000000   1000      10000            1000000     0           0           1             .000351      NA          .003239           .023031             .028574            .028888              157           525
1.93          254                1                  0    45       256       2         1         0         11        1000000   1000      9000             1000000     0           0           1             .000408      NA          .003298           .024647             .029800            .030000              161           517
1.95          254                1                  0    45       256       2         1         0         11        1000000   1000      8000             1000000     0           0           1             .000579      NA          .003263           .022785             .028162            .028444              157           537
1.92          253                1                  0    45       256       2         1         0         11        1000000   1000      7000             1000000     0           0           1             .000468      NA          .003178           .023291             .028659            .028888              156           519
1.94          253                1                  0    45       256       2         1         0         11        1000000   1000      6000             1000000     0           0           1             .000482      NA          .003274           .024300             .029190            .029555              156           523
1.94          253                1                  0    45       256       2         1         0         11        1000000   1000      5000             1000000     0           0           1             .000460      NA          .003250           .024208             .029167            .029555              156           515
1.94          253                1                  0    45       256       2         1         0         11        1000000   1000      4000             1000000     0           0           1             .000543      NA          .003278           .023805             .029164            .029555              156           521
1.93          253                1                  0    45       256       2         1         0         11        1000000   1000      3000             1000000     0           0           1             .000345      NA          .003226           .023428             .029111            .029333              156           515
1.95          253                1                  0    45       256       2         1         0         11        1000000   1000      2000             1000000     0           0           1             .000287      NA          .003373           .023860             .028587            .028888              156           547
1.93          253                1                  0    45       256       2         1         0         11        1000000   1000      1000             1000000     0           0           1             .000329      NA          .003188           .022873             .028588            .028888              156           522
1.94          254                1                  0    45       256       2         1         0         12        1000000   1000      12000            1000000     0           0           1             .000313      NA          .002212           .028846             .030892            .031111              125           333
1.91          252                1                  0    45       256       2         1         0         12        1000000   1000      11000            1000000     0           0           1             .000496      NA          .002088           .024149             .028296            .028666              125           342
1.94          254                1                  0    45       256       2         1         0         12        1000000   1000      10000            1000000     0           0           1             .000421      NA          .002077           .024850             .030322            .030666              126           318
1.93          252                1                  0    45       256       2         1         0         12        1000000   1000      9000             1000000     0           0           1             .000398      NA          .001980           .024812             .032509            9.333333             125           0
