comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.88;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.040478;NA;.044342;.095626;.095613;.140000;9;59
4.07;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.040645;NA;.042416;.094390;.094378;.130000;7;58
4.46;355;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.039517;NA;.043794;.069766;.069760;.110000;9;75
4.04;355;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.039454;NA;.043456;.201503;.201498;.240000;7;33
4.01;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.040396;NA;.042920;.243560;.243555;.280000;9;28
3.84;356;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.037860;NA;.045367;.097668;.097655;.140000;9;61
3.92;357;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.040385;NA;.044450;.088266;.088255;.130000;9;62
3.97;355;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.055390;NA;.048642;.091170;.091158;.140000;9;57
3.96;355;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.040859;NA;.045260;.075916;.075911;.120000;9;71
3.92;355;1;0;1;32;521;1;0;5;10000;10000;0;25000;500;0;0;0;1;.049682;NA;.049780;.103476;.103465;.150000;9;55
3.96;356;1;0;1;32;521;1;0;5;10000;10000;0;10000;500;0;0;0;1;.040128;NA;.044574;.133469;.133456;.170000;9;47
3.87;356;1;0;1;32;521;1;0;5;10000;10000;0;10000;500;0;0;0;1;.039831;NA;.043603;.082585;.082573;.120000;9;64
4.02;355;1;0;1;32;521;1;0;5;10000;10000;0;10000;500;0;0;0;1;.034864;NA;.039740;.091019;.091013;.120000;9;56
