comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.35;226;1;0;15;256;2;1;0;2;0;0;1000000000;0;0;;NA;;;;1.748666;91557;1332
1.35;226;1;0;15;256;2;1;0;3;0;0;1000000000;0;0;.013228;NA;1.151605;1.293935;1.293935;2.556000;61038;1111
1.35;227;1;0;15;256;2;1;0;4;0;0;1000000000;0;0;.018730;NA;1.031797;1.041441;1.041441;3.249333;91555;1057
1.33;226;1;0;15;256;2;1;0;5;0;0;1000000000;0;0;.008381;NA;.775417;.837551;.837551;2.629333;91555;972
1.33;225;1;0;15;256;2;1;0;6;0;0;1000000000;0;0;.000004;NA;.427037;.427061;.427061;.442666;30520;1476
1.34;225;1;0;25;256;2;1;0;2;0;0;1000000000;0;0;;NA;;;;1.233600;91556;1884
1.35;226;1;0;25;256;2;1;0;3;0;0;1000000000;0;0;.005031;NA;.447688;.505859;.505859;1.655600;61038;1505
1.36;225;1;0;25;256;2;1;0;4;0;0;1000000000;0;0;.006870;NA;.376584;.383001;.383001;1.980000;91555;1366
1.33;226;1;0;25;256;2;1;0;5;0;0;1000000000;0;0;.003136;NA;.302399;.330605;.330605;1.714400;91555;1284
1.33;226;1;0;25;256;2;1;0;6;0;0;1000000000;0;0;.000001;NA;.276408;.285653;.285653;.449600;30520;2156
1.33;225;1;0;35;256;2;1;0;2;0;0;1000000000;0;0;.001248;NA;.028199;.029437;.029437;12.000000;93402;175
