comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.36          230                1                  0    1        256       2         1         0         1         0         0         1500             1000000     0           0           0             0.002787     NA          0.131142          0.256778            0.256777           0.26                 186           50
1.38          229                1                  0    1        256       2         1         0         1         0         0         1000             1000000     0           0           0             0.002710     NA          0.130170          0.333587            0.333586           0.34                 186           39
1.37          229                1                  0    1        256       2         1         0         1         0         0         500              1000000     0           0           0             0.002810     NA          0.131122          0.602975            0.602974           0.61                 186           22
1.38          229                1                  0    1        256       2         1         0         2         0         0         1500             1000000     0           0           0             0.000017     NA          0.078807          0.221207            0.221206           0.23                 125           35
1.38          230                1                  0    1        256       2         1         0         2         0         0         1000             1000000     0           0           0             0.000009     NA          0.050555          0.305855            0.305854           0.31                 125           16
1.35          229                1                  0    1        256       2         1         0         2         0         0         500              1000000     0           0           0             0.000018     NA          0.082536          0.565756            0.565754           0.58                 125           14
1.33          228                1                  0    1        256       2         1         0         3         0         0         1500             1000000     0           0           0             0.000017     NA          0.067477          0.279204            0.279202           0.28                 64            24
1.37          231                1                  0    1        256       2         1         0         3         0         0         1000             1000000     0           0           0             0.000017     NA          0.069531          0.365882            0.365881           0.37                 64            19
1.38          229                1                  0    1        256       2         1         0         3         0         0         500              1000000     0           0           0             0.000020     NA          0.066501          0.623215            0.623214           0.63                 64            11
1.36          230                1                  0    1        256       2         1         0         5         0         0         1500             1000000     0           0           0             0.000017     NA          0.067655          0.274671            0.274669           0.28                 95            25
1.37          228                1                  0    1        256       2         1         0         5         0         0         1000             1000000     0           0           0             0.000018     NA          0.069945          0.338672            0.338670           0.34                 95            21
1.34          230                1                  0    1        256       2         1         0         5         0         0         500              1000000     0           0           0             0.000016     NA          0.069935          0.619195            0.619194           0.62                 95            11
1.43          232                1                  0    1        256       2         1         0         8         0         0         1500             1000000     0           0           0             0.002720     NA          0.167616          0.398314            0.398312           0.41                 278           42
1.44          231                1                  0    1        256       2         1         0         8         0         0         1000             1000000     0           0           0             0.002729     NA          0.166487          0.465445            0.465444           0.47                 278           36
1.40          232                1                  0    1        256       2         1         0         8         0         0         500              1000000     0           0           0             0.002799     NA          0.164312          0.759778            0.759777           0.77                 278           22
1.41          230                1                  0    1        256       2         1         0         9         0         0         1500             1000000     0           0           0             0.000019     NA          0.010148          0.009113            0.009112           0.01                 34            77
1.40          231                1                  0    1        256       2         1         0         9         0         0         1000             1000000     0           0           0             0.000019     NA          0.009275          0.008373            0.008372           0.01                 34            76
1.41          230                1                  0    1        256       2         1         0         9         0         0         500              1000000     0           0           0             0.000020     NA          0.009647          0.009131            0.009129           0.02                 34            56
1.41          231                1                  0    1        256       2         1         0         10        0         0         1500             1000000     0           0           0             0.001090     NA          0.121448          0.497598            0.497597           0.50                 247           24
1.42          232                1                  0    1        256       2         1         0         10        0         0         1000             1000000     0           0           0             0.002819     NA          0.154307          0.700064            0.700063           0.71                 247           22
1.43          231                1                  0    1        256       2         1         0         10        0         0         500              1000000     0           0           0             0.002748     NA          0.150388          1.213468            1.213466           1.22                 247           12
1.42          231                1                  0    1        256       2         1         0         11        0         0         1500             1000000     0           0           0             0.001560     NA          0.168575          0.727251            0.727250           0.74                 278           23
1.37          231                1                  0    1        256       2         1         0         11        0         0         1000             1000000     0           0           0             0.001637     NA          0.153461          0.982365            0.982364           0.99                 278           16
1.41          233                1                  0    1        256       2         1         0         11        0         0         500              1000000     0           0           0             0.000629     NA          0.183335          1.772887            1.772886           1.79                 278           10
1.44          232                1                  0    1        256       2         1         0         12        0         0         1500             1000000     0           0           0             0.002837     NA          0.165168          0.380357            0.380356           0.39                 247           43
1.40          236                1                  0    1        256       2         1         0         12        0         0         1000             1000000     0           0           0             0.002743     NA          0.170394          0.485728            0.485727           0.50                 247           35
1.44          232                1                  0    1        256       2         1         0         12        0         0         500              1000000     0           0           0             0.002837     NA          0.164226          0.741055            0.741053           0.75                 247           22
