comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.19;278;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000571;NA;.007342;.030253;.038416;.038750;156;467
2.18;278;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000415;NA;.006520;.028052;.035275;.035833;156;453
2.21;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000543;NA;.006942;.030881;.037614;.037916;156;451
2.20;278;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000525;NA;.007234;.032083;.038297;.038750;156;462
2.22;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000636;NA;.006993;.037376;.046276;.047083;158;370
2.22;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000578;NA;.006942;.039583;.048074;.048750;156;354
2.17;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000415;NA;.006587;.037935;.045873;.046250;156;353
2.20;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000416;NA;.007076;.039827;.047925;.048333;156;361
2.22;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000750;NA;.007412;.057499;.069658;.070416;156;260
2.19;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000843;NA;.007662;.055881;.068757;.069583;156;272
2.17;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000798;NA;.007318;.059379;.067090;.067916;156;266
2.21;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000410;NA;.006957;.058091;.067345;.067916;156;254
2.20;280;1;0;24;256;2;1;0;8;10000;10000;2000;1000000;0;0;2;.000414;NA;.006954;.115318;.131132;.131666;156;131
2.21;279;1;0;24;256;2;1;0;8;10000;10000;2000;1000000;0;0;2;.000845;NA;.007754;.115038;.131425;.132500;157;145
2.18;280;1;0;24;256;2;1;0;8;10000;10000;2000;1000000;0;0;2;.000847;NA;.007346;.115117;.131434;.132500;156;138
2.20;278;1;0;24;256;2;1;0;8;10000;10000;2000;1000000;0;0;2;.000621;NA;.006993;.116600;.131285;.131666;156;131
2.15;278;1;0;24;256;2;1;0;8;10000;10000;1000;1000000;0;0;2;.000800;NA;.007698;.248987;.260150;.260416;156;73
2.19;278;1;0;24;256;2;1;0;8;10000;10000;1000;1000000;0;0;2;.001149;NA;.007822;.245575;.260218;.260833;156;75
2.20;279;1;0;24;256;2;1;0;8;10000;10000;1000;1000000;0;0;2;.000794;NA;.008038;.245213;.260392;.261250;156;75
2.21;279;1;0;24;256;2;1;0;8;10000;10000;1000;1000000;0;0;2;.000890;NA;.007847;.246293;.260522;.260833;156;74
2.20;279;1;0;24;256;2;1;0;9;10000;10000;8000;1000000;0;0;2;.001876;NA;.013217;.030260;.032365;.033750;275;965
2.22;279;1;0;24;256;2;1;0;9;10000;10000;8000;1000000;0;0;2;.001260;NA;.012912;.030560;.032639;.033333;264;958
2.22;280;1;0;24;256;2;1;0;9;10000;10000;8000;1000000;0;0;2;.000856;NA;.013337;.030207;.032525;.033333;267;994
2.21;279;1;0;24;256;2;1;0;9;10000;10000;8000;1000000;0;0;2;.001274;NA;.013213;.031119;.033662;.034166;269;952
2.18;280;1;0;24;256;2;1;0;9;10000;10000;6000;1000000;0;0;2;.001553;NA;.013194;.040247;.043132;.044583;264;731
2.23;279;1;0;24;256;2;1;0;9;10000;10000;6000;1000000;0;0;2;.001147;NA;.013104;.039272;.043149;.044166;267;739
2.20;278;1;0;24;256;2;1;0;9;10000;10000;6000;1000000;0;0;2;.001278;NA;.013362;.039813;.043267;.044583;268;741
2.19;280;1;0;24;256;2;1;0;9;10000;10000;6000;1000000;0;0;2;.001180;NA;.013415;.040473;.043336;.044166;266;751
2.22;279;1;0;24;256;2;1;0;9;10000;10000;4000;1000000;0;0;2;.000841;NA;.013165;.059998;.064528;.065000;270;498
2.16;279;1;0;24;256;2;1;0;9;10000;10000;4000;1000000;0;0;2;.001701;NA;.013013;.059646;.064276;.065833;266;490
2.15;279;1;0;24;256;2;1;0;9;10000;10000;4000;1000000;0;0;2;.001312;NA;.013025;.059880;.064688;.065833;272;493
2.21;282;1;0;24;256;2;1;0;9;10000;10000;4000;1000000;0;0;2;.000954;NA;.013076;.061508;.064607;.065416;267;498
2.15;278;1;0;24;256;2;1;0;9;10000;10000;2000;1000000;0;0;2;.001600;NA;.012894;.122457;.128499;.130000;269;245
2.16;278;1;0;24;256;2;1;0;9;10000;10000;2000;1000000;0;0;2;.001200;NA;.012851;.121558;.128927;.129583;272;246
2.22;280;1;0;24;256;2;1;0;9;10000;10000;2000;1000000;0;0;2;.001387;NA;.013053;.123921;.128731;.130000;270;250
2.23;279;1;0;24;256;2;1;0;9;10000;10000;2000;1000000;0;0;2;.001243;NA;.013027;.123714;.129050;.130416;271;249
2.18;279;1;0;24;256;2;1;0;9;10000;10000;1000;1000000;0;0;2;.001512;NA;.013074;.252792;.257804;.259166;274;125
2.23;279;1;0;24;256;2;1;0;9;10000;10000;1000;1000000;0;0;2;.001030;NA;.013097;.256317;.257829;.259166;274;126
2.21;278;1;0;24;256;2;1;0;9;10000;10000;1000;1000000;0;0;2;.001439;NA;.013429;.256637;.258243;.259583;274;128
2.18;279;1;0;24;256;2;1;0;9;10000;10000;1000;1000000;0;0;2;.001500;NA;.013163;.256817;.258112;.260000;271;126
2.15;279;1;0;24;256;2;1;0;10;10000;10000;8000;1000000;0;0;2;.000473;NA;.007464;.028027;.033437;.034166;114;551
2.17;279;1;0;24;256;2;1;0;10;10000;10000;8000;1000000;0;0;2;.000852;NA;.007576;.028011;.033363;.034166;116;552
2.21;279;1;0;24;256;2;1;0;10;10000;10000;8000;1000000;0;0;2;.000559;NA;.007671;.028205;.033708;.034583;114;559
2.17;280;1;0;24;256;2;1;0;10;10000;10000;8000;1000000;0;0;2;.000663;NA;.007813;.028552;.033549;.034166;115;574
2.21;279;1;0;24;256;2;1;0;10;10000;10000;6000;1000000;0;0;2;.000471;NA;.007560;.037986;.044110;.044583;117;425
2.18;279;1;0;24;256;2;1;0;10;10000;10000;6000;1000000;0;0;2;.000559;NA;.007392;.038008;.044514;.045000;117;414
2.16;279;1;0;24;256;2;1;0;10;10000;10000;6000;1000000;0;0;2;.000630;NA;.007446;.037630;.044132;.044583;116;415
2.20;279;1;0;24;256;2;1;0;10;10000;10000;6000;1000000;0;0;2;.000560;NA;.007461;.036915;.044089;.044583;115;420
2.17;280;1;0;24;256;2;1;0;10;10000;10000;4000;1000000;0;0;2;.000525;NA;.007497;.057546;.065629;.066250;117;285
2.22;278;1;0;24;256;2;1;0;10;10000;10000;4000;1000000;0;0;2;.000475;NA;.007643;.057552;.065463;.066250;116;290
2.20;279;1;0;24;256;2;1;0;10;10000;10000;4000;1000000;0;0;2;.000566;NA;.007755;.059170;.065632;.066250;117;294
2.22;279;1;0;24;256;2;1;0;10;10000;10000;4000;1000000;0;0;2;.000608;NA;.007609;.058588;.065552;.066250;118;288
2.22;278;1;0;24;256;2;1;0;10;10000;10000;2000;1000000;0;0;2;.000480;NA;.007785;.103387;.129998;.130416;118;150
2.19;278;1;0;24;256;2;1;0;10;10000;10000;2000;1000000;0;0;2;.001174;NA;.008059;.104275;.129933;.130833;117;154
2.18;279;1;0;24;256;2;1;0;10;10000;10000;2000;1000000;0;0;2;.000902;NA;.008126;.103711;.130003;.130833;119;155
2.22;279;1;0;24;256;2;1;0;10;10000;10000;2000;1000000;0;0;2;.000601;NA;.007861;.108471;.130145;.130833;118;150
2.16;279;1;0;24;256;2;1;0;10;10000;10000;1000;1000000;0;0;2;.000467;NA;.008305;.233606;.258843;.259583;118;80
2.20;279;1;0;24;256;2;1;0;10;10000;10000;1000;1000000;0;0;2;.000690;NA;.008500;.235950;.258986;.260000;117;82
2.17;280;1;0;24;256;2;1;0;10;10000;10000;1000;1000000;0;0;2;.000476;NA;.008116;.230557;.258856;.259583;119;78
2.22;280;1;0;24;256;2;1;0;10;10000;10000;1000;1000000;0;0;2;.000768;NA;.008339;.228041;.258984;.260000;117;80
2.17;279;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000961;NA;.009590;.023940;.027878;.028750;93;815
2.19;279;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000871;NA;.009231;.022394;.028194;.029166;93;775
2.19;278;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000967;NA;.009877;.023899;.028571;.029166;93;821
2.16;278;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000446;NA;.008492;.018824;.025407;.025833;93;811
2.16;279;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000447;NA;.008572;.019527;.026472;.027083;93;784
2.21;280;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000660;NA;.008870;.020647;.027950;.028750;91;760
2.21;279;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000563;NA;.008868;.022029;.028965;.029583;104;739
2.22;279;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000444;NA;.008976;.020596;.027363;.027916;98;793
2.19;279;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000443;NA;.009048;.020870;.026513;.027083;92;820
2.20;279;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000883;NA;.009194;.021838;.027549;.028333;93;799
2.19;279;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000871;NA;.009160;.020723;.027160;.027916;92;798
2.16;279;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000448;NA;.008974;.022764;.028829;.029583;92;750
2.21;279;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000914;NA;.009162;.022019;.028748;.029583;93;761
2.14;279;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000790;NA;.009181;.021551;.028548;.029166;93;766
2.19;280;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000445;NA;.009044;.020548;.027195;.027916;92;801
2.21;279;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000587;NA;.009096;.022323;.027239;.027500;92;807
2.21;279;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000946;NA;.008409;.019699;.025848;.026250;93;786
2.23;280;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000448;NA;.009203;.022975;.029038;.029583;92;765
2.23;278;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000450;NA;.008886;.021510;.027256;.027916;93;787
2.15;280;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000870;NA;.009329;.022234;.027973;.028750;92;789
2.17;278;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000619;NA;.006344;.030364;.034128;.034583;91;456
2.17;278;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000974;NA;.006621;.030196;.034042;.035000;86;471
2.20;278;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000963;NA;.006729;.031090;.034172;.035000;93;476
2.16;279;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000581;NA;.006314;.031123;.034142;.034583;89;454
2.17;279;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000419;NA;.006155;.040774;.044750;.045000;86;341
2.16;279;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000636;NA;.006303;.040639;.044807;.045416;89;346
2.21;279;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000417;NA;.006308;.039831;.044930;.045416;88;348
2.19;278;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000586;NA;.006236;.041500;.045092;.045416;90;342
2.20;279;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000419;NA;.006187;.060689;.066360;.066666;85;231
2.16;278;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000416;NA;.006268;.061271;.066102;.066666;89;234
2.21;280;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000838;NA;.006732;.061568;.066160;.067083;86;248
2.16;279;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000963;NA;.006442;.062247;.066283;.067083;83;238
2.21;279;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.000948;NA;.006468;.115963;.130632;.131666;86;122
2.17;279;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.000417;NA;.006460;.117415;.130657;.131250;86;123
2.20;279;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.000841;NA;.006748;.115697;.130647;.131666;86;127
2.21;279;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.000415;NA;.006594;.112329;.130423;.130833;88;125
2.18;279;1;0;24;256;2;1;0;12;10000;10000;1000;1000000;0;0;2;.000526;NA;.006942;.247084;.259421;.260000;85;66
2.18;279;1;0;24;256;2;1;0;12;10000;10000;1000;1000000;0;0;2;.000846;NA;.007076;.252671;.259542;.260416;94;67
2.21;279;1;0;24;256;2;1;0;12;10000;10000;1000;1000000;0;0;2;.000523;NA;.006776;.255155;.259510;.260000;86;64
2.21;279;1;0;24;256;2;1;0;12;10000;10000;1000;1000000;0;0;2;.000414;NA;.006781;.248380;.259498;.260000;94;65
