comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.24;262;1;0;1;32;22;1;0;5;10000;10000;10;50;0;0;16;.029388;NA;.002118;.031716;.031711;.060000;4;10
2.13;265;1;0;1;32;22;1;0;5;10000;10000;10;50;1;0;16;.069760;.000821;.001303;.016075;.016069;.090000;4;11
2.21;261;1;0;1;32;22;1;0;5;10000;10000;10;50;0;0;16;.033596;NA;.001957;.037258;.037254;.070000;4;10
2.23;264;1;0;1;32;22;1;0;5;10000;10000;10;50;1;0;16;.074078;.000356;.001303;.037234;.037230;.110000;4;8
2.15;262;1;0;1;32;22;1;0;5;10000;10000;10;50;0;0;16;.028706;NA;.001819;.037587;.037582;.070000;4;9
2.17;265;1;0;1;32;22;1;0;5;10000;10000;10;50;1;0;16;.080106;.000459;.001639;.031212;.031207;.110000;4;7
2.20;262;1;0;1;32;22;1;0;5;10000;10000;10;50;0;0;16;.032269;NA;.002118;.040974;.040969;.070000;4;6
2.12;264;1;0;1;32;22;1;0;5;10000;10000;10;50;1;0;16;.073403;.000425;.001246;.014107;.014101;.090000;4;7
2.06;262;1;0;1;32;22;1;0;5;10000;10000;10;50;0;0;16;.035261;NA;.001912;.043120;.043116;.080000;4;9
2.32;263;1;0;1;32;22;1;0;5;10000;10000;10;50;1;0;16;.071626;.000415;.001231;.009009;.009004;.080000;4;8
2.26;262;1;0;1;32;22;1;0;5;10000;10000;20;50;0;0;16;.063664;NA;.001798;.057471;.057466;.120000;4;4
2.02;264;1;0;1;32;22;1;0;5;10000;10000;20;50;1;0;16;.139395;.000829;.001273;.005518;.005514;.150000;4;7
