comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
4.15;355;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.165515;NA;.154901;.153732;.153710;.320000;34;98
3.91;355;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.165052;NA;.156018;.155532;.155526;.320000;34;98
3.74;355;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.159260;NA;.108510;.151980;.151972;.310000;35;71
3.86;356;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.160226;NA;.109861;.149889;.149880;.310000;35;73
4.21;355;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.163430;NA;.155649;.154342;.154329;.320000;35;98
3.79;356;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.163885;NA;.111067;.146678;.146670;.310000;39;77
4.08;356;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.164208;NA;.154565;.153179;.153165;.320000;35;99
3.81;356;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.163739;NA;.156836;.155711;.155696;.320000;34;99
3.78;357;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.163888;NA;.155279;.154154;.154140;.320000;35;98
3.84;356;1;0;1;32;519;1;0;5;10000;10000;0;25000;10000;0;0;0;1;.169131;NA;.154462;.153221;.153208;.320000;35;97
3.96;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.164796;NA;.143808;.150136;.150123;.320000;37;96
4.24;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.163400;NA;.155843;.154671;.154657;.320000;34;99
3.93;357;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.162103;NA;.153651;.152524;.152501;.320000;35;98
4.09;355;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.169117;NA;.154398;.153424;.153409;.320000;34;97
4.01;357;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.163798;NA;.156305;.158142;.158128;.320000;34;97
3.84;355;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.164744;NA;.142275;.141176;.141161;.310000;37;98
3.82;355;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.163073;NA;.155657;.154480;.154458;.320000;35;98
3.85;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.162806;NA;.154118;.153016;.152994;.320000;34;99
3.84;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.158411;NA;.109396;.111692;.111684;.270000;35;81
3.85;356;1;0;1;32;519;1;0;5;10000;10000;0;10000;10000;0;0;0;1;.172988;NA;.136310;.153201;.153187;.320000;35;90
3.94;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.122121;NA;.108085;.107326;.107316;.230000;36;97
4.04;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.164348;NA;.109514;.110211;.110203;.270000;35;80
3.92;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.164172;NA;.109758;.146683;.146672;.310000;35;80
3.70;357;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.163533;NA;.155855;.154480;.154474;.320000;35;99
3.78;355;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.162662;NA;.155935;.154618;.154603;.320000;35;99
3.88;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.163997;NA;.155555;.154412;.154398;.320000;34;98
3.97;355;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.168029;NA;.109679;.149995;.149988;.320000;37;71
3.92;357;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.163741;NA;.153861;.152531;.152524;.320000;35;99
3.96;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.172177;NA;.109883;.149999;.149980;.320000;34;70
4.01;356;1;0;1;32;519;1;0;5;10000;10000;0;1000;10000;0;0;0;1;.164016;NA;.155661;.154256;.154251;.320000;34;98
3.79;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.168089;NA;.153722;.153381;.153375;.320000;34;97
3.79;357;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.164405;NA;.155461;.154212;.154199;.320000;35;98
3.92;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.164818;NA;.136366;.153331;.153318;.320000;35;93
3.90;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.164632;NA;.109769;.149647;.149638;.310000;35;72
4.06;355;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.172652;NA;.155612;.154556;.154543;.330000;34;95
3.80;355;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.169104;NA;.110313;.150521;.150513;.320000;37;69
4.05;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.162795;NA;.149187;.147952;.147946;.310000;34;99
4.00;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.164506;NA;.156050;.155319;.155306;.320000;34;98
3.95;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.163578;NA;.156176;.154930;.154917;.320000;35;98
3.94;356;1;0;1;32;519;1;0;5;10000;10000;0;100;10000;0;0;0;1;.163953;NA;.155821;.154565;.154552;.320000;36;99
