comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
8.70          508                1                  0    1        32        271       1         1         5         10000     10000     0              25000            1           0           0           2               1             .224900      NA          .744556           5.909938            5.909933           6.140000             299           15
8.74          509                1                  0    1        32        271       1         1         5         10000     10000     0              25000            1           0           0           5               1             1.226282     NA          .481042           13.753983           13.753971          14.980000            236           4
8.44          509                1                  0    1        32        74        1         0         5         10000     10000     0              25000            1           0           0           1               1             .158273      NA          .556092           7.590074            7.590061           7.750000             173           9
8.50          510                1                  0    1        32        74        1         0         5         10000     10000     0              25000            1           0           0           2               1             .146847      NA          .536605           9.771380            9.771374           9.920000             149           6
8.61          509                1                  0    1        32        74        1         0         5         10000     10000     0              25000            1           0           0           5               1             .150933      NA          .542430           20.597161           20.597148          20.750000            194           3
8.62          509                1                  0    1        32        74        1         1         5         10000     10000     0              25000            1           0           0           1               1             .149048      NA          .649889           2.052144            2.052124           2.200000             153           36
8.45          508                1                  0    1        32        74        1         1         5         10000     10000     0              25000            1           0           0           2               1             .148111      NA          .509549           2.446215            2.446212           2.600000             177           25
8.63          509                1                  0    1        32        74        1         1         5         10000     10000     0              25000            1           0           0           5               1             1.159640     NA          .618820           7.395675            7.395654           8.560000             158           9
8.60          508                1                  0    1        32        174       1         0         5         10000     10000     0              25000            1           0           0           1               1             1.157770     NA          .563726           .850044             .850022            2.010000             146           35
8.82          509                1                  0    1        32        174       1         0         5         10000     10000     0              25000            1           0           0           2               1             1.167698     NA          .548975           1.480503            1.480483           2.650000             151           26
8.63          507                1                  0    1        32        174       1         0         5         10000     10000     0              25000            1           0           0           5               1             .160958      NA          .641272           3.721808            3.721786           3.890000             209           20
8.69          508                1                  0    1        32        174       1         1         5         10000     10000     0              25000            1           0           0           1               1             1.160975     NA          .640760           .720886             .720878            1.880000             183           41
8.68          507                1                  0    1        32        174       1         1         5         10000     10000     0              25000            1           0           0           2               1             .154737      NA          .589100           .961533             .961517            1.120000             147           65
8.75          508                1                  0    1        32        174       1         1         5         10000     10000     0              25000            1           0           0           5               1             1.155095     NA          .422809           2.566643            2.566630           3.730000             172           15
8.40          508                1                  0    1        32        274       1         0         5         10000     10000     0              25000            1           0           0           1               1             .153443      NA          .408512           3.540728            3.540716           3.700000             209           15
8.57          509                1                  0    1        32        274       1         0         5         10000     10000     0              25000            1           0           0           2               1             1.161386     NA          .558540           1.682330            1.682309           2.850000             154           25
8.48          508                1                  0    1        32        274       1         0         5         10000     10000     0              25000            1           0           0           5               1             .153767      NA          .643877           5.262545            5.262532           5.420000             206           14
8.46          509                1                  0    1        32        274       1         1         5         10000     10000     0              25000            1           0           0           1               1             .149931      NA          .621326           .837046             .837030            .990000              146           77
8.65          508                1                  0    1        32        274       1         1         5         10000     10000     0              25000            1           0           0           2               1             1.122999     NA          .379139           1.442873            1.442868           2.570000             146           19
8.64          508                1                  0    1        32        274       1         1         5         10000     10000     0              25000            1           0           0           5               1             .152507      NA          .644926           3.220161            3.220148           3.380000             181           23
