comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.95          266                1                  0    40       256       2         1         0         11        10000     10000     1000             10000000    0           0           2             .002483      NA          .056977           .202230             .255939            .257750              907           904
1.98          267                1                  0    40       256       2         1         0         12        10000     10000     12000            10000000    0           0           2             .002298      NA          .038458           .205659             .229508            .231000              873           684
1.94          267                1                  0    40       256       2         1         0         12        10000     10000     12000            10000000    0           0           2             .002264      NA          .038599           .203972             .228990            .230250              893           689
1.99          267                1                  0    40       256       2         1         0         12        10000     10000     12000            10000000    0           0           2             .002279      NA          .038032           .198747             .228407            .230250              861           681
1.95          266                1                  0    40       256       2         1         0         12        10000     10000     10000            10000000    0           0           2             .002193      NA          .037760           .239265             .272023            .273250              847           568
1.93          266                1                  0    40       256       2         1         0         12        10000     10000     10000            10000000    0           0           2             .002546      NA          .038142           .243574             .271531            .273750              883           571
1.98          267                1                  0    40       256       2         1         0         12        10000     10000     10000            10000000    0           0           2             .002427      NA          .038042           .246894             .271776            .273500              867           573
1.93          266                1                  0    40       256       2         1         0         12        10000     10000     8000             10000000    0           0           2             .002443      NA          .037579           .306779             .335706            .337500              870           460
1.91          266                1                  0    40       256       2         1         0         12        10000     10000     8000             10000000    0           0           2             .002464      NA          .037878           .305755             .336121            .338250              880           460
1.92          266                1                  0    40       256       2         1         0         12        10000     10000     8000             10000000    0           0           2             .002318      NA          .037540           .305721             .335584            .337250              808           460
1.97          267                1                  0    40       256       2         1         0         12        10000     10000     6000             10000000    0           0           2             .002696      NA          .037670           .410562             .443820            .445500              852           348
2.00          266                1                  0    40       256       2         1         0         12        10000     10000     6000             10000000    0           0           2             .002481      NA          .037349           .408384             .443306            .445250              842           344
1.95          267                1                  0    40       256       2         1         0         12        10000     10000     6000             10000000    0           0           2             .002567      NA          .037655           .405830             .443344            .445250              832           348
1.92          267                1                  0    40       256       2         1         0         12        10000     10000     4000             10000000    0           0           2             .002275      NA          .038652           .584578             .657174            .659000              871           241
1.95          266                1                  0    40       256       2         1         0         12        10000     10000     4000             10000000    0           0           2             .002250      NA          .038124           .577611             .657970            .659750              850           238
1.94          267                1                  0    40       256       2         1         0         12        10000     10000     4000             10000000    0           0           2             .002633      NA          .038437           .580610             .658138            .660000              870           239
1.98          266                1                  0    40       256       2         1         0         12        10000     10000     2000             10000000    0           0           2             .002298      NA          .039636           1.229027            1.303224           1.304750             850           125
1.99          267                1                  0    40       256       2         1         0         12        10000     10000     2000             10000000    0           0           2             .002193      NA          .039334           1.230442            1.301973           1.303500             826           124
1.96          266                1                  0    40       256       2         1         0         12        10000     10000     2000             10000000    0           0           2             .002330      NA          .039150           1.237404            1.301384           1.303250             849           123
1.96          266                1                  0    40       256       2         1         0         12        10000     10000     1000             10000000    0           0           2             .002333      NA          .040927           2.483928            2.591317           2.593000             793           64
1.97          267                1                  0    40       256       2         1         0         12        10000     10000     1000             10000000    0           0           2             .002471      NA          .041031           2.495550            2.590912           2.592500             738           64
1.97          266                1                  0    40       256       2         1         0         12        10000     10000     1000             10000000    0           0           2             .002437      NA          .040699           2.495837            2.590281           2.592750             747           64
