comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.94          266                1                  0    40       256       2         1         0         8         10000     10000     12000            10000000    0           0           2             .002350      NA          .043675           .201076             .241611            .243250              1533          734
1.95          267                1                  0    40       256       2         1         0         8         10000     10000     12000            10000000    0           0           2             .002379      NA          .041667           .201605             .245652            .247500              1533          689
1.92          266                1                  0    40       256       2         1         0         8         10000     10000     12000            10000000    0           0           2             .002061      NA          .042686           .191666             .245714            .247000              1536          710
1.92          266                1                  0    40       256       2         1         0         8         10000     10000     10000            10000000    0           0           2             .002174      NA          .040273           .232862             .277175            .278500              1533          594
1.97          267                1                  0    40       256       2         1         0         8         10000     10000     10000            10000000    0           0           2             .002169      NA          .043136           .244962             .287218            .288500              1533          613
1.96          267                1                  0    40       256       2         1         0         8         10000     10000     10000            10000000    0           0           2             .002391      NA          .042338           .241185             .285208            .287250              1533          604
1.95          266                1                  0    40       256       2         1         0         8         10000     10000     8000             10000000    0           0           2             .002350      NA          .043308           .307862             .352831            .354500              1533          501
1.93          266                1                  0    40       256       2         1         0         8         10000     10000     8000             10000000    0           0           2             .002481      NA          .041913           .302213             .346482            .348500              1534          492
1.98          266                1                  0    40       256       2         1         0         8         10000     10000     8000             10000000    0           0           2             .002430      NA          .043933           .313522             .356395            .358000              1533          502
1.94          267                1                  0    40       256       2         1         0         8         10000     10000     6000             10000000    0           0           2             .002186      NA          .040284           .401029             .449800            .451750              1533          367
1.94          267                1                  0    40       256       2         1         0         8         10000     10000     6000             10000000    0           0           2             .002401      NA          .043687           .406565             .445912            .447250              1533          399
1.93          268                1                  0    40       256       2         1         0         8         10000     10000     6000             10000000    0           0           2             .002195      NA          .042413           .396110             .446107            .447500              1533          389
1.96          266                1                  0    40       256       2         1         0         8         10000     10000     4000             10000000    0           0           2             .002184      NA          .040396           .573933             .652503            .654250              1533          254
1.93          266                1                  0    40       256       2         1         0         8         10000     10000     4000             10000000    0           0           2             .002224      NA          .041553           .572994             .655704            .657750              1533          259
1.95          266                1                  0    40       256       2         1         0         8         10000     10000     4000             10000000    0           0           2             .002155      NA          .039764           .554195             .658042            .659750              1534          247
1.93          270                1                  0    40       256       2         1         0         8         10000     10000     2000             10000000    0           0           2             .002148      NA          .043771           1.252211            1.320059           1.322000             1533          135
1.98          267                1                  0    40       256       2         1         0         8         10000     10000     2000             10000000    0           0           2             .002221      NA          .044063           1.254960            1.328152           1.330000             1533          135
1.96          266                1                  0    40       256       2         1         0         8         10000     10000     2000             10000000    0           0           2             .002158      NA          .042743           1.245099            1.316035           1.317250             1533          133
1.93          266                1                  0    40       256       2         1         0         8         10000     10000     1000             10000000    0           0           2             .002189      NA          .042287           2.468864            2.585215           2.586750             1533          67
1.96          270                1                  0    40       256       2         1         0         8         10000     10000     1000             10000000    0           0           2             .002150      NA          .042386           2.482604            2.585297           2.586750             1533          67
1.95          267                1                  0    40       256       2         1         0         8         10000     10000     1000             10000000    0           0           2             .002302      NA          .042488           2.464509            2.584620           2.586500             1533          67
1.96          267                1                  0    40       256       2         1         0         9         10000     10000     12000            10000000    0           0           2             .003302      NA          .112455           .206287             .221391            .224500              2708          2059
1.95          267                1                  0    40       256       2         1         0         9         10000     10000     12000            10000000    0           0           2             .003100      NA          .112592           .204482             .217333            .220500              2717          2089
1.98          267                1                  0    40       256       2         1         0         9         10000     10000     12000            10000000    0           0           2             .003385      NA          .113933           .202777             .217065            .220750              2666          2114
2.00          267                1                  0    40       256       2         1         0         9         10000     10000     10000            10000000    0           0           2             .003974      NA          .110891           .242410             .259601            .263500              2765          1718
1.99          267                1                  0    40       256       2         1         0         9         10000     10000     10000            10000000    0           0           2             .003603      NA          .111742           .237938             .259432            .263000              2741          1733
1.95          266                1                  0    40       256       2         1         0         9         10000     10000     10000            10000000    0           0           2             .003388      NA          .112225           .236242             .259630            .263000              2667          1744
1.99          267                1                  0    40       256       2         1         0         9         10000     10000     8000             10000000    0           0           2             .003690      NA          .111204           .294780             .323269            .327000              2655          1386
2.00          266                1                  0    40       256       2         1         0         9         10000     10000     8000             10000000    0           0           2             .003766      NA          .112146           .295179             .323611            .327250              2677          1397
1.96          266                1                  0    40       256       2         1         0         9         10000     10000     8000             10000000    0           0           2             .003683      NA          .110927           .295873             .323362            .327250              2622          1381
1.96          266                1                  0    40       256       2         1         0         9         10000     10000     6000             10000000    0           0           2             .003736      NA          .110342           .386846             .430910            .434500              2718          1036
1.96          266                1                  0    40       256       2         1         0         9         10000     10000     6000             10000000    0           0           2             .003715      NA          .110801           .398837             .431872            .435500              2616          1039
1.97          267                1                  0    40       256       2         1         0         9         10000     10000     6000             10000000    0           0           2             .003796      NA          .110198           .407279             .430658            .435500              2745          1030
2.00          267                1                  0    40       256       2         1         0         9         10000     10000     4000             10000000    0           0           2             .003472      NA          .109258           .605344             .646975            .650500              2679          685
1.98          267                1                  0    40       256       2         1         0         9         10000     10000     4000             10000000    0           0           2             .003565      NA          .109218           .598330             .646382            .650250              2637          686
1.96          267                1                  0    40       256       2         1         0         9         10000     10000     4000             10000000    0           0           2             .003680      NA          .108306           .618806             .646179            .649250              2650          680
1.97          266                1                  0    40       256       2         1         0         9         10000     10000     2000             10000000    0           0           2             .003592      NA          .108265           1.262263            1.293404           1.297000             2682          343
1.99          266                1                  0    40       256       2         1         0         9         10000     10000     2000             10000000    0           0           2             .028288      NA          .106887           1.262395            1.295055           1.298500             2669          338
1.98          266                1                  0    40       256       2         1         0         9         10000     10000     2000             10000000    0           0           2             .003666      NA          .109440           1.278388            1.294296           1.299250             2675          347
1.95          267                1                  0    40       256       2         1         0         9         10000     10000     1000             10000000    0           0           2             .003814      NA          .108202           2.517674            2.586447           2.590250             2690          170
1.94          268                1                  0    40       256       2         1         0         9         10000     10000     1000             10000000    0           0           2             .004038      NA          .108747           2.507684            2.586026           2.589750             2687          171
1.98          270                1                  0    40       256       2         1         0         9         10000     10000     1000             10000000    0           0           2             .004050      NA          .108350           2.505568            2.586396           2.590500             2697          170
1.98          266                1                  0    40       256       2         1         0         11        10000     10000     12000            10000000    0           0           2             .002398      NA          .054719           .200103             .263285            .265500              915           843
1.97          267                1                  0    40       256       2         1         0         11        10000     10000     12000            10000000    0           0           2             .002556      NA          .056633           .212127             .263524            .265750              912           868
1.93          266                1                  0    40       256       2         1         0         11        10000     10000     12000            10000000    0           0           2             .002463      NA          .057902           .217474             .275400            .277250              906           853
1.94          267                1                  0    40       256       2         1         0         11        10000     10000     10000            10000000    0           0           2             .002448      NA          .056460           .207901             .258015            .260500              910           887
1.98          266                1                  0    40       256       2         1         0         11        10000     10000     10000            10000000    0           0           2             .002666      NA          .055963           .196990             .251075            .253000              915           902
1.97          266                1                  0    40       256       2         1         0         11        10000     10000     10000            10000000    0           0           2             .002405      NA          .056249           .206906             .262851            .264500              911           869
1.94          265                1                  0    40       256       2         1         0         11        10000     10000     8000             10000000    0           0           2             .002664      NA          .057089           .216051             .265820            .267500              903           872
1.94          266                1                  0    40       256       2         1         0         11        10000     10000     8000             10000000    0           0           2             .002532      NA          .057263           .214590             .266534            .268250              912           871
1.96          267                1                  0    40       256       2         1         0         11        10000     10000     8000             10000000    0           0           2             .002471      NA          .058580           .228447             .275825            .277500              904           863
1.99          266                1                  0    40       256       2         1         0         11        10000     10000     6000             10000000    0           0           2             .002450      NA          .057297           .205988             .263945            .266000              906           881
1.96          266                1                  0    40       256       2         1         0         11        10000     10000     6000             10000000    0           0           2             .002413      NA          .055944           .203185             .257850            .260500              912           877
1.96          267                1                  0    40       256       2         1         0         11        10000     10000     6000             10000000    0           0           2             .002413      NA          .055758           .190804             .251139            .253500              911           900
1.94          266                1                  0    40       256       2         1         0         11        10000     10000     4000             10000000    0           0           2             .002391      NA          .054370           .185014             .247507            .249000              919           892
1.95          267                1                  0    40       256       2         1         0         11        10000     10000     4000             10000000    0           0           2             .002665      NA          .055559           .195487             .254640            .256500              912           884
1.99          267                1                  0    40       256       2         1         0         11        10000     10000     4000             10000000    0           0           2             .002385      NA          .055809           .203626             .262873            .264500              909           862
1.99          267                1                  0    40       256       2         1         0         11        10000     10000     2000             10000000    0           0           2             .002450      NA          .056893           .207042             .261786            .263500              910           883
1.98          267                1                  0    40       256       2         1         0         11        10000     10000     2000             10000000    0           0           2             .002500      NA          .054857           .193170             .254677            .256250              911           876
1.97          266                1                  0    40       256       2         1         0         11        10000     10000     2000             10000000    0           0           2             .002576      NA          .057409           .201719             .249904            .251250              913           934
1.94          266                1                  0    40       256       2         1         0         11        10000     10000     1000             10000000    0           0           2             .002743      NA          .055275           .194788             .253438            .255000              914           886
1.97          266                1                  0    40       256       2         1         0         11        10000     10000     1000             10000000    0           0           2             .002448      NA          .057053           .223381             .276448            .278250              913           837
