comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.88;357;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.438084;NA;.458760;.513740;.513726;.950000;41;94
3.80;356;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.434843;NA;.393613;.514371;.514361;.950000;42;80
3.84;357;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.449630;NA;.385816;.488878;.488872;.940000;42;80
4.10;355;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.439431;NA;.400623;.595257;.595252;1.030000;42;80
3.80;356;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.438920;NA;.453795;.502285;.502280;.940000;42;94
4.03;356;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.442896;NA;.385234;.511478;.511474;.950000;41;79
4.26;355;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.438862;NA;.452064;.513535;.513529;.950000;42;93
3.90;356;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.441425;NA;.451294;.533889;.533875;.980000;41;91
3.85;356;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.434495;NA;.386236;.512844;.512836;.950000;43;80
3.96;355;1;0;1;32;520;1;0;5;10000;10000;0;25000;100;0;0;0;1;.431938;NA;.387262;.499934;.499927;.930000;42;83
4.02;357;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.444925;NA;.388228;.497916;.497895;.940000;43;80
3.80;356;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.438572;NA;.457650;.532665;.532652;.970000;42;92
3.94;355;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.439505;NA;.452808;.521641;.521618;.960000;44;92
3.97;356;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.437624;NA;.385946;.627187;.627177;1.060000;41;74
3.97;355;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.440066;NA;.390538;.518917;.518906;.960000;44;79
3.96;356;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.441074;NA;.456500;.609626;.609617;1.050000;43;85
3.82;355;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.441055;NA;.457444;.529771;.529756;.970000;41;92
3.90;357;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.440860;NA;.457774;.588795;.588779;1.030000;41;86
3.83;362;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.441215;NA;.367637;.676998;.676979;1.120000;43;65
3.97;357;1;0;1;32;520;1;0;5;10000;10000;0;10000;100;0;0;0;1;.438547;NA;.380083;.624235;.624227;1.060000;42;70
3.89;356;1;0;1;32;520;1;0;5;10000;10000;0;1000;100;0;0;0;1;.439043;NA;.451840;.580508;.580498;1.020000;42;87
4.11;355;1;0;1;32;520;1;0;5;10000;10000;0;1000;100;0;0;0;1;.442679;NA;.458891;.620594;.620571;1.060000;41;84
3.98;356;1;0;1;32;520;1;0;5;10000;10000;0;1000;100;0;0;0;1;.440658;NA;.454066;.542243;.542237;.980000;43;90
3.97;355;1;0;1;32;520;1;0;5;10000;10000;0;1000;100;0;0;0;1;.437619;NA;.453731;.566229;.566206;1.000000;42;88
3.92;355;1;0;1;32;520;1;0;5;10000;10000;0;1000;100;0;0;0;1;.439915;NA;.449734;.564559;.564546;1.000000;42;88
