comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        512       13        1         0         5         10000     10000     10          0           1           0             .001925      NA          .000204           .000371             .000595            .003333              4             172
0.02          3                  1                  0    1        512       13        1         0         5         10000     10000     30          0           1           0             .000783      NA          .000184           .000067             .000104            .001666              4             264
0.02          3                  1                  0    1        512       13        1         0         5         10000     10000     50          0           1           0             .000976      NA          .000216           .000320             .000929            .001666              4             205
0.02          3                  1                  0    1        512       13        1         0         5         10000     10000     100         0           1           0             .000912      NA          .000648           .000565             .000713            .001666              7             305
0.02          3                  1                  0    1        512       13        1         0         5         10000     10000     300         0           1           0             .001131      NA          .004323           .003128             .003992            .005000              36            502
0.02          3                  1                  0    1        512       13        1         0         5         10000     10000     500         0           1           0             .000980      NA          .011743           .007461             .010716            .013333              95            585
0.02          3                  1                  0    1        512       13        1         0         5         10000     10000     1000        0           1           0             .002170      NA          .039336           .027341             .035449            .040000              370           608
0.02          3                  1                  0    1        512       14        1         0         5         10000     10000     10          0           1           0             .001840      NA          .000149           .000318             .000708            .001666              4             170
0.02          3                  1                  0    1        512       14        1         0         5         10000     10000     30          0           1           0             .003729      NA          .000215           .000386             .000654            .003333              4             132
0.02          3                  1                  0    1        512       14        1         0         5         10000     10000     50          0           1           0             .000983      NA          .000399           .000285             .000426            .001666              4             276
0.02          3                  1                  0    1        512       14        1         0         5         10000     10000     100         0           1           0             .001891      NA          .001211           .001274             .001386            .003333              7             280
0.02          3                  1                  0    1        512       14        1         0         5         10000     10000     300         0           1           0             .001148      NA          .024863           .026649             .029936            .031666              36            480
0.02          3                  1                  0    1        512       14        1         0         5         10000     10000     500         0           1           0             .001222      NA          .100132           .113867             .116167            .118333              95            510
0.02          3                  1                  0    1        512       14        1         0         5         10000     10000     1000        0           1           0             .002151      NA          .556258           .604049             .623764            .628333              370           532
0.02          3                  1                  0    2        512       13        1         0         5         10000     10000     10          0           1           0             .000551      NA          .000133           .000104             .000175            .000833              3             405
0.02          3                  1                  0    2        512       13        1         0         5         10000     10000     30          0           1           0             .000400      NA          .000112           .000066             .000108            .000833              3             457
0.02          3                  1                  0    2        512       13        1         0         5         10000     10000     50          0           1           0             .001415      NA          .000157           .000246             .000392            .002500              3             236
0.02          3                  1                  0    2        512       13        1         0         5         10000     10000     100         0           1           0             .000567      NA          .000431           .000297             .000400            .000833              6             636
0.02          3                  1                  0    2        512       13        1         0         5         10000     10000     300         0           1           0             .000980      NA          .002290           .001600             .002276            .003333              35            836
0.02          3                  1                  0    2        512       13        1         0         5         10000     10000     500         0           1           0             .000643      NA          .005704           .003945             .005396            .006666              94            1117
0.02          3                  1                  0    2        512       13        1         0         5         10000     10000     1000        0           1           0             .001087      NA          .021967           .015000             .019949            .021666              369           1251
0.02          3                  1                  0    2        512       14        1         0         5         10000     10000     10          0           1           0             .001439      NA          .000121           .000087             .000393            .001666              3             280
0.02          3                  1                  0    2        512       14        1         0         5         10000     10000     30          0           1           0             .000528      NA          .000132           .000091             .000190            .000833              3             394
0.02          3                  1                  0    2        512       14        1         0         5         10000     10000     50          0           1           0             .000522      NA          .000267           .000173             .000278            .000833              3             547
0.02          3                  1                  0    2        512       14        1         0         5         10000     10000     100         0           1           0             .000382      NA          .000687           .000647             .000854            .001666              6             612
0.02          3                  1                  0    2        512       14        1         0         5         10000     10000     300         0           1           0             .000603      NA          .014117           .014929             .017819            .019166              35            909
0.03          3                  1                  0    2        512       14        1         0         5         10000     10000     500         0           1           0             .000618      NA          .051004           .057108             .059431            .060833              94            1019
0.02          3                  1                  0    2        512       14        1         0         5         10000     10000     1000        0           1           0             .001035      NA          .288681           .312686             .329570            .332500              369           1045
0.02          3                  1                  0    3        512       13        1         0         5         10000     10000     10          0           1           0             .000650      NA          .000078           .000054             .000159            .001111              3             405
0.03          3                  1                  0    3        512       13        1         0         5         10000     10000     30          0           1           0             .000363      NA          .000086           .000120             .000219            .000555              3             472
0.02          3                  1                  0    3        512       13        1         0         5         10000     10000     50          0           1           0             .000362      NA          .000123           .000064             .000088            .000555              3             600
0.02          3                  1                  0    3        512       13        1         0         5         10000     10000     100         0           1           0             .000374      NA          .000259           .000232             .000327            .001111              6             747
0.02          3                  1                  0    3        512       13        1         0         5         10000     10000     300         0           1           0             .000374      NA          .001556           .001195             .001709            .002222              35            1271
0.02          3                  1                  0    3        512       13        1         0         5         10000     10000     500         0           1           0             .000408      NA          .004183           .002939             .003807            .004444              94            1708
0.02          3                  1                  0    3        512       13        1         0         5         10000     10000     1000        0           1           0             .001289      NA          .015345           .010848             .014558            .016111              369           1796
0.02          3                  1                  0    3        512       14        1         0         5         10000     10000     10          0           1           0             .000365      NA          .000065           .000139             .000295            .000555              3             422
0.02          3                  1                  0    3        512       14        1         0         5         10000     10000     30          0           1           0             .000353      NA          .000049           .000037             .000069            .000555              3             437
0.02          3                  1                  0    3        512       14        1         0         5         10000     10000     50          0           1           0             .000376      NA          .000123           .000105             .000207            .000555              3             544
0.02          3                  1                  0    3        512       14        1         0         5         10000     10000     100         0           1           0             .000329      NA          .000434           .000447             .000600            .001111              8             890
0.02          3                  1                  0    3        512       14        1         0         5         10000     10000     300         0           1           0             .000600      NA          .009384           .009833             .011787            .012222              35            1366
0.02          3                  1                  0    3        512       14        1         0         5         10000     10000     500         0           1           0             .000477      NA          .033540           .038382             .040958            .041666              94            1455
0.02          3                  1                  0    3        512       14        1         0         5         10000     10000     1000        0           1           0             .000632      NA          .200399           .218996             .230719            .232777              369           1556
0.02          3                  1                  0    4        512       13        1         0         5         10000     10000     10          0           1           0             .000246      NA          .000028           .000009             .000012            .000416              3             592
0.02          3                  1                  0    4        512       13        1         0         5         10000     10000     30          0           1           0             .000262      NA          .000050           .000024             .000050            .000416              3             671
0.02          3                  1                  0    4        512       13        1         0         5         10000     10000     50          0           1           0             .000340      NA          .000054           .000072             .000154            .000416              3             511
0.02          3                  1                  0    4        512       13        1         0         5         10000     10000     100         0           1           0             .000487      NA          .000200           .000185             .000372            .000833              6             813
0.02          3                  1                  0    4        512       13        1         0         5         10000     10000     300         0           1           0             .000530      NA          .001196           .001007             .001513            .002083              35            1419
0.02          3                  1                  0    4        512       13        1         0         5         10000     10000     500         0           1           0             .000305      NA          .003432           .002498             .003234            .003750              94            2228
0.02          3                  1                  0    4        512       13        1         0         5         10000     10000     1000        0           1           0             .000555      NA          .012851           .010023             .012256            .013333              369           2415
