comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.40;229;1;0;1;256;2;1;0;1;0;10000;10000000;0;0;1;0.060576;NA;1.064278;0.615916;0.615912;0.69;1841;162
1.36;230;1;0;1;256;2;1;0;2;0;10000;10000000;0;0;1;0.024262;NA;0.531693;0.328885;0.328873;0.36;1228;154
1.37;230;1;0;1;256;2;1;0;3;0;10000;10000000;0;0;1;0.012538;NA;0.432194;0.660920;0.660908;0.68;617;65
1.37;229;1;0;1;256;2;1;0;4;0;10000;10000000;0;0;1;0.018370;NA;0.716914;0.850505;0.850496;0.88;926;84
1.38;230;1;0;1;256;2;1;0;5;0;10000;10000000;0;0;1;0.013170;NA;0.482777;0.688420;0.688406;0.71;922;70
1.38;228;1;0;1;256;2;1;0;6;0;10000;10000000;0;0;1;0.019597;NA;0.365306;0.190751;0.190727;0.22;922;176
1.35;229;1;0;1;256;2;1;0;7;0;10000;10000000;0;0;1;0.019451;NA;0.334070;0.189232;0.189227;0.22;922;158
1.42;233;1;0;1;256;2;1;0;8;0;10000;10000000;0;0;1;0.038528;NA;0.733347;1.189181;1.189176;1.23;1836;62
1.45;233;1;0;1;256;2;1;0;9;0;10000;10000000;0;0;1;0.108255;NA;1.063066;0.618490;0.618485;0.75;2452;150
1.46;233;1;0;1;256;2;1;0;10;0;10000;10000000;0;0;1;0.036887;NA;0.792138;0.969288;0.969276;1.01;1534;82
1.41;231;1;0;1;256;2;1;0;11;0;10000;10000000;0;0;1;0.046958;NA;0.776192;1.217979;1.217961;1.27;1533;63
1.44;231;1;0;1;256;2;1;0;12;0;10000;10000000;0;0;1;0.054442;NA;0.687470;1.042751;1.042736;1.10;1224;65
