comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.21;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000544;NA;.007089;.031384;.038741;.039166;158;448
2.22;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000844;NA;.007556;.030957;.037693;.038750;156;485
2.16;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000835;NA;.007424;.030900;.037612;.038333;156;475
2.19;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000833;NA;.007464;.029654;.036562;.037500;156;490
2.18;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000955;NA;.007159;.028665;.035997;.036666;157;478
2.17;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000943;NA;.007399;.031272;.038073;.038750;156;468
2.20;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000944;NA;.007596;.032515;.038460;.039166;156;475
2.19;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000960;NA;.007189;.030240;.037312;.038333;156;465
2.20;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000616;NA;.007312;.032890;.038804;.039583;156;456
2.20;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000417;NA;.006895;.028476;.036216;.036666;158;466
2.20;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000976;NA;.007324;.038512;.046362;.047083;156;383
2.22;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000417;NA;.006291;.037066;.045851;.046250;157;339
2.22;278;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000419;NA;.007104;.040805;.046522;.047083;156;375
2.20;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000792;NA;.006504;.039488;.046211;.046666;156;347
2.22;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000416;NA;.007196;.042301;.048183;.048750;156;366
2.20;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.001066;NA;.007215;.044312;.050020;.050833;159;351
2.22;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000569;NA;.006852;.037639;.045766;.046250;157;366
2.22;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000840;NA;.007080;.041938;.047438;.048333;156;363
2.16;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000419;NA;.006716;.038684;.045806;.046250;158;361
2.20;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000451;NA;.006398;.038089;.045867;.046250;157;344
2.20;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000699;NA;.006822;.057623;.066989;.067500;157;251
2.20;278;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000591;NA;.006987;.059149;.066969;.067500;157;255
2.22;280;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000420;NA;.006749;.058966;.067072;.067500;156;248
2.21;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000414;NA;.006944;.057300;.069476;.070000;156;246
2.18;280;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000835;NA;.007364;.059081;.069694;.070416;156;257
2.20;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000414;NA;.006853;.057984;.067133;.067500;157;252
