comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             10000       0           1           2             .001098      NA          .000250           .007560             .010796            .012083              5             69
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             100000      0           1           2             .001669      NA          .002002           .025331             .034756            .036666              22            139
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002117      NA          .012013           .227256             .381690            .383750              217           77
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             10          0           1           2             .001418      NA          .000049           .004287             .006208            .007916              3             47
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             100         0           1           2             .001077      NA          .000056           .004530             .006580            .007916              3             47
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             1000        0           1           2             .000992      NA          .000064           .004711             .006760            .007916              4             50
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             10000       0           1           2             .001655      NA          .000260           .007332             .010178            .012083              5             70
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             100000      0           1           2             .001693      NA          .001872           .026108             .032036            .033750              22            141
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002308      NA          .011875           .217955             .341439            .342916              219           86
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             10          0           1           2             .001680      NA          .000060           .004167             .005945            .007500              3             47
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             100         0           1           2             .001562      NA          .000039           .004199             .006014            .007500              3             36
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             1000        0           1           2             .001636      NA          .000077           .004614             .006789            .008333              4             49
0.03          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             10000       0           1           2             .001671      NA          .000269           .007323             .010166            .011666              5             71
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             100000      0           1           2             .001286      NA          .001829           .026432             .060811            .062083              22            75
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     10             1000             1000000     0           1           2             .001851      NA          .012089           .227094             .351309            .353333              220           84
0.03          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10          0           1           2             .001236      NA          .000050           .003838             .005536            .007083              3             51
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100         0           1           2             .001303      NA          .000064           .003800             .005469            .007083              3             57
0.03          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000        0           1           2             .001603      NA          .000091           .004920             .006505            .008333              4             51
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10000       0           1           2             .001385      NA          .000442           .010681             .015205            .016666              7             79
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100000      0           1           2             .001421      NA          .003055           .059102             .077810            .079166              36            96
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000000     0           1           2             .002377      NA          .024103           .569235             .691120            .693333              327           85
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10          0           1           2             .001318      NA          .000047           .003800             .005514            .007083              3             51
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100         0           1           2             .001642      NA          .000057           .003658             .005266            .007083              3             50
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000        0           1           2             .001326      NA          .000081           .005129             .006820            .008333              4             50
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10000       0           1           2             .001528      NA          .000395           .010366             .015064            .016666              7             71
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100000      0           1           2             .001970      NA          .003125           .058638             .087966            .090000              36            87
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000000     0           1           2             .002619      NA          .024158           .548985             .699978            .701666              329           85
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10          0           1           2             .001890      NA          .000046           .004067             .005902            .007083              3             50
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100         0           1           2             .001373      NA          .000043           .003759             .005413            .006666              3             46
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000        0           1           2             .001568      NA          .000102           .004993             .006699            .008333              4             57
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10000       0           1           2             .001067      NA          .000389           .011092             .017095            .018333              7             64
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100000      0           1           2             .001953      NA          .003238           .057351             .078541            .080416              37            100
0.03          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000000     0           1           2             .002551      NA          .023882           .556720             .737734            .740833              334           79
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10          0           1           2             .001577      NA          .000045           .003681             .005361            .007083              3             47
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100         0           1           2             .001196      NA          .000051           .003870             .005605            .007083              3             51
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000        0           1           2             .001284      NA          .000085           .005143             .006833            .008333              4             51
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10000       0           1           2             .001920      NA          .000405           .010782             .017918            .020000              7             61
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100000      0           1           2             .001563      NA          .003229           .057087             .076027            .077916              38            104
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000000     0           1           2             .002709      NA          .023946           .557068             .707810            .709583              328           83
0.01          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10          0           1           2             .001159      NA          .000053           .003901             .005653            .007083              6             52
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100         0           1           2             .001344      NA          .000053           .003789             .005484            .006666              3             50
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000        0           1           2             .000921      NA          .000079           .005391             .007211            .008333              4             48
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             10000       0           1           2             .001477      NA          .000451           .010628             .016202            .017916              7             75
0.02          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             100000      0           1           2             .001966      NA          .003301           .069794             .189411            .191250              38            43
0.03          3                  1                  0    4        256       405       1         0         5         10000     10000     10             1000             1000000     0           1           2             .002520      NA          .024158           .560711             .804660            .806666              329           73
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10          0           1           2             .000980      NA          .000036           .002879             .004114            .005416              3             57
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100         0           1           2             .001955      NA          .000050           .002938             .004211            .006250              3             50
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000        0           1           2             .001070      NA          .000066           .003437             .004656            .005833              4             62
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10000       0           1           2             .001437      NA          .000229           .006268             .008349            .010000              5             77
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100000      0           1           2             .001938      NA          .001755           .027163             .044733            .045833              23            100
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002368      NA          .012684           .257789             .415945            .417916              220           75
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10          0           1           2             .001090      NA          .000033           .002870             .004134            .005000              3             55
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100         0           1           2             .001000      NA          .000034           .002877             .004167            .005416              3             53
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000        0           1           2             .001922      NA          .000080           .003414             .004297            .006250              9             63
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10000       0           1           2             .001303      NA          .000276           .006151             .008428            .010000              5             91
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100000      0           1           2             .001376      NA          .001925           .027933             .043895            .045416              23            109
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002455      NA          .013185           .267279             .412869            .414583              217           79
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10          0           1           2             .000955      NA          .000038           .002903             .004152            .005000              3             61
0.03          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100         0           1           2             .001920      NA          .000049           .002639             .004204            .005416              5             65
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000        0           1           2             .000949      NA          .000065           .003467             .004612            .005833              4             66
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10000       0           1           2             .001638      NA          .000278           .006165             .008209            .010000              5             88
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100000      0           1           2             .001409      NA          .001928           .028056             .045491            .047083              23            104
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002139      NA          .013285           .261146             .384588            .387083              218           85
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10          0           1           2             .001663      NA          .000045           .002506             .003964            .005833              3             57
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100         0           1           2             .001669      NA          .000051           .002487             .003550            .005416              3             62
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000        0           1           2             .001257      NA          .000070           .003392             .004413            .005833              7             69
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10000       0           1           2             .001072      NA          .000227           .006427             .009239            .010416              5             72
0.03          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100000      0           1           2             .001547      NA          .001901           .027872             .042126            .043750              23            111
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002190      NA          .012955           .262029             .362064            .364583              220           88
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10          0           1           2             .000994      NA          .000032           .002894             .004134            .005416              3             56
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100         0           1           2             .001899      NA          .000040           .002842             .004207            .005000              3             60
0.01          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000        0           1           2             .001387      NA          .000066           .003369             .004494            .005833              4             61
0.03          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             10000       0           1           2             .001343      NA          .000216           .006177             .008475            .010000              5             75
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             100000      0           1           2             .001963      NA          .001811           .026381             .044759            .046666              23            99
0.02          3                  1                  0    4        256       405       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002166      NA          .013041           .261521             .432248            .434583              221           74
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10          0           1           2             .001384      NA          .000036           .002070             .002883            .004166              3             64
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100         0           1           2             .000996      NA          .000044           .002681             .003290            .004583              3             68
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000        0           1           2             .001928      NA          .000108           .004598             .006240            .008333              4             56
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10000       0           1           2             .001923      NA          .000451           .010876             .014611            .016666              7             80
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100000      0           1           2             .001364      NA          .003244           .062992             .106352            .107916              50            77
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000000     0           1           2             .003774      NA          .024102           .551351             .797281            .801250              480           75
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10          0           1           2             .001186      NA          .000043           .002208             .003091            .004166              3             77
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100         0           1           2             .001326      NA          .000044           .002479             .002983            .004583              3             73
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000        0           1           2             .001909      NA          .000090           .004117             .005642            .007500              4             56
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10000       0           1           2             .001719      NA          .000453           .010640             .014233            .015833              8             83
0.03          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100000      0           1           2             .002067      NA          .003219           .064798             .091788            .092916              51            89
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000000     0           1           2             .003734      NA          .024188           .571002             .895748            .898750              479           66
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10          0           1           2             .001082      NA          .000044           .002293             .003366            .004583              5             72
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100         0           1           2             .001368      NA          .000044           .002487             .003208            .004583              3             68
0.03          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000        0           1           2             .001359      NA          .000097           .004291             .006785            .008333              4             54
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10000       0           1           2             .001323      NA          .000429           .011116             .015823            .017083              7             75
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100000      0           1           2             .001990      NA          .003472           .060558             .100892            .102916              50            86
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000000     0           1           2             .003322      NA          .024279           .550184             .758481            .761666              479           80
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10          0           1           2             .001666      NA          .000045           .002085             .003175            .005000              3             64
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100         0           1           2             .001685      NA          .000049           .002285             .002986            .004583              3             76
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000        0           1           2             .001479      NA          .000086           .004193             .006355            .007916              4             51
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10000       0           1           2             .001580      NA          .000390           .010631             .014847            .016666              7             71
0.03          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100000      0           1           2             .001507      NA          .003498           .060714             .095438            .097083              51            92
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000000     0           1           2             .003570      NA          .023743           .534605             .825580            .828333              480           71
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10          0           1           2             .001067      NA          .000041           .002316             .003365            .004583              3             69
0.02          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100         0           1           2             .001257      NA          .000052           .002544             .003203            .004583              3             73
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000        0           1           2             .000937      NA          .000092           .004472             .005721            .006666              4             67
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             10000       0           1           2             .001294      NA          .000456           .011106             .015291            .016666              7             83
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             100000      0           1           2             .001987      NA          .003611           .053278             .081474            .083750              49            109
0.01          3                  1                  0    4        256       406       1         0         5         10000     10000     10             1000             1000000     0           1           2             .003791      NA          .023400           .558290             .797964            .800416              480           73
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10          0           1           2             .001386      NA          .000040           .001545             .002124            .003750              3             84
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100         0           1           2             .001645      NA          .000039           .001486             .002321            .004166              3             68
0.03          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000        0           1           2             .001315      NA          .000075           .002442             .003439            .005000              4             80
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10000       0           1           2             .001384      NA          .000226           .006167             .007930            .009583              5             86
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100000      0           1           2             .001287      NA          .001849           .028407             .042117            .043750              26            111
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002418      NA          .012560           .269576             .405435            .407500              225           77
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10          0           1           2             .001042      NA          .000036           .001746             .002428            .003333              3             78
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100         0           1           2             .001370      NA          .000034           .001519             .002065            .003333              3             77
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000        0           1           2             .001083      NA          .000063           .002594             .003457            .004583              4             78
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10000       0           1           2             .001700      NA          .000283           .006010             .008178            .010000              5             88
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100000      0           1           2             .001285      NA          .001560           .028783             .043600            .045000              26            91
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002389      NA          .012851           .257931             .412491            .415000              225           77
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10          0           1           2             .001591      NA          .000039           .001544             .002344            .004166              3             75
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100         0           1           2             .001041      NA          .000041           .001742             .002409            .003333              3             82
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000        0           1           2             .001082      NA          .000050           .002545             .003438            .004583              4             76
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10000       0           1           2             .001200      NA          .000240           .006196             .007942            .009166              5             87
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100000      0           1           2             .001974      NA          .001892           .029108             .044624            .045833              26            107
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002130      NA          .012774           .255842             .361766            .364166              225           87
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10          0           1           2             .000960      NA          .000033           .001781             .002465            .003333              3             80
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100         0           1           2             .001945      NA          .000046           .001740             .002539            .004583              3             69
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000        0           1           2             .001092      NA          .000068           .002532             .003421            .004583              4             81
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10000       0           1           2             .001342      NA          .000253           .006261             .008085            .009583              5             88
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100000      0           1           2             .001332      NA          .001866           .030066             .046123            .047500              26            102
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002397      NA          .012759           .258564             .376116            .378750              225           84
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10          0           1           2             .000956      NA          .000034           .001795             .002527            .003333              3             77
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100         0           1           2             .001283      NA          .000042           .001604             .002360            .003750              3             81
0.01          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000        0           1           2             .001680      NA          .000073           .002450             .003419            .005000              4             72
0.03          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             10000       0           1           2             .001924      NA          .000279           .006130             .008105            .010000              5             87
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             100000      0           1           2             .001321      NA          .002056           .029615             .050638            .052083              25            102
0.02          3                  1                  0    4        256       406       1         1         5         10000     10000     10             1000             1000000     0           1           2             .002380      NA          .012952           .259015             .493858            .496250              225           65
