comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.23;280;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000555;NA;.009098;.021279;.027735;.028333;96;789
2.19;280;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000542;NA;.009080;.020154;.025956;.026250;93;848
2.17;279;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000590;NA;.009214;.023295;.028392;.028750;94;783
2.19;279;1;0;24;256;2;1;0;11;10000;10000;8000;1000000;0;0;2;.000665;NA;.009261;.023279;.029440;.030000;92;753
2.15;280;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000557;NA;.008927;.023354;.028481;.029166;92;758
2.19;280;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000463;NA;.008656;.021562;.028529;.029166;92;734
2.23;280;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000891;NA;.009096;.020606;.027576;.027916;93;795
2.22;279;1;0;24;256;2;1;0;11;10000;10000;6000;1000000;0;0;2;.000446;NA;.008783;.021521;.027974;.028750;93;757
2.21;280;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000581;NA;.008968;.021938;.027497;.027916;93;784
2.25;279;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000982;NA;.009452;.022536;.028893;.029583;91;779
2.24;279;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000546;NA;.009279;.023235;.029517;.030000;92;759
2.22;279;1;0;24;256;2;1;0;11;10000;10000;4000;1000000;0;0;2;.000658;NA;.009008;.020648;.026953;.027500;93;806
2.22;280;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000766;NA;.009401;.020477;.026955;.027500;93;834
2.24;281;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000395;NA;.008806;.021458;.028909;.029166;93;737
2.23;279;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000869;NA;.009334;.021304;.026968;.027916;93;821
2.24;279;1;0;24;256;2;1;0;11;10000;10000;2000;1000000;0;0;2;.000449;NA;.009013;.021977;.028487;.029166;93;764
2.19;279;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000877;NA;.009188;.022091;.027069;.027916;93;812
2.22;279;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.001194;NA;.009199;.023393;.029322;.030000;102;753
2.20;280;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000578;NA;.009259;.022666;.028416;.028750;93;788
2.24;279;1;0;24;256;2;1;0;11;10000;10000;1000;1000000;0;0;2;.000836;NA;.008961;.021142;.028105;.028750;94;766
2.24;280;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000418;NA;.006160;.031802;.034301;.034583;85;442
2.20;279;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000418;NA;.006167;.032099;.034350;.035000;81;442
2.25;280;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000416;NA;.006280;.031458;.034124;.034583;91;452
2.23;280;1;0;24;256;2;1;0;12;10000;10000;8000;1000000;0;0;2;.000444;NA;.006247;.031214;.034096;.034583;91;453
2.20;279;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000420;NA;.006363;.040651;.044928;.045416;88;349
2.19;280;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000979;NA;.006687;.042648;.044710;.045416;95;362
2.25;279;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000434;NA;.006204;.040107;.044762;.045000;92;344
2.18;280;1;0;24;256;2;1;0;12;10000;10000;6000;1000000;0;0;2;.000841;NA;.006442;.040713;.044741;.045416;89;353
2.21;280;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000534;NA;.006122;.060273;.066244;.066666;88;229
2.18;279;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000416;NA;.006241;.061499;.066334;.066666;85;233
2.16;279;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000541;NA;.006416;.061034;.066328;.066666;89;239
2.20;279;1;0;24;256;2;1;0;12;10000;10000;4000;1000000;0;0;2;.000789;NA;.006550;.060850;.066191;.067083;87;243
2.21;279;1;0;24;256;2;1;0;12;10000;10000;2000;1000000;0;0;2;.001044;NA;.006734;.114490;.130609;.131666;88;127
