comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
8.35          524                1                  0    24       256       71        1         0         5         10000     10000     25000            1           0           0           0             .000567      NA          .010729           .481701             .504889            .505416              136           53
9.40          538                1                  0    24       256       71        1         0         5         10000     10000     25000            1           1           0           0             .002694      .025595     .003106           .484300             .513818            .533750              188           61
8.38          524                1                  0    24       256       71        1         0         5         10000     10000     10000            1           0           0           0             .000725      NA          .010724           .486544             .501596            .502500              137           54
9.46          537                1                  0    24       256       71        1         0         5         10000     10000     10000            1           1           0           0             .001543      .025454     .002863           .483259             .508493            .530833              184           61
8.36          524                1                  0    24       256       71        1         0         5         10000     10000     1000             1           0           0           0             .000929      NA          .010908           .484834             .507407            .508333              135           54
9.48          537                1                  0    24       256       71        1         0         5         10000     10000     1000             1           1           0           0             .002345      .025450     .003098           .478109             .495923            .512916              184           65
8.39          524                1                  0    24       256       71        1         0         5         10000     10000     100              1           0           0           0             .000811      NA          .010643           .482158             .501385            .502500              130           53
9.50          536                1                  0    24       256       71        1         0         5         10000     10000     100              1           1           0           0             .001230      .025517     .002769           .487290             .506961            .528750              186           59
8.35          524                1                  0    24       256       71        1         1         5         10000     10000     25000            1           0           0           0             .000575      NA          .009930           .093345             .098545            .099583              126           253
9.49          538                1                  0    24       256       71        1         1         5         10000     10000     25000            1           1           0           0             .001432      .023101     .002708           .092061             .095936            .118333              185           289
8.40          524                1                  0    24       256       71        1         1         5         10000     10000     10000            1           0           0           0             .001125      NA          .010311           .092958             .096780            .098333              129           270
9.48          541                1                  0    24       256       71        1         1         5         10000     10000     10000            1           1           0           0             .002349      .021886     .002513           .091462             .094703            .116250              185           262
8.42          524                1                  0    24       256       71        1         1         5         10000     10000     1000             1           0           0           0             .000598      NA          .009795           .092351             .095775            .096666              126           259
9.43          537                1                  0    24       256       71        1         1         5         10000     10000     1000             1           1           0           0             .001586      .021798     .002471           .091607             .094570            .115416              193           269
8.35          523                1                  0    24       256       71        1         1         5         10000     10000     100              1           0           0           0             .000693      NA          .009990           .092604             .096862            .097500              127           263
9.40          536                1                  0    24       256       71        1         1         5         10000     10000     100              1           1           0           0             .002680      .021586     .002073           .091515             .094185            .117083              185           251
8.73          523                1                  0    24       256       171       1         0         5         10000     10000     25000            1           0           0           0             .000792      NA          .011974           .029186             .040322            .041250              186           747
9.86          558                1                  0    24       256       171       1         0         5         10000     10000     25000            1           1           0           0             .001638      .043080     .002828           .013130             .014892            .058333              196           615
8.75          524                1                  0    24       256       171       1         0         5         10000     10000     10000            1           0           0           0             .000816      NA          .012124           .028614             .039721            .040416              185           764
9.79          557                1                  0    24       256       171       1         0         5         10000     10000     10000            1           1           0           0             .001552      .043118     .002943           .012981             .015081            .058750              194           630
8.63          523                1                  0    24       256       171       1         0         5         10000     10000     1000             1           0           0           0             .001331      NA          .012490           .028903             .040645            .042083              183           754
9.88          558                1                  0    24       256       171       1         0         5         10000     10000     1000             1           1           0           0             .001991      .042982     .002748           .014059             .015830            .059583              194           611
8.73          523                1                  0    24       256       171       1         0         5         10000     10000     100              1           0           0           0             .001346      NA          .012239           .029651             .040158            .041666              187           748
9.92          557                1                  0    24       256       171       1         0         5         10000     10000     100              1           1           0           0             .001788      .043233     .002458           .012442             .014362            .057916              194           619
8.52          523                1                  0    24       256       171       1         1         5         10000     10000     25000            1           0           0           0             .000756      NA          .010214           .019400             .025500            .026250              142           982
9.57          550                1                  0    24       256       171       1         1         5         10000     10000     25000            1           1           0           0             .000934      .028125     .002402           .011097             .012701            .040416              179           770
8.54          523                1                  0    24       256       171       1         1         5         10000     10000     10000            1           0           0           0             .000612      NA          .010310           .019631             .026239            .027083              145           959
9.69          549                1                  0    24       256       171       1         1         5         10000     10000     10000            1           1           0           0             .001589      .027696     .002216           .011276             .012592            .041666              179           723
8.61          524                1                  0    24       256       171       1         1         5         10000     10000     1000             1           0           0           0             .000548      NA          .010422           .019615             .028635            .029166              147           894
9.63          549                1                  0    24       256       171       1         1         5         10000     10000     1000             1           1           0           0             .001936      .027905     .002490           .012124             .013886            .042500              183           776
8.52          526                1                  0    24       256       171       1         1         5         10000     10000     100              1           0           0           0             .000869      NA          .010262           .019550             .024242            .025416              143           1018
9.71          550                1                  0    24       256       171       1         1         5         10000     10000     100              1           1           0           0             .002046      .028509     .002448           .011952             .013400            .042083              183           774
8.35          523                1                  0    24       256       271       1         0         5         10000     10000     25000            1           0           0           0             .001063      NA          .011599           .024350             .032383            .033333              154           869
9.50          540                1                  0    24       256       271       1         0         5         10000     10000     25000            1           1           0           0             .002243      .033930     .002845           .015882             .018037            .051250              184           700
8.42          523                1                  0    24       256       271       1         0         5         10000     10000     10000            1           0           0           0             .000801      NA          .011225           .024461             .032339            .033333              154           852
9.53          539                1                  0    24       256       271       1         0         5         10000     10000     10000            1           1           0           0             .001929      .033631     .002796           .015984             .018195            .053333              188           665
8.36          523                1                  0    24       256       271       1         0         5         10000     10000     1000             1           0           0           0             .000804      NA          .011191           .023825             .032059            .032916              157           857
9.46          538                1                  0    24       256       271       1         0         5         10000     10000     1000             1           1           0           0             .001978      .034322     .002960           .016757             .020041            .052916              188           694
8.43          523                1                  0    24       256       271       1         0         5         10000     10000     100              1           0           0           0             .000629      NA          .011400           .024219             .035017            .035833              157           802
9.49          539                1                  0    24       256       271       1         0         5         10000     10000     100              1           1           0           0             .001768      .033490     .003031           .015877             .018104            .051666              184           685
8.48          526                1                  0    24       256       271       1         1         5         10000     10000     25000            1           0           0           0             .001042      NA          .010484           .019609             .025943            .027083              139           965
9.51          540                1                  0    24       256       271       1         1         5         10000     10000     25000            1           1           0           0             .002077      .026587     .002566           .013110             .014605            .040833              181           779
8.42          524                1                  0    24       256       271       1         1         5         10000     10000     10000            1           0           0           0             .000515      NA          .010257           .019511             .026471            .027083              137           946
9.55          539                1                  0    24       256       271       1         1         5         10000     10000     10000            1           1           0           0             .001722      .026636     .002378           .013414             .015038            .041250              181           762
8.43          523                1                  0    24       256       271       1         1         5         10000     10000     1000             1           0           0           0             .001081      NA          .010490           .019570             .024323            .025416              133           1023
9.50          539                1                  0    24       256       271       1         1         5         10000     10000     1000             1           1           0           0             .001514      .026629     .002302           .013308             .015006            .041250              183           746
8.43          523                1                  0    24       256       271       1         1         5         10000     10000     100              1           0           0           0             .001056      NA          .010105           .019563             .026328            .027500              139           925
9.56          539                1                  0    24       256       271       1         1         5         10000     10000     100              1           1           0           0             .002053      .026800     .002578           .013352             .015495            .042500              185           746
8.08          524                1                  0    24       256       74        1         0         5         10000     10000     25000            1           0           0           0             .001018      NA          .024323           .074364             .083477            .084583              173           699
9.05          528                1                  0    24       256       74        1         0         5         10000     10000     25000            1           1           0           0             .001180      .038594     .004602           .071874             .076044            .113333              331           594
8.06          528                1                  0    24       256       74        1         0         5         10000     10000     10000            1           0           0           0             .000967      NA          .024964           .074141             .078263            .079166              171           765
8.98          528                1                  0    24       256       74        1         0         5         10000     10000     10000            1           1           0           0             .002270      .038849     .004805           .071886             .076850            .117083              320           583
8.08          523                1                  0    24       256       74        1         0         5         10000     10000     1000             1           0           0           0             .000754      NA          .024158           .075751             .079992            .081250              173           725
9.00          528                1                  0    24       256       74        1         0         5         10000     10000     1000             1           1           0           0             .001592      .038890     .004616           .071160             .076638            .116666              321           577
8.05          525                1                  0    24       256       74        1         0         5         10000     10000     100              1           0           0           0             .000975      NA          .024699           .075407             .081648            .082500              172           728
9.09          528                1                  0    24       256       74        1         0         5         10000     10000     100              1           1           0           0             .001492      .038741     .004483           .071101             .073912            .113333              327           597
8.13          524                1                  0    24       256       74        1         1         5         10000     10000     25000            1           0           0           0             .000377      NA          .023062           .038028             .040380            .040833              154           1365
9.02          529                1                  0    24       256       74        1         1         5         10000     10000     25000            1           1           0           0             .001803      .033429     .004201           .036188             .038375            .072916              306           884
8.12          523                1                  0    24       256       74        1         1         5         10000     10000     10000            1           0           0           0             .000803      NA          .022859           .039071             .040811            .042083              154           1324
9.02          528                1                  0    24       256       74        1         1         5         10000     10000     10000            1           1           0           0             .001465      .033849     .004379           .037011             .039876            .072916              310           874
8.10          523                1                  0    24       256       74        1         1         5         10000     10000     1000             1           0           0           0             .000942      NA          .023075           .038630             .040934            .041666              154           1339
9.11          529                1                  0    24       256       74        1         1         5         10000     10000     1000             1           1           0           0             .001795      .033710     .004583           .037774             .041009            .074583              306           870
8.09          524                1                  0    24       256       74        1         1         5         10000     10000     100              1           0           0           0             .000808      NA          .022979           .038977             .041683            .042916              155           1304
9.00          529                1                  0    24       256       74        1         1         5         10000     10000     100              1           1           0           0             .001488      .033578     .004426           .036467             .040152            .072083              306           893
8.43          523                1                  0    24       256       174       1         0         5         10000     10000     25000            1           0           0           0             .001028      NA          .027251           .040061             .052710            .053750              246           1246
9.43          545                1                  0    24       256       174       1         0         5         10000     10000     25000            1           1           0           0             .001782      .064298     .004929           .023875             .025355            .090000              315           835
