comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.09;260;1;0;1;32;22;1;0;5;10000;10000;10;50;0;0;16;.022810;NA;.001823;.023134;.023128;.040000;4;12
2.23;264;1;0;1;32;22;1;0;5;10000;10000;10;50;1;0;16;.043840;.000484;.001004;.018525;.018520;.060000;4;11
2.06;262;1;0;1;32;22;1;0;5;10000;10000;20;50;0;0;16;.041604;NA;.001975;.038341;.038336;.080000;4;8
2.28;265;1;0;1;32;22;1;0;5;10000;10000;20;50;1;0;16;.073264;.000362;.001179;.038179;.038176;.110000;4;6
2.07;262;1;0;1;32;22;1;0;5;10000;10000;30;50;0;0;16;.043703;NA;.002102;.045518;.045514;.090000;4;5
2.28;265;1;0;1;32;22;1;0;5;10000;10000;30;50;1;0;16;.098550;.000477;.001270;.042995;.042992;.140000;4;6
1.95;261;1;0;1;32;22;1;0;5;10000;10000;40;50;0;0;16;.085101;NA;.002137;.048705;.048697;.130000;4;5
2.30;265;1;0;1;32;22;1;0;5;10000;10000;40;50;1;0;16;.137272;.000339;.001100;.053539;.053536;.190000;4;3
2.09;262;1;0;1;32;22;1;0;5;10000;10000;50;50;0;0;16;.105348;NA;.002225;.072998;.072993;.180000;4;3
2.57;264;1;0;1;32;22;1;0;5;10000;10000;50;50;1;0;16;.157514;.000428;.001330;.010467;.010463;.170000;4;4
2.05;262;1;0;1;32;22;1;0;5;10000;10000;60;50;0;0;16;.125073;NA;.002228;.079907;.079900;.200000;4;2
2.14;263;1;0;1;32;22;1;0;5;10000;10000;60;50;1;0;16;.196705;.000298;.001648;.079066;.079061;.270000;4;2
2.08;266;1;0;1;32;22;1;0;11;10000;10000;10;50;0;0;16;.027809;NA;.027372;.566139;.566134;.590000;4;5
2.40;268;1;0;1;32;22;1;0;11;10000;10000;10;50;1;0;16;.062154;.005544;.004379;.041902;.041900;.110000;4;9
2.34;267;1;0;1;32;22;1;0;11;10000;10000;20;50;0;0;16;.058618;NA;.031000;1.088646;1.088641;1.150000;4;3
2.41;267;1;0;1;32;22;1;0;11;10000;10000;20;50;1;0;16;.101711;.020958;.004149;.062214;.062211;.180000;4;6
2.36;265;1;0;1;32;22;1;0;11;10000;10000;30;50;0;0;16;.082509;NA;.031955;1.609765;1.609757;1.690000;4;2
2.43;269;1;0;1;32;22;1;0;11;10000;10000;30;50;1;0;16;.216392;.031543;.002637;.061255;.061253;.310000;4;4
2.19;267;1;0;1;32;22;1;0;11;10000;10000;40;50;0;0;16;.116867;NA;.031203;2.129185;2.129180;2.250000;4;1
2.31;269;1;0;1;32;22;1;0;11;10000;10000;40;50;1;0;16;.285846;.042180;.004027;.081923;.081918;.410000;4;3
2.07;266;1;0;1;32;22;1;0;11;10000;10000;50;50;0;0;16;.146938;NA;.030150;2.648952;2.648949;2.800000;4;1
2.38;267;1;0;1;32;22;1;0;11;10000;10000;50;50;1;0;16;.369690;.038323;.004150;.101728;.101724;.510000;4;2
2.37;267;1;0;1;32;22;1;0;11;10000;10000;60;50;0;0;16;.176825;NA;.031894;3.169781;3.169773;3.350000;4;1
2.26;268;1;0;1;32;22;1;0;11;10000;10000;60;50;1;0;16;.418736;.069374;.002510;.121149;.121146;.610000;4;2
2.18;267;1;0;1;32;22;1;0;12;10000;10000;10;50;0;0;16;.032938;NA;.004854;.061107;.061103;.090000;4;8
2.48;267;1;0;1;32;22;1;0;12;10000;10000;10;50;1;0;16;.055017;.012914;.003925;.041626;.041622;.110000;4;11
2.41;266;1;0;1;32;22;1;0;12;10000;10000;20;50;0;0;16;.069008;NA;.006585;.094852;.094847;.160000;4;6
2.23;268;1;0;1;32;22;1;0;12;10000;10000;20;50;1;0;16;.108846;.014954;.003123;.060958;.060955;.180000;4;6
2.41;266;1;0;1;32;22;1;0;12;10000;10000;30;50;0;0;16;.086522;NA;.005301;.157744;.157739;.240000;4;4
2.45;268;1;0;1;32;22;1;0;12;10000;10000;30;50;1;0;16;.217666;.030281;.003589;.061550;.061544;.310000;4;3
2.20;265;1;0;1;32;22;1;0;12;10000;10000;40;50;0;0;16;.121613;NA;.007098;.202574;.202569;.320000;4;3
2.22;267;1;0;1;32;22;1;0;12;10000;10000;40;50;1;0;16;.289907;.037985;.003854;.081546;.081540;.410000;4;3
2.60;266;1;0;1;32;22;1;0;12;10000;10000;50;50;0;0;16;.149181;NA;.007054;.255256;.255248;.400000;4;2
2.54;268;1;0;1;32;22;1;0;12;10000;10000;50;50;1;0;16;.255469;.047385;.005088;.158017;.158011;.460000;4;3
2.19;266;1;0;1;32;22;1;0;12;10000;10000;60;50;0;0;16;.185963;NA;.006752;.299216;.299211;.480000;4;2
2.58;268;1;0;1;32;22;1;0;12;10000;10000;60;50;1;0;16;.309743;.053379;.004498;.181850;.181845;.540000;4;2
