comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    2        256       5         1         0         9         0         0         30000000    0           1           1             NA           2.608333    3                 15
0.02          3                  1                  0    2        256       5         1         0         9         0         10000     30000000    0           1           1             NA           2.608333    3                 15
0.01          3                  1                  0    2        256       5         1         0         9         1000      0         30000000    0           1           1             NA           2.607500    5                 13
0.02          3                  1                  0    2        256       5         1         0         9         1000      10000     30000000    0           1           1             NA           2.608333    4                 12
0.02          3                  1                  0    2        256       5         1         0         10        0         0         30000000    0           1           1             NA           2.590000    3                 10
0.02          3                  1                  0    2        256       5         1         0         10        0         10000     30000000    0           1           1             NA           2.590000    3                 10
0.01          3                  1                  0    2        256       5         1         0         10        1000      0         30000000    0           1           1             NA           2.590833    4                 10
0.02          3                  1                  0    2        256       5         1         0         10        1000      10000     30000000    0           1           1             NA           2.592500    4                 12
0.02          3                  1                  0    2        256       5         1         0         11        0         0         30000000    0           1           1             NA           2.589166    3                 11
0.02          3                  1                  0    2        256       5         1         0         11        0         10000     30000000    0           1           1             NA           2.589166    3                 10
0.02          3                  1                  0    2        256       5         1         0         11        1000      0         30000000    0           1           1             NA           2.590000    4                 11
0.02          3                  1                  0    2        256       5         1         0         11        1000      10000     30000000    0           1           1             NA           2.591666    5                 12
0.02          3                  1                  0    2        256       5         1         0         12        0         0         30000000    0           1           1             NA           2.590833    3                 12
0.01          3                  1                  0    2        256       5         1         0         12        0         10000     30000000    0           1           1             NA           2.590000    3                 10
0.02          3                  1                  0    2        256       5         1         0         12        1000      0         30000000    0           1           1             NA           2.590833    4                 13
0.02          3                  1                  0    2        256       5         1         0         12        1000      10000     30000000    0           1           1             NA           2.592500    4                 12
