comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.10;295;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.008955;NA;.350218;2.344766;2.344761;2.350000;4;15
3.16;297;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.009283;NA;.273524;2.226230;2.226225;2.240000;4;12
2.92;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.009441;NA;.532112;2.829812;2.829807;2.840000;4;18
3.02;296;1;0;1;32;58;1;0;2;10000;10000;1;1;0;0;16;.010837;NA;.367726;2.356726;2.356722;2.370000;4;15
3.17;295;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.013204;NA;.428304;5.951572;5.951567;5.960000;4;7
3.00;297;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.010768;NA;.427391;6.035395;6.035387;6.050000;4;7
3.02;295;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.017665;NA;.380003;5.915521;5.915516;5.930000;4;6
3.27;295;1;0;1;32;58;1;0;2;10000;10000;3;1;0;0;16;.018632;NA;.436002;7.267287;7.267283;7.290000;4;6
3.15;296;1;0;1;32;58;1;0;2;10000;10000;5;1;0;0;16;.026117;NA;.429538;9.784663;9.784658;9.810000;4;4
3.17;296;1;0;1;32;58;1;0;2;10000;10000;5;1;0;0;16;.026224;NA;.332631;9.349904;9.349897;9.370000;4;3
3.21;296;1;0;1;32;58;1;0;2;10000;10000;5;1;0;0;16;.016801;NA;.414202;10.245117;10.245112;10.260000;4;4
3.04;296;1;0;1;32;58;1;0;2;10000;10000;5;1;0;0;16;.025800;NA;.408000;9.191864;9.191859;9.220000;4;4
3.06;297;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.031494;NA;.412278;13.582205;13.582200;13.610000;4;3
3.34;296;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.022511;NA;.340205;12.592863;12.592858;12.620000;4;2
3.01;295;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.034655;NA;.388866;12.496210;12.496206;12.530000;4;3
3.07;297;1;0;1;32;58;1;0;2;10000;10000;7;1;0;0;16;.034517;NA;.491120;16.087863;16.087858;16.120000;4;3
3.04;296;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.027071;NA;.391992;15.724171;15.724167;15.750000;4;2
3.31;296;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.041543;NA;.555640;22.901096;22.901088;22.940000;4;2
3.16;298;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.038691;NA;.575229;23.535257;23.535252;23.570000;4;2
3.02;296;1;0;1;32;58;1;0;2;10000;10000;9;1;0;0;16;.032589;NA;.387614;15.719130;15.719125;15.750000;4;2
3.01;297;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.038509;NA;.393167;19.144447;19.144442;19.180000;4;2
3.02;295;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.047786;NA;.275471;19.320706;19.320698;19.370000;4;1
3.17;296;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.036860;NA;.464972;23.043821;23.043816;23.080000;4;2
3.32;296;1;0;1;32;58;1;0;2;10000;10000;11;1;0;0;16;.047507;NA;.569025;28.501739;28.501734;28.550000;4;2
11.82;518;1;0;1;32;58;1;0;9;10000;10000;1;1;0;0;16;.017871;NA;.682046;3.056180;3.056177;3.070000;4;22
11.92;517;1;0;1;32;58;1;0;9;10000;10000;1;1;0;0;16;.010449;NA;.699183;3.041932;3.041927;3.050000;4;23
11.66;518;1;0;1;32;58;1;0;9;10000;10000;1;1;0;0;16;.010126;NA;.906268;3.105748;3.105739;3.120000;4;29
11.72;519;1;0;1;32;58;1;0;9;10000;10000;1;1;0;0;16;.010499;NA;.849742;3.065599;3.065595;3.070000;4;27
11.85;517;1;0;1;32;58;1;0;9;10000;10000;3;1;0;0;16;.011394;NA;.799023;8.202051;8.202043;8.210000;4;9
11.91;517;1;0;1;32;58;1;0;9;10000;10000;3;1;0;0;16;.017761;NA;.849173;8.197511;8.197506;8.210000;4;10
11.85;518;1;0;1;32;58;1;0;9;10000;10000;3;1;0;0;16;.010743;NA;.824626;8.164679;8.164674;8.170000;4;10
11.94;520;1;0;1;32;58;1;0;9;10000;10000;3;1;0;0;16;.019424;NA;.707972;8.136831;8.136827;8.160000;4;8
11.68;519;1;0;1;32;58;1;0;9;10000;10000;5;1;0;0;16;.018221;NA;.831389;13.332799;13.332794;13.350000;4;6
11.85;517;1;0;1;32;58;1;0;9;10000;10000;5;1;0;0;16;.017294;NA;.909449;13.314980;13.314974;13.330000;4;6
11.81;519;1;0;1;32;58;1;0;9;10000;10000;5;1;0;0;16;.016138;NA;.837321;13.291601;13.291593;13.310000;4;6
11.87;519;1;0;1;32;58;1;0;9;10000;10000;5;1;0;0;16;.015448;NA;.903876;13.320027;13.320022;13.340000;4;6
11.62;518;1;0;1;32;58;1;0;9;10000;10000;7;1;0;0;16;.022464;NA;.893832;18.459282;18.459277;18.480000;4;4
11.64;518;1;0;1;32;58;1;0;9;10000;10000;7;1;0;0;16;.037557;NA;.902418;18.475976;18.475973;18.510000;4;4
11.72;518;1;0;1;32;58;1;0;9;10000;10000;7;1;0;0;16;.024803;NA;.756749;18.467950;18.467945;18.490000;4;4
11.85;518;1;0;1;32;58;1;0;9;10000;10000;7;1;0;0;16;.027649;NA;.913943;18.479572;18.479567;18.510000;4;4
11.96;517;1;0;1;32;58;1;0;9;10000;10000;9;1;0;0;16;.042845;NA;.913555;23.607036;23.607032;23.650000;4;3
11.64;517;1;0;1;32;58;1;0;9;10000;10000;9;1;0;0;16;.030113;NA;.809817;23.591459;23.591454;23.620000;4;3
11.78;519;1;0;1;32;58;1;0;9;10000;10000;9;1;0;0;16;.027551;NA;.914731;23.575673;23.575668;23.600000;4;3
11.61;517;1;0;1;32;58;1;0;9;10000;10000;9;1;0;0;16;.032617;NA;.874662;23.582217;23.582211;23.610000;4;3
11.87;518;1;0;1;32;58;1;0;9;10000;10000;11;1;0;0;16;.038531;NA;.915373;28.705272;28.705267;28.740000;4;3
11.63;519;1;0;1;32;58;1;0;9;10000;10000;11;1;0;0;16;.037331;NA;.932475;28.725697;28.725692;28.760000;4;3
12.02;517;1;0;1;32;58;1;0;9;10000;10000;11;1;0;0;16;.048044;NA;.880079;28.715191;28.715184;28.760000;4;3
11.61;518;1;0;1;32;58;1;0;9;10000;10000;11;1;0;0;16;.034536;NA;.939596;28.715364;28.715359;28.750000;4;3
