comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.30;261;1;0;1;32;25;1;0;5;10000;10000;10;50;0;0;16;.026630;NA;.002603;.021737;.021732;.050000;4;15
2.40;265;1;0;1;32;25;1;0;5;10000;10000;10;50;1;0;16;.079595;.000244;.000366;.021056;.021054;.100000;4;6
2.04;261;1;0;1;32;25;1;0;5;10000;10000;10;50;0;0;16;.030503;NA;.001976;.021305;.021301;.050000;4;11
2.44;265;1;0;1;32;25;1;0;5;10000;10000;10;50;1;0;16;.077970;.000477;.001345;.010746;.010744;.090000;4;8
2.11;261;1;0;1;32;25;1;0;5;10000;10000;10;50;0;0;16;.035567;NA;.001912;.021136;.021132;.060000;4;11
2.32;265;1;0;1;32;25;1;0;5;10000;10000;10;50;1;0;16;.075377;.000341;.001251;.020857;.020854;.100000;4;9
2.20;262;1;0;1;32;25;1;0;5;10000;10000;10;50;0;0;16;.035243;NA;.002306;.021048;.021044;.060000;4;13
2.44;265;1;0;1;32;25;1;0;5;10000;10000;10;50;1;0;16;.077917;.000329;.000625;.021264;.021261;.100000;4;7
2.05;261;1;0;1;32;25;1;0;5;10000;10000;10;50;0;0;16;.046246;NA;.001831;.021166;.021163;.070000;4;8
2.28;264;1;0;1;32;25;1;0;5;10000;10000;10;50;1;0;16;.080150;.000415;.001230;.005189;.005186;.080000;4;8
2.06;261;1;0;1;32;25;1;0;5;10000;10000;20;50;0;0;16;.064012;NA;.002369;.041601;.041597;.100000;4;5
2.11;264;1;0;1;32;25;1;0;5;10000;10000;20;50;1;0;16;.154652;.000369;.001143;.040889;.040884;.190000;4;4
2.09;262;1;0;1;32;25;1;0;5;10000;10000;20;50;0;0;16;.061415;NA;.001883;.041212;.041207;.100000;4;5
2.13;264;1;0;1;32;25;1;0;5;10000;10000;20;50;1;0;16;.150463;.000375;.001265;.040895;.040893;.190000;4;4
2.18;261;1;0;1;32;25;1;0;5;10000;10000;20;50;0;0;16;.064711;NA;.002196;.041309;.041301;.110000;4;6
2.18;265;1;0;1;32;25;1;0;5;10000;10000;20;50;1;0;16;.145656;.000253;.001378;.040856;.040851;.190000;4;4
2.17;262;1;0;1;32;25;1;0;5;10000;10000;20;50;0;0;16;.062208;NA;.002206;.041495;.041490;.100000;4;6
2.27;265;1;0;1;32;25;1;0;5;10000;10000;20;50;1;0;16;.145751;.000363;.001295;.040769;.040766;.190000;4;4
2.07;262;1;0;1;32;25;1;0;5;10000;10000;20;50;0;0;16;.063501;NA;.001917;.041254;.041249;.100000;4;5
2.14;265;1;0;1;32;25;1;0;5;10000;10000;20;50;1;0;16;.141452;.000407;.001279;.020579;.020573;.160000;4;5
2.05;262;1;0;1;32;25;1;0;5;10000;10000;30;50;0;0;16;.096870;NA;.002073;.061557;.061553;.160000;4;4
2.36;266;1;0;1;32;25;1;0;5;10000;10000;30;50;1;0;16;.228024;.000380;.001231;.060935;.060930;.290000;4;2
2.24;261;1;0;1;32;25;1;0;5;10000;10000;30;50;0;0;16;.087835;NA;.001804;.061243;.061238;.150000;4;3
2.27;265;1;0;1;32;25;1;0;5;10000;10000;30;50;1;0;16;.212895;.000403;.001171;.030767;.030764;.240000;4;4
2.07;261;1;0;1;32;25;1;0;5;10000;10000;30;50;0;0;16;.094188;NA;.002391;.061541;.061536;.160000;4;4
2.12;265;1;0;1;32;25;1;0;5;10000;10000;30;50;1;0;16;.212112;.001044;.001252;.030757;.030754;.240000;4;4
2.15;262;1;0;1;32;25;1;0;5;10000;10000;30;50;0;0;16;.091836;NA;.001948;.061253;.061248;.150000;4;3
2.11;264;1;0;1;32;25;1;0;5;10000;10000;30;50;1;0;16;.229534;.000469;.001373;.060796;.060791;.290000;4;2
2.19;261;1;0;1;32;25;1;0;5;10000;10000;30;50;0;0;16;.094057;NA;.002046;.061380;.061376;.150000;4;4
2.29;264;1;0;1;32;25;1;0;5;10000;10000;30;50;1;0;16;.216427;.000352;.001344;.025416;.025411;.240000;4;3
2.22;261;1;0;1;32;25;1;0;5;10000;10000;40;50;0;0;16;.123491;NA;.001981;.081200;.081196;.200000;4;2
