comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000982;NA;.000092;.000133;.000302;.001250;7;521
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000586;NA;.000109;.000145;.000342;.000833;7;808
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000631;NA;.000120;.000134;.000287;.000833;7;746
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000825;NA;.000124;.000131;.000222;.001250;7;661
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000413;NA;.000156;.000131;.000178;.000833;7;1050
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000534;NA;.000132;.000158;.000287;.000833;7;981
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000421;NA;.000118;.000129;.000182;.000833;7;986
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000756;NA;.000127;.000148;.000300;.000833;9;637
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000417;NA;.000104;.000118;.000171;.000833;7;952
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;25000;2605;0;1;0;1;.000395;NA;.000143;.000146;.000212;.000833;7;1063
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000367;NA;.000131;.000115;.000173;.000416;7;1183
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000352;NA;.000147;.000123;.000213;.000416;8;1210
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000615;NA;.000105;.000108;.000201;.000833;7;762
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000407;NA;.000157;.000142;.000272;.000833;8;1072
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000427;NA;.000150;.000137;.000298;.000833;7;1065
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000383;NA;.000144;.000164;.000233;.000833;7;1036
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000611;NA;.000119;.000120;.000187;.000833;7;740
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000415;NA;.000148;.000176;.000261;.000833;7;1066
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000598;NA;.000086;.000147;.000243;.000833;7;596
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;10000;2605;0;1;0;1;.000432;NA;.000143;.000169;.000276;.000833;7;1022
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000648;NA;.000148;.000576;.000924;.001250;7;594
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000766;NA;.000142;.000671;.000881;.001250;7;600
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000509;NA;.000124;.000601;.000832;.001250;7;574
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000568;NA;.000106;.000520;.000694;.001250;7;591
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000748;NA;.000133;.000552;.000714;.001250;7;532
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000743;NA;.000124;.000540;.000796;.001250;7;591
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000661;NA;.000132;.000559;.000777;.001250;8;652
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000796;NA;.000121;.000654;.000863;.001250;8;583
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000718;NA;.000141;.000446;.000593;.001250;8;691
0.02;3;1;0;4;512;512;1;0;5;10000;10000;0;1000;2605;0;1;0;1;.000568;NA;.000144;.000566;.000803;.001250;7;578
