comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     32             10000       0           1           2             .003739      NA          .000570           .104434             .107520            .111250              6             14
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     32             100000      0           1           2             .004151      NA          .002710           .115907             .121051            .125416              33            55
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     32             1000000     0           1           2             .004633      NA          .015583           .176817             .183178            .187500              263           207
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     32             10          0           1           2             .004445      NA          .000200           .085379             .085999            .090416              3             8
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     32             100         0           1           2             .004239      NA          .000219           .085352             .086011            .090416              3             8
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     32             1000        0           1           2             .004437      NA          .000238           .085329             .085837            .090416              4             9
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     32             10000       0           1           2             .004070      NA          .000576           .104223             .108795            .112916              6             14
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     32             100000      0           1           2             .004522      NA          .002691           .115593             .123812            .128333              31            53
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     32             1000000     0           1           2             .004725      NA          .015471           .177908             .188784            .193333              263           198
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     32             10          0           1           2             .004033      NA          .000189           .085351             .085815            .090000              3             7
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     32             100         0           1           2             .004038      NA          .000211           .085372             .085887            .090000              3             8
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     32             1000        0           1           2             .004284      NA          .000269           .085321             .085837            .090416              4             9
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     32             10000       0           1           2             .004140      NA          .000536           .104605             .110105            .114166              6             13
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     32             100000      0           1           2             .004116      NA          .002569           .115907             .121109            .125416              31            53
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     32             1000000     0           1           2             .005104      NA          .015565           .176876             .180629            .185833              263           208
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             10          0           1           2             .008453      NA          .000194           .170220             .171126            .179583              9             4
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     64             100         0           1           2             .008057      NA          .000175           .170238             .171152            .179166              3             3
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     64             1000        0           1           2             .008023      NA          .000211           .170308             .171223            .179166              4             4
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             10000       0           1           2             .008439      NA          .000521           .206548             .214160            .222916              6             6
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             100000      0           1           2             .008485      NA          .002632           .232961             .246459            .255000              31            26
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     64             1000000     0           1           2             .008608      NA          .015792           .351787             .370729            .379166              264           103
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             10          0           1           2             .008394      NA          .000195           .170213             .171105            .179583              3             4
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             100         0           1           2             .008060      NA          .000207           .170248             .171164            .179166              3             4
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             1000        0           1           2             .007858      NA          .000236           .170502             .171382            .179166              4             4
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             10000       0           1           2             .008555      NA          .000551           .208086             .214149            .222916              6             7
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     64             100000      0           1           2             .008043      NA          .002599           .233794             .246497            .254583              31            26
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             1000000     0           1           2             .009067      NA          .015900           .351916             .367803            .377083              264           104
0.03          3                  1                  0    4        256       404       1         0         5         10000     10000     64             10          0           1           2             .008086      NA          .000200           .170240             .171186            .179166              3             4
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             100         0           1           2             .008150      NA          .000189           .170227             .171343            .179583              3             3
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             1000        0           1           2             .007764      NA          .000236           .170528             .171443            .179166              4             4
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             10000       0           1           2             .008494      NA          .000526           .207614             .214119            .222500              6             6
0.01          3                  1                  0    4        256       404       1         0         5         10000     10000     64             100000      0           1           2             .008552      NA          .002703           .232630             .246314            .255000              31            27
0.02          3                  1                  0    4        256       404       1         0         5         10000     10000     64             1000000     0           1           2             .009156      NA          .016224           .355202             .367609            .376666              263           106
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     1              10          0           1           2             .000403      NA          .000029           .000675             .000725            .001250              3             215
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     1              100         0           1           2             .000471      NA          .000034           .000866             .000941            .001666              3             180
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     1              1000        0           1           2             .000416      NA          .000043           .000662             .000717            .001250              4             236
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     1              10000       0           1           2             .000397      NA          .000202           .001093             .001319            .001666              5             358
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     1              100000      0           1           2             .000760      NA          .001530           .002630             .003196            .004166              22            948
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     1              1000000     0           1           2             .000748      NA          .010050           .011924             .015624            .016250              178           1523
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     1              10          0           1           2             .000407      NA          .000030           .000643             .000718            .001250              3             212
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     1              100         0           1           2             .000717      NA          .000033           .000711             .000759            .001666              3             164
0.03          3                  1                  0    4        256       404       1         1         5         10000     10000     1              1000        0           1           2             .000753      NA          .000048           .000785             .000883            .001666              4             177
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     1              10000       0           1           2             .000376      NA          .000176           .001105             .001302            .001666              5             334
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     1              100000      0           1           2             .000390      NA          .001271           .002551             .003237            .003750              22            865
0.02          3                  1                  0    4        256       404       1         1         5         10000     10000     1              1000000     0           1           2             .000815      NA          .010404           .012318             .014111            .015000              184           1697
0.01          3                  1                  0    4        256       404       1         1         5         10000     10000     1              10          0           1           2             .000411      NA          .000029           .000642             .000695            .001250              3             209
