comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;4;512;71;1;0;5;10000;10000;100;1;0;1;1;.016029;NA;.283733;23.647412;24.132394;24.145416;4745;29
0.02;3;1;0;4;512;71;1;0;5;10000;10000;1000;1;0;1;1;.016595;NA;.187518;2.525645;2.757326;2.769583;4545;172
0.02;3;1;0;4;512;71;1;0;5;10000;10000;10000;1;0;1;1;.016139;NA;.163316;.646531;.661548;.677083;4196;625
0.02;3;1;0;4;512;71;1;0;5;10000;10000;25000;1;0;1;1;.017646;NA;.170176;.504961;.530885;.550833;3454;791
0.02;3;1;0;4;512;71;1;1;5;10000;10000;100;1;0;1;1;.018143;NA;.265127;23.793843;24.071618;24.088750;4604;27
0.02;3;1;0;4;512;71;1;1;5;10000;10000;1000;1;0;1;1;.016275;NA;.174038;2.202491;2.479677;2.490000;4567;178
0.02;3;1;0;4;512;71;1;1;5;10000;10000;10000;1;0;1;1;.018698;NA;.151364;.334231;.355808;.370416;4260;1054
0.02;3;1;0;4;512;71;1;1;5;10000;10000;25000;1;0;1;1;.009730;NA;.159324;.218784;.228282;.240000;3272;1701
0.02;3;1;0;4;512;171;1;0;5;10000;10000;100;1;0;1;1;.018339;NA;.264324;23.721603;24.938829;24.950000;4847;26
0.02;3;1;0;4;512;171;1;0;5;10000;10000;1000;1;0;1;1;.010538;NA;.168022;2.153459;2.498978;2.511666;4646;171
0.02;3;1;0;4;512;171;1;0;5;10000;10000;10000;1;0;1;1;.018606;NA;.145486;.256646;.270289;.285000;4367;1317
0.02;3;1;0;4;512;171;1;0;5;10000;10000;25000;1;0;1;1;.018203;NA;.153065;.132600;.139590;.150833;3387;2618
0.02;3;1;0;4;512;171;1;1;5;10000;10000;100;1;0;1;1;.014754;NA;.275193;23.305079;24.164560;24.179166;4778;28
0.02;3;1;0;4;512;171;1;1;5;10000;10000;1000;1;0;1;1;.018550;NA;.166943;2.181026;2.418562;2.431666;4591;177
0.02;3;1;0;4;512;171;1;1;5;10000;10000;10000;1;0;1;1;.014185;NA;.141950;.256662;.266293;.276666;4256;1321
0.02;3;1;0;4;512;171;1;1;5;10000;10000;25000;1;0;1;1;.018587;NA;.149734;.129356;.135600;.148333;3205;2618
0.02;3;1;0;4;512;271;1;0;5;10000;10000;100;1;0;1;1;.010393;NA;.284556;24.109035;24.847397;24.859583;4789;28
0.02;3;1;0;4;512;271;1;0;5;10000;10000;1000;1;0;1;1;.016709;NA;.172958;2.138573;2.488167;2.500000;4607;176
0.02;3;1;0;4;512;271;1;0;5;10000;10000;10000;1;0;1;1;.017945;NA;.141832;.258575;.267401;.280833;4202;1303
0.02;3;1;0;4;512;271;1;0;5;10000;10000;25000;1;0;1;1;.018127;NA;.154495;.132371;.140831;.152083;3342;2609
0.02;3;1;0;4;512;271;1;1;5;10000;10000;100;1;0;1;1;.016872;NA;.272927;23.603655;24.195529;24.214583;4620;28
0.02;3;1;0;4;512;271;1;1;5;10000;10000;1000;1;0;1;1;.017848;NA;.168785;2.221677;2.424081;2.440416;4589;178
0.02;3;1;0;4;512;271;1;1;5;10000;10000;10000;1;0;1;1;.018259;NA;.137927;.253973;.260924;.273750;4148;1311
0.02;3;1;0;4;512;271;1;1;5;10000;10000;25000;1;0;1;1;.018908;NA;.148981;.131525;.140009;.150833;3270;2557
0.02;3;1;0;4;512;74;1;0;5;10000;10000;100;1;0;1;1;.012798;NA;.211910;15.503621;16.285855;16.293750;3140;32
0.02;3;1;0;4;512;74;1;0;5;10000;10000;1000;1;0;1;1;.011427;NA;.142019;1.541464;1.687778;1.695416;3081;211
0.02;3;1;0;4;512;74;1;0;5;10000;10000;10000;1;0;1;1;.006749;NA;.118765;.233175;.245071;.252500;2817;1198
0.02;3;1;0;4;512;74;1;0;5;10000;10000;25000;1;0;1;1;.006763;NA;.133462;.164446;.176374;.183750;2210;1835
0.02;3;1;0;4;512;74;1;1;5;10000;10000;100;1;0;1;1;.012571;NA;.205408;15.411302;16.255204;16.262500;3148;31
0.02;3;1;0;4;512;74;1;1;5;10000;10000;1000;1;0;1;1;.006861;NA;.139569;1.491039;1.659742;1.667500;3106;211
0.02;3;1;0;4;512;74;1;1;5;10000;10000;10000;1;0;1;1;.011939;NA;.115965;.191035;.205827;.213750;2762;1389
0.02;3;1;0;4;512;74;1;1;5;10000;10000;25000;1;0;1;1;.012852;NA;.125073;.120016;.132421;41.666666;2192;6
