comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.37;226;1;0;15;256;2;1;0;2;0;0;100000000;0;0;.010450;NA;.247422;.247385;.247385;.267333;9159;1459
1.36;226;1;0;15;256;2;1;0;3;0;0;100000000;0;0;.003825;NA;.213397;.213383;.213383;.223333;6106;1466
1.35;227;1;0;15;256;2;1;0;4;0;0;100000000;0;0;.007091;NA;.341094;.860080;.860080;1.001333;9158;523
1.35;225;1;0;15;256;2;1;0;5;0;0;100000000;0;0;.003733;NA;.237960;.237942;.237942;.250666;9158;1457
1.34;225;1;0;15;256;2;1;0;6;0;0;100000000;0;0;.000004;NA;.042735;.042702;.042702;.046666;3054;1395
1.36;225;1;0;25;256;2;1;0;2;0;0;100000000;0;0;.006419;NA;.221679;.221681;.221681;.243600;9160;2358
1.37;226;1;0;25;256;2;1;0;3;0;0;100000000;0;0;.002318;NA;.148406;.148398;.148398;.157600;6106;2395
1.37;225;1;0;25;256;2;1;0;4;0;0;100000000;0;0;.004380;NA;.221240;.754089;.754089;.885600;9158;638
1.34;226;1;0;25;256;2;1;0;5;0;0;100000000;0;0;.002326;NA;.171961;.171954;.171954;.190800;9158;2293
1.35;225;1;0;25;256;2;1;0;6;0;0;100000000;0;0;.000002;NA;.041428;.041417;.041417;.047600;3054;2204
1.34;226;1;0;35;256;2;1;0;2;0;0;100000000;0;0;.005349;NA;.217616;.217627;.217627;.240857;9160;3261
1.35;226;1;0;35;256;2;1;0;3;0;0;100000000;0;0;.001605;NA;.121567;.121563;.121563;.129142;6106;3361
1.34;226;1;0;35;256;2;1;0;4;0;0;100000000;0;0;.003366;NA;.183151;.693950;.693950;.846571;9158;773
1.36;225;1;0;35;256;2;1;0;5;0;0;100000000;0;0;.001759;NA;.152842;.152843;.152843;.168571;9158;3228
1.34;226;1;0;35;256;2;1;0;6;0;0;100000000;0;0;.000001;NA;.042639;.042643;.042642;.047142;3054;3198
1.34;225;1;0;45;256;2;1;0;2;0;0;100000000;0;0;.005040;NA;.216201;.216254;.216254;.248000;9160;4038
1.35;225;1;0;45;256;2;1;0;3;0;0;100000000;0;0;.001684;NA;.108892;.108895;.108895;.121555;6106;4107
1.37;226;1;0;45;256;2;1;0;4;0;0;100000000;0;0;.003000;NA;.171241;.676492;.676492;.830000;9158;946
1.34;225;1;0;45;256;2;1;0;5;0;0;100000000;0;0;.001610;NA;.150550;.150577;.150577;.168666;9158;4081
1.34;226;1;0;45;256;2;1;0;6;0;0;100000000;0;0;0;NA;.041498;.041507;.041507;.047333;3054;3985
1.35;227;1;0;55;256;2;1;0;2;0;0;100000000;0;0;.004793;NA;.239893;.239954;.239954;.265636;9160;5094
1.35;225;1;0;55;256;2;1;0;3;0;0;100000000;0;0;.001569;NA;.105191;.105208;.105208;.115272;6106;5113
1.32;225;1;0;55;256;2;1;0;4;0;0;100000000;0;0;.002625;NA;.176993;.670179;.670179;.825818;9158;1198
1.37;228;1;0;55;256;2;1;0;5;0;0;100000000;0;0;.001527;NA;.164566;.164610;.164610;.178727;9158;5140
1.34;226;1;0;55;256;2;1;0;6;0;0;100000000;0;0;0;NA;.044739;.044803;.044803;.049272;3054;5025
1.35;226;1;0;65;256;2;1;0;2;0;0;100000000;0;0;.003867;NA;.217864;.225343;.225343;.278153;9160;5875
1.34;227;1;0;65;256;2;1;0;3;0;0;100000000;0;0;.001363;NA;.118179;.120084;.120084;.128153;6106;6139
1.34;225;1;0;65;256;2;1;0;4;0;0;100000000;0;0;.002011;NA;.162035;.544739;.544739;.771846;9158;1610
1.35;226;1;0;65;256;2;1;0;5;0;0;100000000;0;0;.001244;NA;.167416;.173709;.173709;.203538;9158;6043
1.36;225;1;0;65;256;2;1;0;6;0;0;100000000;0;0;0;NA;.051124;.052024;.052024;.054307;3054;6275
