comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.35          225                1                  0    15       256       2         1         0         2         0         0         100000000   0           0           .010665      NA          .246464           .246434             .246434            .264666              9160          1469
1.36          227                1                  0    15       256       2         1         0         3         0         0         100000000   0           0           .003412      NA          .213402           .213383             .213382            .223333              6106          1464
1.36          226                1                  0    15       256       2         1         0         4         0         0         100000000   0           0           .006735      NA          .344059           .880362             .880362            1.002000             9158          526
1.35          226                1                  0    15       256       2         1         0         5         0         0         100000000   0           0           .003590      NA          .238603           .238584             .238583            .252666              9158          1446
1.35          225                1                  0    15       256       2         1         0         6         0         0         100000000   0           0           .000004      NA          .042995           .042960             .042959            .045333              3054          1443
1.30          227                1                  0    25       256       2         1         0         2         0         0         100000000   0           0           .006357      NA          .222429           .222427             .222426            .240400              9160          2394
1.36          225                1                  0    25       256       2         1         0         3         0         0         100000000   0           0           .002225      NA          .151464           .151453             .151453            .162800              6106          2369
1.34          226                1                  0    25       256       2         1         0         4         0         0         100000000   0           0           .004186      NA          .218333           .726479             .726479            .885200              9158          630
1.35          226                1                  0    25       256       2         1         0         5         0         0         100000000   0           0           .002287      NA          .171823           .171816             .171816            .192400              9158          2274
1.35          225                1                  0    25       256       2         1         0         6         0         0         100000000   0           0           .000002      NA          .041482           .041464             .041464            .047200              3054          2212
1.33          226                1                  0    35       256       2         1         0         2         0         0         100000000   0           0           .005031      NA          .217162           .217183             .217183            .239714              9160          3267
1.34          226                1                  0    35       256       2         1         0         3         0         0         100000000   0           0           .001617      NA          .120798           .120792             .120792            .129142              6106          3348
1.37          225                1                  0    35       256       2         1         0         4         0         0         100000000   0           0           .003318      NA          .183827           .696428             .696428            .845428              9158          776
1.35          227                1                  0    35       256       2         1         0         5         0         0         100000000   0           0           .001785      NA          .154761           .154760             .154760            .170571              9158          3228
1.31          226                1                  0    35       256       2         1         0         6         0         0         100000000   0           0           .000001      NA          .041293           .041290             .041290            .046857              3054          3110
1.35          226                1                  0    45       256       2         1         0         2         0         0         100000000   0           0           .005017      NA          .218187           .218229             .218229            .247777              9160          4082
1.34          226                1                  0    45       256       2         1         0         3         0         0         100000000   0           0           .001563      NA          .108916           .108926             .108926            .122000              6106          4085
1.36          227                1                  0    45       256       2         1         0         4         0         0         100000000   0           0           .002817      NA          .169992           .691046             .691046            .828444              9158          940
1.35          226                1                  0    45       256       2         1         0         5         0         0         100000000   0           0           .001619      NA          .151201           .151225             .151225            .171555              9158          4027
1.34          225                1                  0    45       256       2         1         0         6         0         0         100000000   0           0           .000001      NA          .041875           .041888             .041888            .047111              3054          4033
1.36          226                1                  0    55       256       2         1         0         2         0         0         100000000   0           0           .004760      NA          .239871           .239936             .239936            .265090              9160          5107
1.35          225                1                  0    55       256       2         1         0         3         0         0         100000000   0           0           .001528      NA          .105036           .105053             .105053            .114727              6106          5135
1.36          226                1                  0    55       256       2         1         0         4         0         0         100000000   0           0           .002643      NA          .177966           .652849             .652849            .824181              9158          1207
1.34          226                1                  0    55       256       2         1         0         5         0         0         100000000   0           0           .001514      NA          .164465           .164518             .164518            .181272              9158          5065
1.36          225                1                  0    55       256       2         1         0         6         0         0         100000000   0           0           0            NA          .044628           .044668             .044667            .049272              3054          5013
1.33          226                1                  0    65       256       2         1         0         2         0         0         100000000   0           0           .003839      NA          .217995           .225907             .225907            .278615              9160          5868
1.35          226                1                  0    65       256       2         1         0         3         0         0         100000000   0           0           .001360      NA          .117975           .119879             .119879            .127384              6106          6162
1.35          227                1                  0    65       256       2         1         0         4         0         0         100000000   0           0           .001972      NA          .163004           .529973             .529973            .771538              9158          1620
1.37          226                1                  0    65       256       2         1         0         5         0         0         100000000   0           0           .001210      NA          .163365           .170164             .170164            .203692              9158          5995
1.36          226                1                  0    65       256       2         1         0         6         0         0         100000000   0           0           0            NA          .051149           .052074             .052074            .054461              3054          6233
