comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006584      NA          .000580           .133175             .133949            .140833              6             14
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006594      NA          .000515           .133187             .133936            .140833              6             12
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006444      NA          .000585           .133226             .134021            .140416              6             14
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006487      NA          .000506           .133174             .133937            .140416              5             12
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006500      NA          .000566           .133202             .133974            .140416              6             13
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006529      NA          .000569           .133180             .133997            .140833              6             13
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006481      NA          .000591           .133189             .133919            .140416              6             14
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006660      NA          .000551           .133190             .133981            .140833              6             13
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     50             0                1           0           1           0               1             .006563      NA          .000506           .133139             .133911            .140833              6             12
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .009756      NA          .000559           .199492             .200640            .210416              6             8
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .009501      NA          .000536           .199557             .200664            .210416              6             8
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .009517      NA          .000544           .199595             .200772            .210416              6             8
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .010099      NA          .000533           .199447             .200613            .210833              6             8
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .009612      NA          .000580           .199524             .200651            .210416              6             9
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .009821      NA          .000572           .199448             .200603            .210833              6             8
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .009852      NA          .000571           .199515             .200598            .210416              6             9
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .009717      NA          .000582           .199511             .200624            .210416              6             9
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .010079      NA          .000576           .199481             .200621            .210833              6             9
0.02          3                  1                  0    4        512       507       1         0         5         10000     10000     75             0                1           0           1           0               1             .009626      NA          .000609           .199535             .200666            .210416              6             9
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000627      NA          .000107           .000196             .000250            .000833              6             770
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000393      NA          .000113           .000108             .000143            .000833              6             945
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000371      NA          .000098           .000107             .000163            .000833              6             857
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000372      NA          .000120           .000158             .000193            .000833              6             876
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000539      NA          .000068           .000139             .000271            .000833              6             492
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000575      NA          .000076           .000111             .000181            .000833              6             656
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000403      NA          .000096           .000102             .000161            .000833              6             895
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000968      NA          .000067           .000119             .000247            .001250              6             429
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000758      NA          .000064           .000138             .000228            .001250              8             435
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     0              0                1           0           1           0               1             .000574      NA          .000105           .000213             .000301            .000833              6             904
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003523      NA          .000212           .014425             .014843            .018750              6             59
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003637      NA          .000236           .014392             .014821            .018750              6             59
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003405      NA          .000226           .014458             .014868            .018333              6             57
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003470      NA          .000237           .014405             .014841            .018333              6             60
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003305      NA          .000221           .014464             .014852            .018333              6             60
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003562      NA          .000229           .014431             .014838            .018333              6             54
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003587      NA          .000227           .014385             .014820            .018333              6             57
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003660      NA          .000236           .014407             .014863            .018750              6             58
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003132      NA          .000219           .014629             .015032            .018333              6             57
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     25             0                1           0           1           0               1             .003641      NA          .000231           .014376             .014810            .018750              6             58
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006487      NA          .000241           .028703             .029458            .036250              6             31
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006495      NA          .000246           .028700             .029429            .035833              6             32
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006495      NA          .000229           .028695             .029429            .036250              6             32
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006374      NA          .000270           .028739             .029488            .036250              6             32
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006342      NA          .000241           .028826             .029599            .035833              6             32
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006677      NA          .000242           .028673             .029455            .036250              6             31
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006450      NA          .000254           .028705             .029489            .036250              6             31
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006929      NA          .000238           .028660             .029436            .036666              6             29
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006533      NA          .000252           .028687             .029433            .036250              8             34
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     50             0                1           0           1           0               1             .006355      NA          .000260           .028745             .029520            .035833              6             32
0.03          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009762      NA          .000227           .042941             .044010            .053750              6             19
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009687      NA          .000240           .042907             .043999            .053750              6             21
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009752      NA          .000247           .042911             .044012            .053750              6             21
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009586      NA          .000263           .042997             .044140            .053750              6             21
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009542      NA          .000280           .042958             .044055            .053750              6             22
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009566      NA          .000262           .042979             .044084            .053750              8             23
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009654      NA          .000276           .042910             .044040            .053750              10            23
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009869      NA          .000258           .042895             .044017            .054166              6             22
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009620      NA          .000262           .042946             .044046            .053750              6             21
0.02          3                  1                  0    4        512       508       1         0         5         10000     10000     75             0                1           0           1           0               1             .009674      NA          .000264           .042925             .044046            .053750              6             22
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000590      NA          .000089           .000123             .000209            .000833              6             666
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000523      NA          .000082           .000144             .000241            .000833              6             734
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000409      NA          .000079           .000175             .000268            .000833              6             760
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000600      NA          .000068           .000111             .000267            .000833              6             656
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000777      NA          .000072           .000148             .000256            .000833              6             544
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000403      NA          .000112           .000098             .000122            .000833              6             957
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000527      NA          .000081           .000109             .000175            .000833              6             640
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000558      NA          .000087           .000092             .000170            .000833              6             670
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000326      NA          .000086           .000081             .000106            .000416              6             994
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     0              0                1           0           1           0               1             .000365      NA          .000081           .000091             .000121            .000833              6             830
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003218      NA          .000222           .008284             .008723            .012083              6             90
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003191      NA          .000214           .008361             .008828            .012083              6             89
0.03          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003485      NA          .000214           .008154             .008573            .012083              6             84
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003450      NA          .000191           .008145             .008594            .012083              6             79
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003455      NA          .000200           .008139             .008539            .012083              6             83
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003467      NA          .000207           .008125             .008538            .012083              6             84
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003404      NA          .000207           .008143             .008552            .012083              10            87
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003572      NA          .000196           .008153             .008559            .012500              6             75
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003522      NA          .000226           .008156             .008613            .012083              6             85
0.03          3                  1                  0    4        512       509       1         0         5         10000     10000     25             0                1           0           1           0               1             .003463      NA          .000204           .008147             .008566            .012083              6             89
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006520      NA          .000184           .016129             .016904            .023333              6             44
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006492      NA          .000200           .016151             .016898            .023750              6             44
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006279      NA          .000190           .016301             .017092            .023333              6             42
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006605      NA          .000209           .016141             .016911            .023750              6             44
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006513      NA          .000218           .016163             .016913            .023750              6             47
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006610      NA          .000211           .016133             .016945            .023750              6             45
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006538      NA          .000213           .016151             .016966            .023750              6             43
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006698      NA          .000230           .016150             .016938            .023750              6             45
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006488      NA          .000235           .016156             .016909            .023333              6             46
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     50             0                1           0           1           0               1             .006490      NA          .000222           .016173             .016931            .023750              6             46
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .010217      NA          .000219           .024135             .025243            .035416              6             27
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009876      NA          .000216           .024148             .025234            .035000              6             30
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009671      NA          .000229           .024137             .025232            .035000              6             31
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009540      NA          .000219           .024202             .025323            .035000              6             32
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009668      NA          .000226           .024148             .025273            .035000              6             31
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009868      NA          .000222           .024114             .025231            .035000              6             31
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009826      NA          .000197           .024095             .025217            .035000              6             28
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009892      NA          .000213           .024126             .025241            .035416              6             29
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009739      NA          .000228           .024135             .025259            .035000              6             31
0.02          3                  1                  0    4        512       509       1         0         5         10000     10000     75             0                1           0           1           0               1             .009650      NA          .000225           .024118             .025252            .035000              6             30
