comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.05          262                1                  0    1        32        22        1         0         5         10000     10000     10             50          0           0           16            .028721      NA          .001768           .024101             .024096            .050000              4             13
2.20          266                1                  0    1        32        22        1         0         5         10000     10000     10             50          1           0           16            .075188      .000364     .001366           .037539             .037534            .110000              4             6
2.07          261                1                  0    1        32        22        1         0         5         10000     10000     20             50          0           0           16            .061179      NA          .001419           .048519             .048515            .110000              4             6
2.29          264                1                  0    1        32        22        1         0         5         10000     10000     20             50          1           0           16            .161548      .000390     .001254           .059330             .059325            .220000              4             2
2.05          262                1                  0    1        32        22        1         0         5         10000     10000     30             50          0           0           16            .090137      NA          .002755           .074651             .074644            .160000              4             4
2.10          264                1                  0    1        32        22        1         0         5         10000     10000     30             50          1           0           16            .214865      .000396     .001535           .074794             .074789            .290000              4             3
2.19          261                1                  0    1        32        22        1         0         5         10000     10000     40             50          0           0           16            .125123      NA          .001230           .096503             .096499            .220000              4             2
2.18          264                1                  0    1        32        22        1         0         5         10000     10000     40             50          1           0           16            .288795      .000310     .001191           .092942             .092939            .380000              4             2
2.23          262                1                  0    1        32        22        1         0         5         10000     10000     50             50          0           0           16            .153732      NA          .002062           .115980             .115974            .270000              4             2
2.12          265                1                  0    1        32        22        1         0         5         10000     10000     50             50          1           0           16            .358882      .000347     .001375           .122535             .122532            .480000              4             1
2.08          262                1                  0    1        32        22        1         0         5         10000     10000     60             50          0           0           16            .180452      NA          .002216           .134823             .134816            .310000              4             2
2.16          265                1                  0    1        32        22        1         0         5         10000     10000     60             50          1           0           16            .438439      .000331     .001344           .132747             .132743            .570000              4             1
2.20          266                1                  0    1        32        22        1         0         11        10000     10000     10             50          0           0           16            .036200      NA          .030620           1.067703            1.067698           1.100000             4             3
2.41          269                1                  0    1        32        22        1         0         11        10000     10000     10             50          1           0           16            .079166      .010421     .004892           .047457             .047451            .140000              4             9
2.20          267                1                  0    1        32        22        1         0         11        10000     10000     20             50          0           0           16            .062756      NA          .031472           2.086178            2.086173           2.150000             4             1
2.24          268                1                  0    1        32        22        1         0         11        10000     10000     20             50          1           0           16            .150892      .020697     .005128           .102197             .102191            .270000              4             4
2.28          265                1                  0    1        32        22        1         0         11        10000     10000     30             50          0           0           16            .095034      NA          .030972           3.107304            3.107297           3.200000             4             1
2.22          268                1                  0    1        32        22        1         0         11        10000     10000     30             50          1           0           16            .218131      .030606     .005080           .122130             .122125            .370000              4             3
2.19          265                1                  0    1        32        22        1         0         11        10000     10000     40             50          0           0           16            .121295      NA          .031957           4.128494            4.128485           4.250000             4             0
2.30          268                1                  0    1        32        22        1         0         11        10000     10000     40             50          1           0           16            .287573      .040379     .005948           .162468             .162462            .490000              4             2
2.20          266                1                  0    1        32        22        1         0         11        10000     10000     50             50          0           0           16            .148817      NA          .032082           5.148098            5.148093           5.300000             4             0
2.32          267                1                  0    1        32        22        1         0         11        10000     10000     50             50          1           0           16            .362426      .049091     .005208           .196883             .196878            .610000              4             2
2.18          267                1                  0    1        32        22        1         0         11        10000     10000     60             50          0           0           16            .182131      NA          .031963           6.167932            6.167927           6.350000             4             0
2.23          269                1                  0    1        32        22        1         0         11        10000     10000     60             50          1           0           16            .428946      .060633     .004092           .241240             .241234            .730000              4             1
2.35          266                1                  0    1        32        22        1         0         12        10000     10000     10             50          0           0           16            .034606      NA          .004950           .083387             .083382            .120000              4             7
2.21          268                1                  0    1        32        22        1         0         12        10000     10000     10             50          1           0           16            .077601      .010582     .002416           .037646             .037642            .120000              4             7
2.19          265                1                  0    1        32        22        1         0         12        10000     10000     20             50          0           0           16            .065290      NA          .006888           .163585             .163580            .230000              4             5
2.23          268                1                  0    1        32        22        1         0         12        10000     10000     20             50          1           0           16            .146733      .020443     .004249           .102317             .102311            .270000              4             5
2.36          267                1                  0    1        32        22        1         0         12        10000     10000     30             50          0           0           16            .090941      NA          .005553           .243347             .243342            .330000              4             2
2.42          269                1                  0    1        32        22        1         0         12        10000     10000     30             50          1           0           16            .218275      .030515     .004017           .152325             .152320            .400000              4             3
2.32          266                1                  0    1        32        22        1         0         12        10000     10000     40             50          0           0           16            .125718      NA          .006083           .323283             .323275            .450000              4             2
2.42          268                1                  0    1        32        22        1         0         12        10000     10000     40             50          1           0           16            .287234      .040852     .004442           .157258             .157252            .490000              4             2
2.41          265                1                  0    1        32        22        1         0         12        10000     10000     50             50          0           0           16            .151864      NA          .007068           .403717             .403709            .550000              4             2
2.29          269                1                  0    1        32        22        1         0         12        10000     10000     50             50          1           0           16            .355844      .052500     .004201           .252236             .252230            .660000              4             2
2.37          266                1                  0    1        32        22        1         0         12        10000     10000     60             50          0           0           16            .181369      NA          .006236           .483119             .483114            .660000              4             1
2.27          268                1                  0    1        32        22        1         0         12        10000     10000     60             50          1           0           16            .428137      .060496     .003644           .239549             .239543            .730000              4             2
