comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.80;247;1;0;1;256;3;1;0;2;0;0;10;1000000;0;0;1;0.033463;NA;0.228933;13.679476;13.679465;13.72;127;1
1.80;248;1;0;1;256;3;1;0;2;0;0;11;1000000;0;0;1;0.042322;NA;0.260591;15.064114;15.064100;15.11;127;1
1.80;248;1;0;1;256;3;1;0;2;0;0;12;1000000;0;0;1;0.032954;NA;0.253091;16.468673;16.468661;16.50;127;1
1.79;247;1;0;1;256;3;1;0;2;0;0;13;1000000;0;0;1;0.031688;NA;0.280159;17.784884;17.784861;17.82;127;1
1.79;249;1;0;1;256;3;1;0;2;0;0;14;1000000;0;0;1;0.034766;NA;0.290471;19.183540;19.183534;19.22;126;1
1.76;248;1;0;1;256;3;1;0;2;0;0;15;1000000;0;0;1;0.041243;NA;0.296536;20.485728;20.485714;20.53;126;1
1.78;247;1;0;1;256;3;1;0;5;0;0;10;1000000;0;0;1;0.045867;NA;0.093395;10.285574;10.285565;10.33;96;0
1.79;247;1;0;1;256;3;1;0;5;0;0;11;1000000;0;0;1;0.024090;NA;0.090313;11.360550;11.360539;11.39;96;0
1.79;248;1;0;1;256;3;1;0;5;0;0;12;1000000;0;0;1;0.028316;NA;0.091204;12.403438;12.403432;12.43;96;0
1.79;251;1;0;1;256;3;1;0;5;0;0;13;1000000;0;0;1;0.036654;NA;0.091828;13.356119;13.356109;13.39;96;0
1.75;249;1;0;1;256;3;1;0;5;0;0;14;1000000;0;0;1;0.051402;NA;0.095186;14.361173;14.361162;14.41;96;0
1.79;247;1;0;1;256;3;1;0;5;0;0;15;1000000;0;0;1;0.046429;NA;0.094567;15.455497;15.455491;15.50;96;0
