program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s);Online Phase(s)
51;RING;;rep4-ring;4;19.57;1147;1;10000000;1.38024;2.55;3800;523%;~280;320.05;960.201;1.97;on,threads
51;RING;;rep4-ring;4;19.49;1144;1;10000000;1.41011;2.61;3816;529%;~280;320.05;960.201;2.02;on,threads
51;RING;;rep4-ring;4;19.58;1144;1;10000000;1.42367;2.61;3819;523%;~280;320.05;960.201;2.07;on,threads
51;RING;;rep4-ring;4;19.35;1144;1;10000000;1.46875;2.68;3838;531%;~280;320.05;960.201;2.34;on,threads
51;RING;;rep4-ring;4;19.64;1144;1;10000000;1.38778;2.61;3813;521%;~280;320.05;960.201;2.10;on,threads
51;RING;;rep4-ring;4;19.39;1144;1;10000000;1.41769;2.59;3814;500%;~280;320.05;960.201;1.89;on,threads
51;RING;;rep4-ring;4;19.36;1144;1;10000000;1.41027;2.66;3812;524%;~280;320.05;960.201;2.21;on,threads
51;RING;;rep4-ring;4;19.40;1144;1;10000000;1.36191;2.31;3801;572%;~280;320.05;960.201;1.93;on,threads
51;RING;;rep4-ring;4;19.78;1144;1;10000000;1.51189;2.71;3808;455%;~280;320.05;960.201;1.97;on,threads
51;RING;;rep4-ring;4;19.60;1144;1;10000000;1.38562;2.57;3816;526%;~280;320.05;960.201;2.02;on,threads
