program  c.domain  adv.model  protocol   partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)  Online Phase(s)  Tx(MB)  Tx(rounds)  Tx(s)  Rx(MB)  Rx(rounds)  Rx(s)  Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)    Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)  Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
51       RING                 rep4-ring  4          19.57         1147               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.38024              2.55                 3800          523%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                1.75358       0.004672  151           0.036678   NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.49         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.41011              2.61                 3816          529%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                1.29564       0.004672  151           0.0368238  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.58         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.42367              2.61                 3819          523%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                1.88473       0.004672  151           0.0343815  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.35         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.46875              2.68                 3838          531%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                1.29732       0.004672  151           0.0418351  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.64         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.38778              2.61                 3813          521%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                1.61428       0.004672  151           0.0479213  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.39         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.41769              2.59                 3814          500%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                2.7968        0.004672  151           0.0339033  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.36         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.41027              2.66                 3812          524%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                1.68558       0.004672  151           0.0383356  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.40         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.36191              2.31                 3801          572%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                1.40995       0.004672  151           0.0319085  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.78         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.51189              2.71                 3808          455%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                4.08748       0.004672  151           0.0316954  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING                 rep4-ring  4          19.60         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    1.38562              2.57                 3816          526%       ~280          320.05          960.201          NA               NA                     NA               NA      NA          NA     NA      NA          NA     320.046        129                1.45045       0.004672  151           0.0320899  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
