comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.93;265;1;0;20;256;2;1;0;3;10000;10000;1000000;1;0;2;.000982;.011971;.000494;.006618;.009983;.019500;95;317
1.91;264;1;0;20;256;2;1;0;5;10000;10000;1000000;1;0;2;.001756;.012079;.000500;.006989;.009658;.020000;125;341
2.00;269;1;0;20;256;2;1;0;8;10000;10000;1000000;1;0;2;.007162;.014347;.007068;.009771;.011670;.026500;170;637
2.01;269;1;0;20;256;2;1;0;11;10000;10000;1000000;1;0;2;.010345;.004638;.010342;.015415;.021435;.034000;94;631
2.03;267;1;0;20;256;2;1;0;12;10000;10000;1000000;1;0;2;.004339;.013275;.006555;.007557;.009212;.022500;125;714
1.90;263;1;0;20;256;2;1;0;3;10000;10000;1000000;1;0;2;.000896;.011936;.000499;.005038;.007497;.018000;95;332
1.92;264;1;0;20;256;2;1;0;5;10000;10000;1000000;1;0;2;.001133;.011991;.000488;.006266;.009566;.019500;125;333
2.04;268;1;0;20;256;2;1;0;8;10000;10000;1000000;1;0;2;.006064;.014654;.007615;.010468;.012349;.027000;166;663
2.04;269;1;0;20;256;2;1;0;11;10000;10000;1000000;1;0;2;.010366;.004601;.010776;.016139;.023227;.036000;88;615
2.00;268;1;0;20;256;2;1;0;12;10000;10000;1000000;1;0;2;.006412;.013331;.006729;.008402;.010111;.024000;125;683
1.91;265;1;0;20;256;2;1;0;3;10000;10000;1000000;1;0;2;.001507;.011853;.000493;.005673;.008309;.019500;95;354
1.89;264;1;0;20;256;2;1;0;5;10000;10000;1000000;1;0;2;.001440;.012155;.000467;.005738;.008511;.019000;125;385
2.02;268;1;0;20;256;2;1;0;8;10000;10000;1000000;1;0;2;.006668;.014550;.007426;.010381;.013287;.027500;174;652
2.02;268;1;0;20;256;2;1;0;11;10000;10000;1000000;1;0;2;.010414;.003928;.010477;.016277;.023383;.035500;93;610
1.96;269;1;0;20;256;2;1;0;12;10000;10000;1000000;1;0;2;.005357;.012996;.006754;.008095;.010289;.023500;125;693
1.93;264;1;0;21;256;2;1;0;3;10000;10000;1000000;1;0;2;.001843;.012008;.000451;.005700;.007917;.020000;95;365
1.89;263;1;0;21;256;2;1;0;5;10000;10000;1000000;1;0;2;.001784;.012208;.000412;.005672;.007614;.019047;125;365
2.01;268;1;0;21;256;2;1;0;8;10000;10000;1000000;1;0;2;.006718;.014289;.006982;.010009;.012363;.026666;166;651
2.03;269;1;0;21;256;2;1;0;11;10000;10000;1000000;1;0;2;.010670;.004248;.010199;.016483;.021199;.035238;90;625
1.98;269;1;0;21;256;2;1;0;12;10000;10000;1000000;1;0;2;.005518;.013056;.005962;.008498;.009344;.022857;125;667
1.89;264;1;0;21;256;2;1;0;3;10000;10000;1000000;1;0;2;.001095;.011805;.000437;.005721;.007470;.019047;95;324
1.91;264;1;0;21;256;2;1;0;5;10000;10000;1000000;1;0;2;.000921;.012245;.000483;.005407;.006895;.019047;125;350
