program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s);Online Phase(s)
54;RING;;rep4-ring;4;2.04;139;1;100000;0.134307;0.23;49;92%;~26;3.20466;9.61862;0.05;1.0515e-05,0.127955
54;RING;;rep4-ring;4;1.73;136;1;100000;0.135579;0.23;48;92%;~26;3.20466;9.61862;0.05;1.1645e-05,0.12879
54;RING;;rep4-ring;4;1.73;136;1;100000;0.133248;0.23;47;94%;~26;3.20466;9.61862;0.04;9.709e-06,0.127373
54;RING;;rep4-ring;4;1.93;136;1;100000;0.13228;0.24;49;93%;~26;3.20466;9.61862;0.03;1.0187e-05,0.12569
54;RING;;rep4-ring;4;1.66;136;1;100000;0.135042;0.24;46;94%;~26;3.20466;9.61862;0.03;1.1149e-05,0.128531
54;RING;;rep4-ring;4;2.10;136;1;100000;0.133809;0.23;49;94%;~26;3.20466;9.61862;0.05;9.893e-06,0.127635
54;RING;;rep4-ring;4;1.91;136;1;100000;0.136748;0.23;49;93%;~26;3.20466;9.61862;0.04;1.1588e-05,0.130667
54;RING;;rep4-ring;4;1.91;136;1;100000;0.130731;0.24;53;90%;~26;3.20466;9.61862;0.04;1.154e-05,0.124057
54;RING;;rep4-ring;4;2.08;136;1;100000;0.13314;0.23;49;93%;~26;3.20466;9.61862;0.04;1.2283e-05,0.126863
54;RING;;rep4-ring;4;2.07;136;1;100000;0.13375;0.23;48;93%;~26;3.20466;9.61862;0.05;1.316e-05,0.127199
