program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s);Online Phase(s);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
54;RING;;rep4-ring;4;2.04;139;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.134307;0.23;49;92%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.0161227;0.000432;14;0.00403089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;1.73;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.135579;0.23;48;92%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.0189428;0.000432;14;0.00344699;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;1.73;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.133248;0.23;47;94%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.016966;0.000432;14;0.00431449;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;1.93;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.13228;0.24;49;93%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.015674;0.000432;14;0.0040072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;1.66;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.135042;0.24;46;94%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.0165886;0.000432;14;0.00372798;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;2.10;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.133809;0.23;49;94%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.0175154;0.000432;14;0.00353188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;1.91;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.136748;0.23;49;93%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.0213813;0.000432;14;0.00327137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;1.91;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.130731;0.24;53;90%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.0157432;0.000432;14;0.00388982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;2.08;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.13314;0.23;49;93%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.0161952;0.000432;14;0.0041697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;RING;;rep4-ring;4;2.07;136;1;NA;NA;NA;NA;NA;NA;NA;100000;NA;2;100000;0.13375;0.23;48;93%;~26;3.20466;9.61862;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.20422;12;0.0165146;0.000432;14;0.00371422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
