comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    3        512       2         1         0         8         0         0         1000000     0           3           1             .000063      NA          .007719           .016907             .016907            .018750              491           2990
0.01          3                  1                  0    3        512       2         1         0         8         0         0         1000000     0           3           3             .000062      NA          .007689           .016930             .016930            .018888              492           2957
0.02          3                  1                  0    3        512       2         1         0         8         0         1000      1000000     0           3           1             .000069      NA          .008003           .015119             .015119            .016527              492           3574
0.02          3                  1                  0    3        512       2         1         0         8         0         1000      1000000     0           3           3             .000071      NA          .008165           .015084             .015084            .016666              492           3678
0.02          3                  1                  0    3        512       2         1         0         8         0         10000     1000000     0           3           1             .000066      NA          .008016           .014714             .014714            .015972              492           3679
0.01          3                  1                  0    3        512       2         1         0         8         0         10000     1000000     0           3           3             .000068      NA          .007910           .014549             .014549            .015694              492           3784
0.02          3                  1                  0    3        512       2         1         0         8         0         100000    1000000     0           3           1             .000070      NA          .008716           .015386             .015386            .016666              491           3822
0.02          3                  1                  0    3        512       2         1         0         8         0         100000    1000000     0           3           3             .000071      NA          .008588           .015303             .015303            .016666              491           3772
0.02          3                  1                  0    3        512       2         1         0         8         10000     0         1000000     0           3           1             .000064      NA          .008681           .015037             .015037            .016527              491           3861
0.02          3                  1                  0    3        512       2         1         0         8         10000     0         1000000     0           3           3             .000066      NA          .008520           .014946             .014946            .016527              492           3825
0.02          3                  1                  0    3        512       2         1         0         8         10000     1000      1000000     0           3           1             .000078      NA          .008873           .013909             .013909            .016388              493           4478
0.02          3                  1                  0    3        512       2         1         0         8         10000     1000      1000000     0           3           3             .000076      NA          .008834           .013867             .013867            .016527              493           4385
0.02          3                  1                  0    3        512       2         1         0         8         10000     10000     1000000     0           3           1             .000076      NA          .008647           .013411             .013411            .015694              492           4505
0.02          3                  1                  0    3        512       2         1         0         8         10000     10000     1000000     0           3           3             .000078      NA          .008569           .013431             .013431            .015694              492           4519
0.02          3                  1                  0    3        512       2         1         0         8         10000     100000    1000000     0           3           1             .000076      NA          .008943           .014060             .014060            .015555              492           4461
0.01          3                  1                  0    3        512       2         1         0         8         10000     100000    1000000     0           3           3             .000077      NA          .008965           .013950             .013950            .015555              492           4466
0.02          3                  1                  0    3        512       2         1         0         8         100000    0         1000000     0           3           1             .000063      NA          .008584           .015323             .015323            .016944              491           3691
0.01          3                  1                  0    3        512       2         1         0         8         100000    0         1000000     0           3           3             .000066      NA          .008554           .015211             .015211            .017222              491           3624
0.02          3                  1                  0    3        512       2         1         0         8         100000    1000      1000000     0           3           1             .000076      NA          .008784           .013926             .013926            .015416              492           4374
0.02          3                  1                  0    3        512       2         1         0         8         100000    1000      1000000     0           3           3             .000079      NA          .008730           .013815             .013815            .015416              492           4405
0.02          3                  1                  0    3        512       2         1         0         8         100000    10000     1000000     0           3           1             .000078      NA          .008659           .013560             .013560            .015000              492           4403
0.01          3                  1                  0    3        512       2         1         0         8         100000    10000     1000000     0           3           3             .000078      NA          .008599           .013443             .013443            .014861              492           4404
0.02          3                  1                  0    3        512       2         1         0         8         100000    100000    1000000     0           3           1             .000075      NA          .009146           .014380             .014380            .015277              491           4373
0.02          3                  1                  0    3        512       2         1         0         8         100000    100000    1000000     0           3           3             .000076      NA          .009151           .014276             .014276            .015833              491           4241
0.02          3                  1                  0    3        512       2         1         0         10        0         0         1000000     0           3           1             .000066      NA          .007319           .014937             .014937            .016944              430           3148
0.02          3                  1                  0    3        512       2         1         0         10        0         0         1000000     0           3           3             .000066      NA          .007351           .014767             .014766            .016666              432           3211
0.02          3                  1                  0    3        512       2         1         0         10        0         1000      1000000     0           3           1             .000076      NA          .007673           .013384             .013384            .014583              430           3956
0.01          3                  1                  0    3        512       2         1         0         10        0         1000      1000000     0           3           3             .000076      NA          .007658           .013250             .013250            .014583              431           3913
0.02          3                  1                  0    3        512       2         1         0         10        0         10000     1000000     0           3           1             .000076      NA          .007651           .012975             .012975            .014305              432           4021
0.01          3                  1                  0    3        512       2         1         0         10        0         10000     1000000     0           3           3             .000080      NA          .007659           .012941             .012941            .014444              430           3916
0.02          3                  1                  0    3        512       2         1         0         10        0         100000    1000000     0           3           1             .000077      NA          .008217           .013590             .013590            .015138              431           3978
0.02          3                  1                  0    3        512       2         1         0         10        0         100000    1000000     0           3           3             .000075      NA          .008153           .013544             .013544            .014722              430           4034
0.02          3                  1                  0    3        512       2         1         0         10        10000     0         1000000     0           3           1             .000067      NA          .007920           .013289             .013289            .015694              431           3736
0.02          3                  1                  0    3        512       2         1         0         10        10000     0         1000000     0           3           3             .000066      NA          .007896           .013264             .013264            .015138              431           3863
0.01          3                  1                  0    3        512       2         1         0         10        10000     1000      1000000     0           3           1             .000085      NA          .008154           .012844             .012844            .015277              431           4408
0.02          3                  1                  0    3        512       2         1         0         10        10000     1000      1000000     0           3           3             .000085      NA          .008135           .012787             .012787            .015138              431           4477
0.02          3                  1                  0    3        512       2         1         0         10        10000     10000     1000000     0           3           1             .000083      NA          .007892           .012388             .012387            .014722              435           4456
0.02          3                  1                  0    3        512       2         1         0         10        10000     10000     1000000     0           3           3             .000086      NA          .007897           .012362             .012362            .014722              431           4505
0.02          3                  1                  0    3        512       2         1         0         10        10000     100000    1000000     0           3           1             .000084      NA          .008214           .012827             .012827            .014305              431           4466
0.02          3                  1                  0    3        512       2         1         0         10        10000     100000    1000000     0           3           3             .000083      NA          .008199           .012821             .012821            .014166              431           4426
0.02          3                  1                  0    3        512       2         1         0         10        100000    0         1000000     0           3           1             .000069      NA          .008083           .013667             .013667            .015694              430           3757
0.01          3                  1                  0    3        512       2         1         0         10        100000    0         1000000     0           3           3             .000070      NA          .008020           .013620             .013620            .016111              430           3651
0.02          3                  1                  0    3        512       2         1         0         10        100000    1000      1000000     0           3           1             .000083      NA          .008195           .012842             .012842            .014305              432           4400
0.01          3                  1                  0    3        512       2         1         0         10        100000    1000      1000000     0           3           3             .000084      NA          .008193           .012808             .012808            .014305              430           4419
0.02          3                  1                  0    3        512       2         1         0         10        100000    10000     1000000     0           3           1             .000086      NA          .008008           .012429             .012429            .013888              431           4507
0.02          3                  1                  0    3        512       2         1         0         10        100000    10000     1000000     0           3           3             .000084      NA          .008016           .012429             .012429            .014166              431           4539
0.02          3                  1                  0    3        512       2         1         0         10        100000    100000    1000000     0           3           1             .000083      NA          .008326           .013032             .013032            .014027              430           4372
0.02          3                  1                  0    3        512       2         1         0         10        100000    100000    1000000     0           3           3             .000085      NA          .008364           .012965             .012965            .013888              430           4435
0.01          3                  1                  0    3        512       2         1         0         11        0         0         1000000     0           3           1             .000052      NA          .006927           .016163             .016163            .017638              491           2865
0.01          3                  1                  0    3        512       2         1         0         11        0         0         1000000     0           3           3             .000049      NA          .006769           .016027             .016027            .017638              491           2796
0.02          3                  1                  0    3        512       2         1         0         11        0         1000      1000000     0           3           1             .000061      NA          .007373           .014413             .014413            .015694              493           3497
0.01          3                  1                  0    3        512       2         1         0         11        0         1000      1000000     0           3           3             .000061      NA          .007363           .014302             .014302            .017777              494           3059
0.02          3                  1                  0    3        512       2         1         0         11        0         10000     1000000     0           3           1             .000062      NA          .007364           .014076             .014076            .015555              493           3506
0.01          3                  1                  0    3        512       2         1         0         11        0         10000     1000000     0           3           3             .000060      NA          .007290           .013998             .013998            .015277              492           3517
0.01          3                  1                  0    3        512       2         1         0         11        0         100000    1000000     0           3           1             .000058      NA          .007711           .014459             .014459            .015833              491           3564
0.02          3                  1                  0    3        512       2         1         0         11        0         100000    1000000     0           3           3             .000059      NA          .007733           .014540             .014540            .016111              492           3505
0.02          3                  1                  0    3        512       2         1         0         11        10000     0         1000000     0           3           1             .000052      NA          .007894           .013677             .013677            .015416              492           3759
0.02          3                  1                  0    3        512       2         1         0         11        10000     0         1000000     0           3           3             .000049      NA          .007773           .013556             .013556            .015138              492           3786
0.02          3                  1                  0    3        512       2         1         0         11        10000     1000      1000000     0           3           1             .000065      NA          .008075           .013069             .013069            .015000              493           4207
0.02          3                  1                  0    3        512       2         1         0         11        10000     1000      1000000     0           3           3             .000064      NA          .007994           .012902             .012902            .014861              493           4188
0.01          3                  1                  0    3        512       2         1         0         11        10000     10000     1000000     0           3           1             .000064      NA          .007887           .012674             .012674            .014444              494           4198
