comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.35          226                1                  0    15       256       2         1         0         2         0         0         1000000     0           0           .000215      NA          .004913           .011101             .011101            .012666              125           595
1.35          226                1                  0    15       256       2         1         0         2         0         0         10000000    0           0           .001851      NA          .034958           .112525             .112525            .124666              1223          446
1.35          227                1                  0    15       256       2         1         0         2         0         0         100000000   0           0           .010476      NA          .245935           .245906             .245906            .264000              9159          1469
1.34          225                1                  0    15       256       2         1         0         2         0         0         1000000000  0           0           .006555      NA          .123833           .124038             .124038            1.968666             93402         1156
1.36          225                1                  0    15       256       2         1         0         3         0         0         1000000     0           0           .000067      NA          .003991           .009589             .009589            .013333              64            461
1.29          226                1                  0    15       256       2         1         0         3         0         0         10000000    0           0           .000509      NA          .026634           .115873             .115873            .126666              613           323
1.34          225                1                  0    15       256       2         1         0         3         0         0         100000000   0           0           .003730      NA          .213581           .213559             .213559            .224000              6106          1468
1.33          226                1                  0    15       256       2         1         0         3         0         0         1000000000  0           0           .012946      NA          1.154200          1.301857            1.301857           2.558000             61038         1111
1.35          227                1                  0    15       256       2         1         0         4         0         0         1000000     0           0           .000109      NA          .004858           .019102             .019101            .024000              94            315
1.32          226                1                  0    15       256       2         1         0         4         0         0         10000000    0           0           .001213      NA          .040714           .200507             .200507            .239333              918           263
1.35          227                1                  0    15       256       2         1         0         4         0         0         100000000   0           0           .007064      NA          .339098           .873332             .873332            1.000000             9158          520
1.34          227                1                  0    15       256       2         1         0         4         0         0         1000000000  0           0           .019048      NA          1.016764          1.025785            1.025785           3.179333             91555         1068
1.35          226                1                  0    15       256       2         1         0         5         0         0         1000000     0           0           .000058      NA          .004332           .010155             .010155            .013333              94            487
1.34          227                1                  0    15       256       2         1         0         5         0         0         10000000    0           0           .000477      NA          .028837           .115096             .115096            .129333              918           342
1.36          226                1                  0    15       256       2         1         0         5         0         0         100000000   0           0           .003567      NA          .236702           .236682             .236682            .248666              9158          1462
1.36          225                1                  0    15       256       2         1         0         5         0         0         1000000000  0           0           .008106      NA          .776649           .845243             .845243            2.633333             91555         972
1.30          225                1                  0    15       256       2         1         0         6         0         0         1000000     0           0           .000003      NA          .000554           .000520             .000520            .001333              33            760
1.33          226                1                  0    15       256       2         1         0         6         0         0         10000000    0           0           .000004      NA          .004649           .004623             .004623            .006000              308           1164
1.33          225                1                  0    15       256       2         1         0         6         0         0         100000000   0           0           .000003      NA          .043254           .043226             .043226            .047333              3054          1396
1.33          225                1                  0    15       256       2         1         0         6         0         0         1000000000  0           0           .000003      NA          .424989           .425008             .425008            .444000              30520         1457
1.34          225                1                  0    25       256       2         1         0         2         0         0         1000000     0           0           .000122      NA          .003077           .010552             .010552            .012000              125           668
1.36          225                1                  0    25       256       2         1         0         2         0         0         10000000    0           0           .001168      NA          .028445           .105074             .105074            .119600              1223          620
1.33          226                1                  0    25       256       2         1         0         2         0         0         100000000   0           0           .006394      NA          .222014           .222013             .222013            .242800              9160          2364
1.35          225                1                  0    25       256       2         1         0         2         0         0         1000000000  0           0           NA           1.270400    91558             1730
1.34          226                1                  0    25       256       2         1         0         3         0         0         1000000     0           0           .000034      NA          .001985           .009047             .009047            .012000              64            434
1.34          226                1                  0    25       256       2         1         0         3         0         0         10000000    0           0           .000274      NA          .017699           .094807             .094807            .118400              613           381
1.36          227                1                  0    25       256       2         1         0         3         0         0         100000000   0           0           .002275      NA          .147271           .147260             .147260            .158400              6106          2374
1.32          226                1                  0    25       256       2         1         0         3         0         0         1000000000  0           0           .005036      NA          .448138           .507879             .507879            1.655200             61038         1507
1.35          226                1                  0    25       256       2         1         0         4         0         0         1000000     0           0           .000062      NA          .002712           .018629             .018629            .022800              94            308
1.36          227                1                  0    25       256       2         1         0         4         0         0         10000000    0           0           .000639      NA          .024524           .186821             .186821            .227600              918           277
1.34          226                1                  0    25       256       2         1         0         4         0         0         100000000   0           0           .004423      NA          .226028           .784063             .784063            .886800              9158          651
1.36          226                1                  0    25       256       2         1         0         4         0         0         1000000000  0           0           .006849      NA          .382039           .388127             .388127            2.005600             91555         1367
1.35          227                1                  0    25       256       2         1         0         5         0         0         1000000     0           0           .000030      NA          .002220           .009594             .009594            .012000              95            473
1.34          226                1                  0    25       256       2         1         0         5         0         0         10000000    0           0           .000242      NA          .019348           .096999             .096999            .120000              918           410
1.33          226                1                  0    25       256       2         1         0         5         0         0         100000000   0           0           .002241      NA          .171775           .171770             .171770            .189200              9158          2306
1.36          226                1                  0    25       256       2         1         0         5         0         0         1000000000  0           0           .003136      NA          .304628           .329301             .329301            1.718800             91557         1287
1.34          225                1                  0    25       256       2         1         0         6         0         0         1000000     0           0           .000002      NA          .000449           .000434             .000434            .000800              33            1226
1.35          226                1                  0    25       256       2         1         0         6         0         0         10000000    0           0           .000001      NA          .004157           .004146             .004146            .004800              308           2119
1.32          226                1                  0    25       256       2         1         0         6         0         0         100000000   0           0           .000002      NA          .041520           .041519             .041519            .047600              3054          2205
1.32          226                1                  0    25       256       2         1         0         6         0         0         1000000000  0           0           .000001      NA          .277087           .285971             .285971            .444400              30520         2183
