comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.46          234                1                  0    40       256       2         1         0         8         10000     10000     12000            100000      0           0           1             .000303      NA          .000381           .002015             .002408            .002750              21            643
1.50          233                1                  0    40       256       2         1         0         8         10000     10000     11000            100000      0           0           1             .000154      NA          .000346           .002298             .002796            .003000              21            535
1.47          234                1                  0    40       256       2         1         0         8         10000     10000     10000            100000      0           0           1             .000177      NA          .000347           .002224             .002778            .003000              21            529
1.49          238                1                  0    40       256       2         1         0         8         10000     10000     9000             100000      0           0           1             .000258      NA          .000398           .002743             .003129            .003250              23            552
1.47          235                1                  0    40       256       2         1         0         8         10000     10000     8000             100000      0           0           1             .000156      NA          .000347           .002819             .003378            .003500              21            443
1.44          234                1                  0    40       256       2         1         0         8         10000     10000     7000             100000      0           0           1             .000310      NA          .000343           .003173             .003697            .003750              21            411
1.49          235                1                  0    40       256       2         1         0         8         10000     10000     6000             100000      0           0           1             .000322      NA          .000342           .003867             .004381            .004500              23            356
1.47          235                1                  0    40       256       2         1         0         8         10000     10000     5000             100000      0           0           1             .000230      NA          .000362           .004627             .005238            .005500              23            315
1.49          234                1                  0    40       256       2         1         0         8         10000     10000     4000             100000      0           0           1             .000276      NA          .000363           .005783             .006477            .006750              21            248
1.48          235                1                  0    40       256       2         1         0         8         10000     10000     3000             100000      0           0           1             .000514      NA          .000343           .007498             .008475            .008750              21            186
1.45          233                1                  0    40       256       2         1         0         8         10000     10000     2000             100000      0           0           1             .000144      NA          .000372           .011590             .012759            .013000              21            133
1.46          233                1                  0    40       256       2         1         0         8         10000     10000     1000             100000      0           0           1             .000325      NA          .000372           .021265             .025662            .025750              21            67
1.49          234                1                  0    40       256       2         1         0         9         10000     10000     12000            100000      0           0           1             .000171      NA          .000787           .001774             .001998            .002250              27            1523
1.50          234                1                  0    40       256       2         1         0         9         10000     10000     11000            100000      0           0           1             .000322      NA          .000841           .001747             .002075            .002250              27            1536
1.48          235                1                  0    40       256       2         1         0         9         10000     10000     10000            100000      0           0           1             .000410      NA          .000848           .002028             .002449            .002750              27            1330
1.49          234                1                  0    40       256       2         1         0         9         10000     10000     9000             100000      0           0           1             .000247      NA          .000836           .002131             .002629            .002750              29            1231
1.51          235                1                  0    40       256       2         1         0         9         10000     10000     8000             100000      0           0           1             .000532      NA          .000814           .002505             .002981            .003250              29            1043
1.51          234                1                  0    40       256       2         1         0         9         10000     10000     7000             100000      0           0           1             .000524      NA          .000824           .002833             .003502            .003750              29            944
1.47          235                1                  0    40       256       2         1         0         9         10000     10000     6000             100000      0           0           1             .000270      NA          .000829           .003460             .004094            .004250              27            850
