comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.50          234                1                  0    40       256       2         1         0         8         10000     10000     10000000    0           0           0             .001470      NA          .067719           .165696             .188915            .191500              2756          1448
1.48          237                1                  0    40       256       2         1         0         8         10000     10000     10000000    0           0           1             .001806      NA          .041586           .144254             .171963            .175000              1841          1000
1.48          234                1                  0    40       256       2         1         0         8         10000     10000     10000000    0           0           5             .001463      NA          .051070           .137937             .166057            .168500              1841          1259
1.48          235                1                  0    40       256       2         1         0         8         10000     10000     10000000    0           0           10            .001670      NA          .056348           .132704             .163113            .165500              1841          1404
1.48          234                1                  0    40       256       2         1         0         8         10000     10000     10000000    0           0           50            .001592      NA          .056047           .138188             .165178            .167500              1841          1378
1.46          234                1                  0    40       256       2         1         0         8         10000     10000     10000000    0           0           100           .001706      NA          .055241           .130263             .161653            .163500              1841          1394
1.50          235                1                  0    40       256       2         1         0         8         10000     10000     10000000    0           0           500           .001694      NA          .055192           .122028             .156881            .159250              1841          1431
1.49          235                1                  0    40       256       2         1         0         8         10000     10000     10000000    0           0           1000          .001838      NA          .054890           .120975             .159741            .161750              1841          1400
1.50          234                1                  0    40       256       2         1         0         9         10000     10000     10000000    0           0           0             .003815      NA          .116798           .129737             .144048            .149000              3373          3217
1.51          234                1                  0    40       256       2         1         0         9         10000     10000     10000000    0           0           1             .003406      NA          .092835           .103868             .114957            .124750              2458          3296
1.46          233                1                  0    40       256       2         1         0         9         10000     10000     10000000    0           0           5             .003214      NA          .099259           .106027             .113722            .125750              2458          3466
1.51          234                1                  0    40       256       2         1         0         9         10000     10000     10000000    0           0           10            .003756      NA          .100828           .106806             .116071            .127750              2458          3566
1.46          234                1                  0    40       256       2         1         0         9         10000     10000     10000000    0           0           50            .003340      NA          .099871           .104406             .116120            .123000              2458          3490
1.50          234                1                  0    40       256       2         1         0         9         10000     10000     10000000    0           0           100           .003798      NA          .102800           .104992             .116581            .124750              2458          3610
1.48          234                1                  0    40       256       2         1         0         9         10000     10000     10000000    0           0           500           .003913      NA          .101058           .104522             .113223            .123500              2458          3565
1.49          233                1                  0    40       256       2         1         0         9         10000     10000     10000000    0           0           1000          .003238      NA          .101839           .105086             .116185            .124500              2458          3620
1.47          233                1                  0    40       256       2         1         0         10        10000     10000     10000000    0           0           0             .002079      NA          .059876           .120049             .131416            .135750              2151          1851
1.46          234                1                  0    40       256       2         1         0         10        10000     10000     10000000    0           0           1             .001925      NA          .046396           .100742             .117365            .121250              1544          1672
1.48          234                1                  0    40       256       2         1         0         10        10000     10000     10000000    0           0           5             .002058      NA          .056977           .103391             .125391            .129750              1539          1897
