comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.94          248                1                  0    40       256       2         1         0         8         10000     10000     12000            10000000    0           0           2             .002458      NA          .083992           .215813             .259902            .262500              1541          1307
2.23          249                1                  0    40       256       2         1         0         8         10000     10000     12000            10000000    0           0           2             .003149      NA          .084086           .227420             .261967            .264750              1544          1297
2.42          249                1                  0    40       256       2         1         0         8         10000     10000     12000            10000000    0           0           2             .003070      NA          .083339           .217277             .255530            .258750              1564          1315
2.02          249                1                  0    40       256       2         1         0         8         10000     10000     10000            10000000    0           0           2             .003112      NA          .081972           .250768             .298154            .300750              1628          1114
2.07          248                1                  0    40       256       2         1         0         8         10000     10000     10000            10000000    0           0           2             .002800      NA          .086960           .266301             .304734            .307750              1538          1153
2.09          248                1                  0    40       256       2         1         0         8         10000     10000     10000            10000000    0           0           2             .002971      NA          .087447           .261848             .298768            .301500              1534          1183
2.17          248                1                  0    40       256       2         1         0         8         10000     10000     8000             10000000    0           0           2             .002762      NA          .084015           .314529             .362929            .365250              1558          939
2.02          248                1                  0    40       256       2         1         0         8         10000     10000     8000             10000000    0           0           2             .002736      NA          .086117           .315741             .359057            .361000              1640          974
1.97          249                1                  0    40       256       2         1         0         8         10000     10000     8000             10000000    0           0           2             .002718      NA          .085459           .313433             .358331            .361000              1539          967
2.09          248                1                  0    40       256       2         1         0         8         10000     10000     6000             10000000    0           0           2             .003069      NA          .084784           .398228             .462814            .465750              1541          744
2.11          249                1                  0    40       256       2         1         0         8         10000     10000     6000             10000000    0           0           2             .002761      NA          .086248           .403692             .454074            .456250              1546          772
2.11          248                1                  0    40       256       2         1         0         8         10000     10000     6000             10000000    0           0           2             .002956      NA          .081059           .385007             .453341            .455500              1535          727
2.05          248                1                  0    40       256       2         1         0         8         10000     10000     4000             10000000    0           0           2             .002876      NA          .091921           .580223             .668363            .671750              1534          558
2.46          249                1                  0    40       256       2         1         0         8         10000     10000     4000             10000000    0           0           2             .002902      NA          .094000           .576616             .666920            .670000              1534          572
2.03          249                1                  0    40       256       2         1         0         8         10000     10000     4000             10000000    0           0           2             .002915      NA          .091775           .561561             .667066            .670250              1536          559
2.26          249                1                  0    40       256       2         1         0         8         10000     10000     2000             10000000    0           0           2             .003059      NA          .110751           1.226611            1.329089           1.332000             1533          338
2.31          248                1                  0    40       256       2         1         0         8         10000     10000     2000             10000000    0           0           2             .002709      NA          .117452           1.287668            1.357478           1.360250             1534          350
2.02          248                1                  0    40       256       2         1         0         8         10000     10000     2000             10000000    0           0           2             .002829      NA          .111607           1.232835            1.340329           1.343500             1571          337
2.25          250                1                  0    40       256       2         1         0         8         10000     10000     1000             10000000    0           0           2             .002747      NA          .124510           2.553558            2.602730           2.605500             1551          194
1.97          249                1                  0    40       256       2         1         0         8         10000     10000     1000             10000000    0           0           2             .002957      NA          .122723           2.550659            2.606399           2.609750             1544          191
2.08          249                1                  0    40       256       2         1         0         8         10000     10000     1000             10000000    0           0           2             .002811      NA          .122217           2.551348            2.600154           2.602500             1534          190
2.27          251                1                  0    40       256       2         1         0         9         10000     10000     12000            10000000    0           0           2             .004515      NA          .137556           .205329             .220607            .225500              2798          2501
2.14          248                1                  0    40       256       2         1         0         9         10000     10000     12000            10000000    0           0           2             .004536      NA          .138448           .202109             .221540            .226500              2815          2506
2.20          248                1                  0    40       256       2         1         0         9         10000     10000     12000            10000000    0           0           2             .004689      NA          .137163           .203500             .220842            .226000              2853          2493
2.20          248                1                  0    40       256       2         1         0         9         10000     10000     10000            10000000    0           0           2             .004560      NA          .149553           .242907             .263123            .267500              2766          2292
2.04          249                1                  0    40       256       2         1         0         9         10000     10000     10000            10000000    0           0           2             .004666      NA          .151718           .244275             .263187            .268000              2660          2321
2.18          250                1                  0    40       256       2         1         0         9         10000     10000     10000            10000000    0           0           2             .004471      NA          .146148           .247446             .263194            .268000              2676          2235
2.16          248                1                  0    40       256       2         1         0         9         10000     10000     8000             10000000    0           0           2             .004728      NA          .159628           .301767             .324516            .329500              2709          1983
2.10          250                1                  0    40       256       2         1         0         9         10000     10000     8000             10000000    0           0           2             .004577      NA          .161126           .305456             .328684            .334500              2677          1971
1.96          248                1                  0    40       256       2         1         0         9         10000     10000     8000             10000000    0           0           2             .004371      NA          .161652           .304407             .323920            .328500              2766          2013
2.02          249                1                  0    40       256       2         1         0         9         10000     10000     6000             10000000    0           0           2             .004784      NA          .170559           .404525             .434457            .438750              2634          1590
2.06          248                1                  0    40       256       2         1         0         9         10000     10000     6000             10000000    0           0           2             .004920      NA          .172672           .411497             .432651            .438500              2726          1615
2.08          248                1                  0    40       256       2         1         0         9         10000     10000     6000             10000000    0           0           2             .004912      NA          .170067           .399006             .433057            .438250              2711          1585
2.19          249                1                  0    40       256       2         1         0         9         10000     10000     4000             10000000    0           0           2             .004401      NA          .181512           .616385             .646304            .651750              2644          1136
2.34          249                1                  0    40       256       2         1         0         9         10000     10000     4000             10000000    0           0           2             .004561      NA          .182248           .616744             .646859            .652000              2687          1142
2.19          248                1                  0    40       256       2         1         0         9         10000     10000     4000             10000000    0           0           2             .004641      NA          .181483           .609638             .645745            .651000              2658          1140
1.97          248                1                  0    40       256       2         1         0         9         10000     10000     2000             10000000    0           0           2             .004844      NA          .196820           1.259631            1.293340           1.299750             2671          621
2.23          249                1                  0    40       256       2         1         0         9         10000     10000     2000             10000000    0           0           2             .005059      NA          .200965           1.264948            1.295773           1.302250             2644          633
2.38          248                1                  0    40       256       2         1         0         9         10000     10000     2000             10000000    0           0           2             .004652      NA          .196797           1.253815            1.294490           1.301000             2668          621
2.04          249                1                  0    40       256       2         1         0         9         10000     10000     1000             10000000    0           0           2             .004851      NA          .205280           2.557147            2.586181           2.591500             2698          323
2.15          254                1                  0    40       256       2         1         0         9         10000     10000     1000             10000000    0           0           2             .004983      NA          .206005           2.561662            2.586072           2.592000             2675          324
1.94          248                1                  0    40       256       2         1         0         9         10000     10000     1000             10000000    0           0           2             .004757      NA          .205971           2.569533            2.586550           2.592250             2675          325
2.15          248                1                  0    40       256       2         1         0         11        10000     10000     12000            10000000    0           0           2             .003296      NA          .099584           .203133             .270416            .274000              894           1491
2.25          250                1                  0    40       256       2         1         0         11        10000     10000     12000            10000000    0           0           2             .003390      NA          .097336           .197435             .254902            .258500              976           1546
2.02          249                1                  0    40       256       2         1         0         11        10000     10000     12000            10000000    0           0           2             .003527      NA          .099278           .208755             .265803            .269250              898           1513
2.10          249                1                  0    40       256       2         1         0         11        10000     10000     10000            10000000    0           0           2             .003575      NA          .099053           .197243             .261158            .264750              914           1535
2.36          249                1                  0    40       256       2         1         0         11        10000     10000     10000            10000000    0           0           2             .003437      NA          .095193           .203684             .258584            .262000              904           1493
2.03          248                1                  0    40       256       2         1         0         11        10000     10000     10000            10000000    0           0           2             .003324      NA          .094073           .186964             .259472            .263000              906           1469
2.04          249                1                  0    40       256       2         1         0         11        10000     10000     8000             10000000    0           0           2             .003508      NA          .097855           .194157             .260889            .263750              920           1522
2.05          248                1                  0    40       256       2         1         0         11        10000     10000     8000             10000000    0           0           2             .003425      NA          .096551           .190357             .254173            .257750              910           1538
2.20          248                1                  0    40       256       2         1         0         11        10000     10000     8000             10000000    0           0           2             .003470      NA          .101868           .210185             .266753            .269500              907           1549
2.37          249                1                  0    40       256       2         1         0         11        10000     10000     6000             10000000    0           0           2             .003501      NA          .098651           .206342             .263797            .267250              910           1515
2.04          248                1                  0    40       256       2         1         0         11        10000     10000     6000             10000000    0           0           2             .003635      NA          .094691           .209031             .258399            .261750              907           1486
2.09          249                1                  0    40       256       2         1         0         11        10000     10000     6000             10000000    0           0           2             .003587      NA          .095815           .197597             .259745            .263250              902           1495
2.07          248                1                  0    40       256       2         1         0         11        10000     10000     4000             10000000    0           0           2             .003231      NA          .106575           .216244             .270156            .273500              901           1595
2.15          248                1                  0    40       256       2         1         0         11        10000     10000     4000             10000000    0           0           2             .003419      NA          .100060           .202128             .264306            .267750              973           1532
2.04          249                1                  0    40       256       2         1         0         11        10000     10000     4000             10000000    0           0           2             .003462      NA          .098401           .204434             .265213            .268750              990           1502
2.00          249                1                  0    40       256       2         1         0         11        10000     10000     2000             10000000    0           0           2             .003382      NA          .093869           .189518             .247613            .251000              900           1536
2.17          248                1                  0    40       256       2         1         0         11        10000     10000     2000             10000000    0           0           2             .003776      NA          .095259           .187650             .251721            25.000000            909           15
