comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        512       2         1         0         7         0         0         1000000     0           2           NA           1.292083    9                 26
0.02          3                  1                  0    1        512       2         1         0         8         0         0         1000000     0           2           NA           1.292083    7                 23
0.02          3                  1                  0    1        512       2         1         0         10        0         0         1000000     0           2           NA           1.292500    7                 26
0.02          3                  1                  0    1        512       2         1         0         11        0         0         1000000     0           2           NA           1.292500    3                 27
0.02          3                  1                  0    1        512       2         1         0         12        0         0         1000000     0           2           NA           1.292083    3                 26
0.02          3                  1                  0    2        512       2         1         0         7         0         0         1000000     0           2           NA           .646041     6                 58
0.02          3                  1                  0    2        512       2         1         0         8         0         0         1000000     0           2           NA           .646250     3                 59
0.02          3                  1                  0    2        512       2         1         0         10        0         0         1000000     0           2           NA           .646250     3                 57
0.02          3                  1                  0    2        512       2         1         0         11        0         0         1000000     0           2           NA           .646250     3                 51
0.02          3                  1                  0    2        512       2         1         0         12        0         0         1000000     0           2           NA           .646250     3                 59
0.02          3                  1                  0    3        512       2         1         0         7         0         0         1000000     0           2           NA           .430694     4                 89
0.02          3                  1                  0    3        512       2         1         0         8         0         0         1000000     0           2           NA           .430833     3                 86
0.02          3                  1                  0    3        512       2         1         0         10        0         0         1000000     0           2           NA           .430833     4                 80
0.02          3                  1                  0    3        512       2         1         0         11        0         0         1000000     0           2           NA           .430833     3                 87
0.02          3                  1                  0    3        512       2         1         0         12        0         0         1000000     0           2           NA           .430833     4                 89
0.02          3                  1                  0    4        512       2         1         0         7         0         0         1000000     0           2           NA           .323020     3                 107
0.02          3                  1                  0    4        512       2         1         0         8         0         0         1000000     0           2           NA           .323125     4                 115
0.02          3                  1                  0    4        512       2         1         0         10        0         0         1000000     0           2           NA           .323125     5                 107
0.02          3                  1                  0    4        512       2         1         0         11        0         0         1000000     0           2           NA           .323125     6                 118
0.02          3                  1                  0    4        512       2         1         0         12        0         0         1000000     0           2           NA           .323125     3                 115
